회사명,공장주소(도로명),공장주소(지번),업종명,전화번호,종업원수(총인원),생산품,원자재
주식회사 신영안전유리,경기도 포천시 매봉1길 22 (내촌면),경기도 포천시 내촌면 음현리 441-8,기타 판유리 가공품 제조업,031-534-6361,5,가공(판)유리,판유리
주식회사 신흥,경기도 포천시 가산면 가산로194번길 47-41,경기도 포천시 가산면 가산리 194,연사 및 가공사 제조업,031-532-8505,6,감긴 실,폴리에스테르 실
주식회사 실로텍스,경기도 포천시 영중면 양문공단로2길 28-9,경기도 포천시 영중면 양문리 1014-1번지,솜 및 실 염색가공업,031-532-8317,3,재봉실 염색,
주식회사 씨쓰리글로벌,경기도 포천시 군내면 용정리 478-1,경기도 포천시 군내면 용정리 478-1,일반 창고업,02-6954-6932,17,"의류보관, 물류창고",
주식회사 씨티씨,경기도 포천시 영중면 전영로 1531-7 외 7필지,경기도 포천시 영중면 영송리 314번지 외 7필지,육상 금속 골조 구조재 제조업 외 1 종,031-534-0744,133,"SUS Pipe, Tube",스테인레스관
주식회사 아람,"경기도 포천시 소흘읍 소흘로 79, 무봉리 209-2 외 1필지",경기도 포천시 소흘읍 무봉리 208 무봉리 209-2 외 1필지,간판 및 광고물 제조업,031-844-0044,17,LED간판,LED
주식회사 아이디오커머스,경기도 포천시 신북면 아트밸리로 56 외 1필지,경기도 포천시 신북면 기지리 181 외 1필지,기타 직물제품 제조업,031-8080-5100,60,마스크,"원단,필터,귀끈"
주식회사 아이알테크,경기도 포천시 가산면 포천로912번길 147-1,경기도 포천시 가산면 마전리 565-12,기타 운동 및 경기용구 제조업,031-543-3377,8,음파진동기,"플레이트, 메인보드, 베어링, 레벨링풋, 풋커버, 실리콘발판 등."
주식회사 아이에스,경기도 포천시 창수면 포천로2895번길 28,경기도 포천시 창수면 추동리 607-1번지,플라스틱 필름 제조업 외 1 종,031-542-0573,12,"플라스틱 시트,합성수지",
주식회사 아이팩,경기도 포천시 용정경제로1길 28 (군내면) 1층,경기도 포천시 군내면 용정리 480-0 1층,포장용 플라스틱 성형용기 제조업,031-534-3380,290,플라스틱 튜브용기,LDPE 플라스틱 수지
주식회사 아이팩인더스트리,경기도 포천시 군내면 용정경제로1길 41,경기도 포천시 군내면 용정리 481-10번지,포장용 플라스틱 성형용기 제조업,031-534-3380,25,화장품용기,플라스틱
주식회사 아카시아리빙,경기도 포천시 군내면 용정경제로1길 94-16,경기도 포천시 군내면 용정리 484-11,일반철물 제조업,031-542-9764,25,"카트, 행거",금속
주식회사 아트테크닉,경기도 포천시 신북면 청신로2068번길 81-13,경기도 포천시 신북면 신평리 554,그 외 기타 플라스틱 제품 제조업,031-532-5868,1,"실리콘 풍선젖병, 치아발육기 등","실리콘, PP 등"
주식회사 알파침대,경기도 포천시 삼육사로 2070 -8(선단동),경기도 포천시 선단동 828-1,매트리스 및 침대 제조업 외 2 종,031-542-8610,4,"가구(침대, 매트리스, 침대커버 등)","천, 경강선, 스펀지, 합판"
주식회사 에버그린탑,경기도 포천시 가산면 시우동6길 15,경기도 포천시 가산면 가산리 305-2,"물질 검사, 측정 및 분석기구 제조업 외 2 종",02-866-4204,0,"자동진공샘플러, 가스샘플링펌프, 물벼룩먹이 등","전자밸브, 컨트롤회로 등"
주식회사 에버프렌드,경기도 포천시 가산면 정교리 75-2,경기도 포천시 가산면 정교리 75-2,표면처리 및 적층 직물 제조업,031-544-8335,7,기능성원단(미끄럼방지기능),"실리콘수지, 섬유원단"
주식회사 에스앤테크놀로지,경기도 포천시 소흘읍 죽엽산로95번길 27 1층,경기도 포천시 소흘읍 이가팔리 465-5 1층,"전자코일, 변성기 및 기타 전자 유도자 제조업 외 1 종",031-716-8887,2,인식표지,인식표지 본체
주식회사 에스앤피솔루션,"경기도 포천시 소흘읍 호국로 389-47, 가동 1층",경기도 포천시 소흘읍 이동교리 254-1 가동 1층,간판 및 광고물 제조업,070-8786-5009,8,간판 및 광고물,"알루미늄, 철재, 아크릴등"
주식회사 에스엠,경기도 포천시 군내면 하성북리 66-1 외 1필지,경기도 포천시 군내면 하성북리 66-1 외 1필지,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",031-536-1604,10,헤어라인필름,PET연신필름
주식회사 에스제이금속,경기도 포천시 가산면 금현경제로1길 35,경기도 포천시 가산면 금현리 1168,일반철물 제조업 외 2 종,031-531-8672,22,"진열장, 기타금속가공, 금속판, 책상받침대","스테인레스, 철판, 철파이프, SUS관, 판 등"
주식회사 에스케이(sk),경기도 포천시 군내면 반월산성로 121-1,경기도 포천시 군내면 하성북리 252-6,연사 및 가공사 제조업,031-531-2141,6,카바링사,연사
주식회사 에스텍,경기도 포천시 군내면 포천로 1367-33,경기도 포천시 군내면 용정리 237-15,편조원단 제조업 외 19 종,031-535-9601,4,"편조원단,의복,스타킹,목도리,도복,마스크,휘장,견장,벨트,의류악세사리,내의, 표적지 프린트물 제작","원사,금속, 원단, 인쇄"
주식회사 에이론,경기도 포천시 군내면 용정리 486,경기도 포천시 군내면 용정리 486,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,031-541-9251,23,"화학가교폼, 플라스틱발포제",LDPE
주식회사 에이오지히팅시스템,"경기도 포천시 자작로 155, (311호)(자작동)",경기도 포천시 자작동 588-4 (311호),가정용 비전기식 조리 및 난방 기구 제조업,031-544-9095,4,조립식온수판넬,"갈바륨강판,EVA호스"
주식회사 에이원인더스트리,경기도 포천시 호국로929번길 68(선단동),경기도 포천시 선단동 580-4,"치약, 비누 및 기타 세제 제조업",031-541-6911,3,액상형(비분사) 세탁세제,계면활성제(액상)
주식회사 에이치앤테크,경기도 포천시 군내면 청군로3054번길 9-20,경기도 포천시 군내면 직두리 520-1,"전자코일, 변성기 및 기타 전자 유도자 제조업 외 1 종",031-534-0505,15,에나멜 동선,"동선,알루미늄"
주식회사 에이치에스티,"경기도 포천시 소흘읍 부흥로 132, 나동 외 1필지",경기도 포천시 소흘읍 이동교리 290-5번지 나동 외 1필지,절삭가공 및 유사처리업,031-543-2250,4,기계부품,"철판, 프라스틱, 알루미늄"
주식회사 에코스톤,경기도 포천시 창수면 가영로150번길 60-34,경기도 포천시 창수면 가양리 369-3번지,건설용 석제품 제조업,031-544-4600,3,건축인테리어 판재,판석
주식회사 에프씨푸드,경기도 포천시 신북면 신평리 571-2,경기도 포천시 신북면 신평리 571-2,"수산동물 훈제, 조리 및 유사 조제식품 제조업",031-531-4267,7,어묵,"연육,접분,야채"
주식회사 에프에스이노베이션,경기도 포천시 신북면 신평리 673-21,경기도 포천시 신북면 신평리 673-21,솜 및 실 염색가공업 외 1 종,031-844-3202,17,섬유원단제조,"원사,염료,발수제,흡습제"
주식회사 엔바이오,경기도 포천시 화현면 화동로 319 외 3필지,경기도 포천시 화현면 화현리 1022-1번지 외 3필지,기타 비알코올 음료 제조업,031-534-7388,16,건강음료,약용작물
주식회사 엘엠에스,경기도 포천시 신북면 신평리 395,경기도 포천시 신북면 신평리 395,그 외 기타 분류 안된 비금속 광물제품 제조업,031-535-3758,8,"고양이모래, 화분충진재","제오라이트, 벤토나이트(분말)"
주식회사 엘케이랩코리아,경기도 포천시 군내면 용정경제로2길 76,경기도 포천시 군내면 용정리 483-8,공기 조화장치 제조업 외 5 종,031-573-4952,22,"클린벤치, 항온수조, 산업용오븐, 흄휴드, 금속테이블 실험용장비류, 실험실 냉장고","판금,메인보드,조절기,히터,배선 외"
주식회사 엘케이인더스트리,경기도 포천시 내촌면 금강로 2480-56,경기도 포천시 내촌면 내리 172-15,기타 직물제품 제조업,031-531-2488,1,마스크,"여과시트, 코핀자재"
주식회사 엠앤디,경기도 포천시 신북면 청신로 1937,경기도 포천시 신북면 신평리 480-2,침구 및 관련제품 제조업 외 1 종,031-983-1142,8,매트,폴리에스터 솜
주식회사 엠제이,"경기도 포천시 가산면 정금로392번길 54-64, 나동",경기도 포천시 가산면 금현리 36-6 나동,구조용 금속 판제품 및 공작물 제조업 외 3 종,032-467-8842,2,안전용품 철구조물,"알루미늄, 아연도금 파이프"
주식회사 영성에스아이,경기도 포천시 호국로3549번길 31 (영북면) 외 2필지,경기도 포천시 영북면 야미리 632-5 외 2필지,건설용 석제품 제조업,031-762-1400,3,건축용석제품,
주식회사 예미래,경기도 포천시 소흘읍 소흘로24번길 51,경기도 포천시 소흘읍 무봉리 235-2번지,정형 내화 요업제품 제조업,031-542-7111,2,식품보관용 옹기,옹기토
주식회사 오씨나인,경기도 포천시 소흘읍 무란2길 11-18,경기도 포천시 소흘읍 이동교리 573-1번지,일반용 전기 조명장치 제조업,031-543-3029,7,LED조명 ,
주식회사 오행,경기도 포천시 소흘읍 고모리 600,경기도 포천시 소흘읍 고모리 600,분사기 및 소화기 제조업,031-531-2911,5,"SP조인트,결합금속구","SUS, 알루미늄"
주식회사 왕신,"경기도 포천시 가산면 금현리 0 C22-6, 10(금현일반산업단지)","경기도 포천시 가산면 금현리 0 C22-6, 10(금현일반산업단지)",기타 기계.장비 조립용 플라스틱 제품 제조업,031-542-5266,52,자동차부품,"PP,PC"
주식회사 우진아트,경기도 포천시 군내면 반월산성로317번길 20-55 외 2필지,경기도 포천시 군내면 상성북리 468-2 외 2필지,커튼 및 유사제품 제조업,02-363-4328,6,브라인드,원단
주식회사 우천식품 (제2공장),경기도 포천시 이동면 장암리 151-41,경기도 포천시 이동면 장암리 151-41,곡물 제분업,031-533-7266,5,콩가루,콩
주식회사 원더플레이스,경기도 포천시 군내면 용정경제로2길 73,경기도 포천시 군내면 용정리 482-10번지,일반 창고업,02-2205-1009,60,의류물품보관,
주식회사 위노스,경기도 포천시 용정경제로1길 94 -47(군내면) 1층,경기도 포천시 군내면 용정리 382-6 1층,기타 목재가구 제조업,02-997-9337,51,가구,"파티클보드, MDF"
주식회사 위드시스,"경기도 포천시 소흘읍 초가팔로 49-33, 나동 2층",경기도 포천시 소흘읍 이가팔리 508-27 나동 2층,비디오 및 기타 영상기기 제조업 외 1 종,031-365-5999,4,"영상감시장치, CCTV 카메라","카메라 모듈, 카메라 PCB"
주식회사 윙윙,경기도 포천시 호국로917번길 40 (설운동) 외 4필지,경기도 포천시 설운동 98-2 외 4필지,제책업 외 1 종,031-542-6667,40,"종이제책북, 마루제책북,마스크","종이, 접착제, 코팅액, 마루판,부직포"
주식회사 윙윙인팩,경기도 포천시 호국로917번길 38(설운동) 외 1필지,경기도 포천시 설운동 105-10 외 1필지,간판 및 광고물 제조업,031-542-3093,4,"광고책자,종이 상자류",종이
주식회사 유노시스템,경기도 포천시 영북면 호국로3620번길 50 외 1필지,경기도 포천시 영북면 야미리 145-10 외 1필지,기타 절연선 및 케이블 제조업,031-535-8259,6,기타 절연선,동선
주식회사 유니얀플러스지점,경기도 포천시 신북면 신평리 680-2,경기도 포천시 신북면 신평리 680-2,"직물, 편조원단 및 의복류 염색 가공업",031-532-1377,7,벨크로원단염색,나일론
주식회사 유니텍,경기도 포천시 가산면 가산로 202,경기도 포천시 가산면 방축리 139-7번지,플라스틱 접착처리 제품 제조업 외 2 종,031-541-8975,6,"접착테이프, 소형포장용기","테이프원단, 지관, PE"
주식회사 유니푸드,경기도 포천시 신북면 기지리 858-1 외 1필지,경기도 포천시 신북면 기지리 858-1 외 1필지,천연 및 혼합조제 조미료 제조업 외 1 종,031-534-0951,10,"혼합소스,양념,다진마늘","물엿,게첩,마요네즈,설탕,간장,고추장,채소"
주식회사 유진메이커스,"경기도 포천시 가산면 정교1길 18-1, 다동",경기도 포천시 가산면 정교리 540-18 다동,"금속 문, 창, 셔터 및 관련제품 제조업 외 6 종",031-523-2766,6,"금속문, 금속제 관련제품","금속시트판(스테인리스, 갈바), 파이프"
주식회사 은준,"경기도 포천시 가산면 정교1길 22, 다동",경기도 포천시 가산면 정교리 540-6 다동,기타 구조용 금속제품 제조업 외 7 종,031-544-9983,9,금속제 관련 제품,"금속시트판(스텐레스, 갈바)"
주식회사 이동갈비,경기도 포천시 용정경제로1길 93 -14(군내면) 1층,경기도 포천시 군내면 용정리 486-8 1층,육류 기타 가공 및 저장처리업 (가금류 제외) 외 2 종,031-544-6648,10,이동갈비 등,"소갈비,돼지갈비"
주식회사 이안플래닛,"경기도 포천시 해룡로 191, (나동 일부)(동교동)",경기도 포천시 동교동 356 (나동 일부),그 외 기타 일반목적용 기계 제조업,02-783-2296,4,구급박스 자판기,구급박스(조립용 재료)
주식회사 이앤에치 2공장,경기도 포천시 화현면 봉화로733번길 120,경기도 포천시 화현면 지현리 558-6,기체 여과기 제조업 외 1 종,031-533-0284,25,"공기청정기필터, 자동차에어컨필터, 공조용필터, 에어컨필터, 마스크","PP, 핫멜트, 우레탄수지액체, 부직포,여과시트, 철사"
주식회사 이앤켐솔루션,경기도 포천시 군내면 용정경제로1길 94-38,경기도 포천시 군내면 용정리 484-15,그 외 기타 특수목적용 기계 제조업 외 3 종,031-791-9471,16,"흡착기, 흡착제","무기화학물질, 스테인레스강, 수산화철 원료 물질"
"주식회사 이엘티(EL·T Co.,Ltd.)","경기도 포천시 내촌면 내진로41번길 39-63, 가동",경기도 포천시 내촌면 진목리 744번지 가동,기타 가정용 전기기기 제조업,031-531-5249,3,전기온수기,"스테인레스, 볼트, 히터, pcb"
