순번,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,전화번호,팩스번호,종업원수,생산품명,데이터기준일자
657,주식회사 크레아큐브,"경기도 하남시 하남대로 990, 307호(풍산동, 로얄팰리스 테크노1차)",경기도 하남시 풍산동 601 로얄팰리스 테크노1차 307호,인형 및 장난감 제조업,,0504-442-0046,5,"스마트교구, 구구단등 스마트교구",2025-06-30
658,주식회사 크리스텍,"경기도 하남시 조정대로 45, 에프 629호 (풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 에프 629호,일반철물 제조업 외 1 종,02-2282-7942,031-5175-3629,9,"스마트 도어락, 객실관리 스위치",2025-06-30
659,주식회사 트라운드,"경기도 하남시 조정대로 45, 4층 F420호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 4층 F420호,기타 음향기기 제조업,031-699-1387,031-699-1874,2,사운드체어,2025-06-30
660,주식회사 트루메카,"경기도 하남시 미사강변서로 16, 3층 F333호(풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 3층 F333호,산업용 로봇 제조업 외 1 종,070-8866-4007,031-622-9079,5,"종합 시험기, 항공기지상 시험장비, 정밀제어계측장비 및 정밀제어용 로봇",2025-06-30
661,주식회사 트리시스,"경기도 하남시 조정대로 35, 5층 F501호(풍산동, 미사 하우스디 엘타워)",경기도 하남시 풍산동 492 미사 하우스디 엘타워 5층 F501호,전기식 진단 및 요법 기기 제조업,070-7551-9098,0505-300-9098,4,"미용기기(오투덤, 링클원)",2025-06-30
662,주식회사 티스케이프,"경기도 하남시 미사강변중앙로31번길 30, B101(풍산동, 미사동일 넥서스)",경기도 하남시 풍산동 588-5 미사동일 넥서스 B101,선박 구성 부분품 제조업,02-2202-3771,02-2202-3773,23,"R&D시제품, 마감용판넬, 기타가구류",2025-06-30
663,주식회사 티엠어플라이언스,"경기도 하남시 초광산단로 111, 4층 (광암동)",경기도 하남시 광암동 407-7 4층,그 외 기타 가구 제조업,02-427-4687,02-4274-688,4,"PU원단을 이용한 등받이 조립, 건강보조제품의 조립",2025-06-30
664,주식회사 파르팜,"경기도 하남시 산곡동로32번길 37, 2층(하산곡동)",경기도 하남시 하산곡동 344-8 2층,기타 식사용 가공처리 조리식품 제조업,02-429-2800,031-796-1188,1,"즉석조리식품(떡볶이,돈까스(간편식) 등)",2025-06-30
665,주식회사 파크존,"경기도 하남시 미사강변중앙로31번길 15, B3층 B304호 (풍산동, 희가로 프리미어)",경기도 하남시 풍산동 598 희가로 프리미어 B3층 B304호,교통 신호장치 제조업,,031-795-2611,3,주차관제장치,2025-06-30
666,주식회사 팍스디스크,"경기도 하남시 조정대로 150, 802호(덕풍동, 아이테코)",경기도 하남시 덕풍동 762 아이테코 802호,기억장치 제조업 외 2 종,031-790-1052,031-790-1053,5,"산업용 컴퓨터, 기억장치, SSD, 기타IT제품",2025-06-30
667,주식회사 팜인스킨,"경기도 하남시 조정대로 45, 5층 F521,F522,F523호(풍산동, 미사센텀비즈)","경기도 하남시 풍산동 493 미사센텀비즈 5층 F521,F522,F523호",화장품 제조업,031-5175-3588,031-5175-3589,0,화장품,2025-06-30
668,주식회사 패브릭덕트,"경기도 하남시 미사강변서로 25, F546호 (풍산동, 미사 테스타타워 지식산업센터)",경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 F546호,"천막, 텐트 및 유사 제품 제조업",02-6212-0022,,3,패브릭덕트,2025-06-30
669,주식회사 페이퍼팝,"경기도 하남시 초광산단로 94, 501,503,504호(광암동, 이례아이스틸)","경기도 하남시 광암동 405-2 이례아이스틸 501,503,504호",그 외 기타 종이 및 판지 제품 제조업 외 1 종,070-8657-4236,02-6974-1388,11,"컵 및 유사제품, 종이생활용품",2025-06-30
670,주식회사 포스텍,"경기도 하남시 조정대로 45, 7층 748호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 7층 748호,"전기회로 개폐, 보호장치 제조업 외 5 종",031-5175-3101,031-5175-3102,7,"자동점멸기, 분전반, 인식표지, 전자카드, 전기조명장치",2025-06-30
671,주식회사 핍스,"경기도 하남시 조정대로 150, 6층 612 (덕풍동)",경기도 하남시 덕풍동 762번지 6층 612,배전반 및 전기 자동제어반 제조업,031-726-3667,031-726-3255,10,자동제어반,2025-06-30
672,주식회사 하남금속산업,경기도 하남시 초광산단로 13 (초이동),경기도 하남시 초이동 629-2,구조용 금속 판제품 및 공작물 제조업,02-3013-1005,02-476-5527,4,건축장식용금속제품제조 및 금속판제품,2025-06-30
673,주식회사 한기린,경기도 하남시 조정대로 150 (덕풍동) 외 1필지,경기도 하남시 덕풍동 762-0,일반저울 제조업 외 1 종,031-790-4370,031-790-4371,9,전자저울,2025-06-30
674,주식회사 한미자외선,"경기도 하남시 조정대로 45, 2층 F223호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 2층 F223호,그 외 기타 전기장비 제조업,031-5175-3252,031-5175-3254,3,"자외선살균장치,시스템 및 자외선 조사기기",2025-06-30
675,주식회사 한신콘덴서,경기도 하남시 대성로 6 (하사창동),경기도 하남시 하사창동 402-3번지,전자축전기 제조업 외 1 종,031-792-7701,031-792-7703,23,전기기기용 콘센트,2025-06-30
676,주식회사 해원화인,"경기도 하남시 조정대로 150, 하남아이테코 457호 (덕풍동)",경기도 하남시 덕풍동 762 번지 하남아이테코 457호,그 외 기타 가구 제조업 외 2 종,031-790-4428,031-790-4429,4,아크릴가구 등,2025-06-30
677,주식회사 향공장,경기도 하남시 조정대로 150 (덕풍동) 아이테코 568호,경기도 하남시 덕풍동 762 아이테코,그 외 기타 분류 안된 화학제품 제조업,031-790-1038,031-790-1039,4,"방향제, 합성향료혼합물",2025-06-30
678,주식회사 헤드라인컴,경기도 하남시 초광산단서로16번길 16 (초이동),경기도 하남시 초이동 624-1,구조용 금속 판제품 및 공작물 제조업 외 4 종,02-2278-8611,02-2278-8610,15,"간판, 조형물, 부스, 캐노피, 진열대, 게시판",2025-06-30
679,주식회사 헬셀,"경기도 하남시 미사강변중앙로7번안길 25, B동 3층 306호(풍산동, u-테크밸리)",경기도 하남시 풍산동 595-1 u-테크밸리 B동 3층 306호,무인 항공기 및 무인 비행장치 제조업,02-1688-5343,070-8015-9889,3,"농업용 방제드론, 완구드론",2025-06-30
680,주식회사 현웅코스코코,"경기도 하남시 조정대로 45, F628호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 F628호,화장품 제조업,,02-401-5114,4,"화장품(스킨케어, 바디케어, 클렌징, 마스크팩)",2025-06-30
681,주식회사 형원,,"경기도 하남시 풍산동 미사강변서로25, 미사테스타타워 F101, F102, F103, F104, F105, F106, F107",육류 포장육 및 냉동육 가공업 (가금류 제외),031-8027-0205,070-8611-0205,39,한우부분육,2025-06-30
682,주식회사 화경인더스,"경기도 하남시 미사강변중앙로7번안길 25, 디동 401호(풍산동)",경기도 하남시 풍산동 595-1 디동 401호,일반저울 제조업,1577-4607,0502-275-5525,4,"전자식저울, 전자선별기",2025-06-30
683,주식회사 후이솔루텍,"경기도 하남시 미사강변서로 25, B1층 FB133호(풍산동, 미사 테스타타워 지식산업센터)",경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 B1층 FB133호,가방 및 기타 보호용 케이스 제조업,031-5175-6688,031-5175-6689,2,"로프가방, 무전기가방,구명벨트",2025-06-30
684,주식회사미트원,경기도 하남시 산곡동로12번길 35 (하산곡동) 외 1필지,경기도 하남시 하산곡동 382-3번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,031-793-8855,031-793-5249,78,육지동물고기,2025-06-30
685,준하금속,경기도 하남시 초광산단로 6 (초이동),경기도 하남시 초이동 533-1번지,기타 1차 비철금속 제조업,02-442-8152,02-442-8153,4,동관련제품,2025-06-30
686,지구를지켜라,"경기도 하남시 하남대로 947, C동 3층 303, 304호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER C동 3층 303, 304호",판지 상자 및 용기 제조업,,031-5180-3930,2,종이 완충재,2025-06-30
687,지대ENC,"경기도 하남시 미사강변서로 25, 미사테스타타워지식산업센터 F120호 (풍산동)",경기도 하남시 풍산동 489번지 미사테스타타워지식산업센터 F120호,액체 여과기 제조업 외 3 종,02-000-0000,,5,"스크린(드럼,평면,원통), 액체여과기, 여과기(기체용),탈취기, 가압부상부,제진기,협잡물처리기 등",2025-06-30
688,지디에스,"경기도 하남시 조정대로 150, 하남아이테코 436호 (덕풍동)",경기도 하남시 덕풍동 762 번지 하남아이테코 436호,"레이더, 항행용 무선기기 및 측량기구 제조업 외 4 종",031-790-1552,,5,"지진계, 발파진동계 등",2025-06-30
689,지오콘다 주식회사,"경기도 하남시 조정대로 45, F511호(풍산동, 미사센텀비즈) 외 1필지",경기도 하남시 풍산동 493 미사센텀비즈 F511호,기타 직물제품 제조업 외 1 종,02-741-9105,02-741-9106,3,"마스크,이너웨어",2025-06-30
690,지이하우스,"경기도 하남시 조정대로 45, 1층 F106호(풍산동, 미사센텀비즈)",경기도 하남시 풍산동 493 미사센텀비즈 1층 F106호,기타 구조용 금속제품 제조업,031-512-5708,0504-404-5708,3,"카포트, 캐노피",2025-06-30
691,진아이티(주),"경기도 하남시 조정대로 45, 4층 431 (풍산동)",경기도 하남시 풍산동 493번지 4층 431,방송장비 제조업 외 1 종,031-5175-3557,031-5175-3559,5,"CCTV,,엠프(음성증폭기)",2025-06-30
692,진주식품,경기도 하남시 감북로 23 (감북동),경기도 하남시 감북동 370-1번지,차류 가공업,02-470-3116,02-488-0848,0,다류(홍차등),2025-06-30
693,초이블라인드,"경기도 하남시 초광로 102, 2층 206호 (광암동)",경기도 하남시 광암동 37-1번지 2층 206호,커튼 및 유사제품 제조업,02-000-0000,,1,"롤스크린, 콤비블라인드",2025-06-30
694,초이산업,경기도 하남시 초광산단로 17 (초이동),경기도 하남시 초이동 629-0,일반철물 제조업,02-3142-1295,02-336-1633,6,"가정용 철물, 걸이식 금속제 수납선반",2025-06-30
695,카이로스,경기도 하남시 하남대로186번길 86 (상산곡동),경기도 하남시 상산곡동 209-5,간판 및 광고물 제조업,02-6401-6626,02-6918-6608,3,간판및광고물,2025-06-30
696,카피랜드,"경기도 하남시 조정대로 150, 아이테코 364호 (덕풍동)",경기도 하남시 덕풍동 762번지,경 인쇄업 외 1 종,031-790-0866,031-790-0867,3,책,2025-06-30
697,캐비넷,"경기도 하남시 초광로 102, 2층 207호 (광암동)",경기도 하남시 광암동 37-1번지 2층 207호,여자용 겉옷 제조업,,050-4227-1243,3,여성용 의류,2025-06-30
698,케이제이전자,"경기도 하남시 미사강변서로 16, 6층 F636호(풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 6층 F636호,그 외 기타 특수목적용 기계 제조업,070-4715-5833,,0,덤프스테이션(캠핑카 오폐수 처리기),2025-06-30
699,케이투메탈,경기도 하남시 초이로 23(초이동),경기도 하남시 초이동 337-1,간판 및 광고물 제조업,02-484-1742,02-484-1743,7,"간판, 광고물",2025-06-30
700,코데아,"경기도 하남시 하남대로654번길 24-7, 가,나동 (천현동)",경기도 하남시 천현동 53-34번지,남자용 겉옷 제조업 외 12 종,031-796-2459,,40,피복의류,2025-06-30
701,코디,"경기도 하남시 조정대로 150, 5층 529 (덕풍동) 하남아이테코 529,563호",경기도 하남시 덕풍동 762번지 5층 529,간판 및 광고물 제조업,031-790-4456,,4,"간판,실사",2025-06-30
702,코리아 담요,"경기도 하남시 초광로 102, 202호 (광암동)",경기도 하남시 광암동 37-1번지 202호,침구 및 관련제품 제조업,02-000-0000,,1,담요,2025-06-30
703,퀀텀바이오(주),"경기도 하남시 조정대로 150, 2층 214호 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동 762번지 아파트형공장 ITECO 2층 214호,그 외 기타 의료용 기기 제조업 외 1 종,031-790-0508,031-1664-9853,12,"기계적요법 기구, 물리요법용기기,의료마사지용기기",2025-06-30
704,클라이밍월 주식회사,경기도 하남시 초광산단서로 4 (초이동),경기도 하남시 초이동 624-6,"체조, 육상 및 체력단련용 장비 제조업 외 2 종",070-4946-0950,02-403-7512,5,"인공암벽제품,, 등산용 철물, 미끄럼틀",2025-06-30
705,키아텍,"경기도 하남시 조정대로 150, 515호 (덕풍동, 아이테코)",경기도 하남시 덕풍동 762 아이테코 515호,단미 사료 및 기타 사료 제조업,031-790-4633,031-790-4634,1,보조사료,2025-06-30
706,킨스파트너스,"경기도 하남시 하남대로622번길 121, 마동 1층 (창우동)",경기도 하남시 창우동 314-2번지 마동 1층,기타 구조용 금속제품 제조업,,,2,기타구조용 금속제품,2025-06-30
707,탑그린,"경기도 하남시 하남대로 947, D동 5층 503호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER D동 5층 503호,일반철물 제조업,031-5180-3173,031-5180-3172,2,"도어락,문손잡이,도어용핸들",2025-06-30
708,토마텍주식회사,"경기도 하남시 미사강변서로 25, F동 6층 620호(풍산동, 미사 테스타타워 지식산업센터) 외 4필지",경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 F동 6층 620호,그 외 기타 종이 및 판지 제품 제조업,02-463-2626,02-463-8171,14,종이라벨,2025-06-30
709,토탈맥 주식회사,"경기도 하남시 미사강변서로 16, F716호(풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 F716호,일반용 전기 조명장치 제조업,,,2,조명 조립 제품(LED 조명 조립),2025-06-30
710,티엠시스텍,"경기도 하남시 미사강변서로 16, F718호 (풍산동, 하우스디스마트밸리)",경기도 하남시 풍산동 490-2 하우스디스마트밸리 F718호,액체 여과기 제조업,031-8028-0512,031-8028-0513,1,"순수제조기, 초순수제조기",2025-06-30
711,팩투커스 주식회사,경기도 하남시 초광산단동로6번길 48(광암동),경기도 하남시 광암동 407-1,주방용 및 음식점용 목재가구 제조업 외 2 종,02-2052-0101,02-556-0101,5,"부엌가구, 싱크대,식탁,찬장,조리대,붙박이장,냉장고장,서랍장,신발장,주방용캐비넷,가정용캐비넷 등",2025-06-30
712,팬텀코리아,"경기도 하남시 초광산단서로16번길 30, 4층 일부 (초이동)",경기도 하남시 초이동 624-4 4층 일부,음ㆍ식료품 및 담배 가공기계 제조업,02-3426-7723,02-3426-7131,7,"제과제빵오븐, 발효기",2025-06-30
