연번,기업명,전화번호,주요상품,주소,산업분류
19673,시그마에프엠,데이터미집계,전기장비 제조업,경기도 화성시 병점2동 효행로1068-,주방용 전기기기 제조업
19674,(주)수자원미터텍,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 향남읍 발안공단로140-,속도계 및 적산계기 제조업
19675,주식회사 주성하이텍,031-278-3400,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 복만터길72번길 41,육상 금속 골조 구조재 제조업
19676,다우기업,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 두곡길47-,절삭가공 및 유사처리업
19677,(주)토피도 티엔에이,031-355-4267,기타 기계 및 장비 제조업,경기도 화성시 양감면 개월안길152-,건설 및 채광용 기계장비 제조업
19678,(주)두크,031-831-1200,기타 기계 및 장비 제조업,경기도 화성시 장안면 화곡로332-,액체 펌프 제조업
19679,시골외가댁가마솥누룽지,데이터미집계,식료품 제조업,경기도 화성시 꽃내음1길 17 (새솔동),기타 곡물 가공품 제조업
19680,캠핑아웃도어 앤 굿즈,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 남양읍 신남로394-,"천막, 텐트 및 유사 제품 제조업"
19681,경일산업유리,데이터미집계,비금속 광물제품 제조업,경기도 화성시 정남면 만년로 773-13,기타 판유리 가공품 제조업
19682,주식회사지원이앤에스,031-425-0648,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 송산면 송산산단길116-,"금속 문, 창, 셔터 및 관련제품 제조업"
19683,앤플러스,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 남양읍 현대기아로304-,그 외 자동차용 신품 부품 제조업
19684,금강스틸,데이터미집계,1차 금속 제조업,경기도 화성시 남양읍 현대기아로250-,철강선 제조업
19685,유라인(주),데이터미집계,1차 금속 제조업,경기도 화성시 양감면 사격장길 133-6,강관 제조업
19686,(주)APS홀딩스,데이터미집계,전기장비 제조업,경기도 화성시 동탄산단9길 23-12 (방교동),배전반 및 전기 자동제어반 제조업
19687,동우정공,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 양감면 양간큰말길51-,절삭가공 및 유사처리업
19688,화성하이텍,데이터 미집계,기타 제품 제조업,경기도 화성시 양감면 늠말길 3-9,"체조, 육상 및 체력단련용 장비 제조업"
19689,주식회사 디엠에스에이치,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 터넉골로134-,디스플레이 제조용 기계 제조업
19690,씨앗테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 토성로 130-44,그 외 기타 일반목적용 기계 제조업
19691,태주산업,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 서해로152번길 93-37,그 외 기타 금속가공업
19692,(주) 수성물류시스템,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 남양읍 현대기아로 604-9,차체 및 특장차 제조업
19693,삼대농장사과즙가공센터,데이터미집계,식료품 제조업,경기도 화성시 정남면 괘랑1길8번길6-,기타 과실ㆍ채소 가공 및 저장 처리업
19694,피아이씨,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 경기대로1250번길 106-4 (반정동),절삭가공 및 유사처리업
19695,동평산업,031-352-9205,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 팔탄면 온천로 437-37,접착제 및 젤라틴 제조업
19696,세기특장,031-366-7260,기타 기계 및 장비 제조업,경기도 화성시 남양읍 현대기아로 239-12,기타 물품 취급장비 제조업
19697,（주）넥스아이엔디（NEXIND）,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 만년로151번길 64,반도체 제조용 기계 제조업
19698,(주)금토일테크,031-499-8434,자동차 및 트레일러 제조업,경기도 화성시 서신면 해운로458번길 82-26,그 외 자동차용 신품 부품 제조업
19699,형제정밀,데이터미집계,전기장비 제조업,경기도 화성시 정남면 서봉로851번길 71,전기회로 접속장치 제조업
19700,KHI화성공장,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 송산면 송산서로 94-2,금속탱크 및 저장용기 제조업
19701,한일윌로펌프,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 팔탄면 서해로987번길 10,기타 일반 기계 및 장비 수리업
19702,에비앙 푸드주식회사,데이터미집계,식료품 제조업,경기도 화성시 봉담읍 효행로20번길 16-32,가금류 도축업
19703,우성테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,"경기도 화성시 동탄청계로 303-13 (청계동, 동탄역신안인스빌리베라2차)",구조용 금속 판제품 및 공작물 제조업
19704,(주)삼화산업,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 팔탄면 석포로 10-12,산업용 그 외 비경화 고무제품 제조업
19705,매직칼라,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 효행로250-,그 외 기타 금속가공업
19706,보광산업,031-366-2982,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 비봉면 화성로1555번길 15-4,그 외 기타 금속가공업
19707,위너텍,031-352-8569,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 만년로151번길 46-41,그 외 금속 압형제품 제조업
19708,주식회사 에프엠디,031-352-5636,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 문학로68번길 25-11,폴리스티렌 발포 성형제품 제조업
19709,광진정밀,031-675-0712,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 버들로1504번길 16,산업용 냉장 및 냉동 장비 제조업
19710,선호공업,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 마도면 화성로785번길 91-24,자동차용 신품 조향장치 및 현가 장치 제조업
19711,하이퍼레이저,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 삼천병마로 543-9,전자 응용 절삭기계 제조업
19712,에코씨엔에스,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 서신면 해운로 317-3,"치약, 비누 및 기타 세제 제조업"
19713,(주)와이아이테크닉스,031-353-1403,기타 기계 및 장비 제조업,경기도 화성시 향남읍 발안공단로271-,디스플레이 제조용 기계 제조업
19714,그린이엔씨,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 대평안길 42-15,액체 여과기 제조업
19715,제이알코리아,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 만년로151번길 96,절삭가공 및 유사처리업
19716,(주) 글리쉬 지점,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 양감면 용소금각로 121-35,접착제 및 젤라틴 제조업
19717,다우린,데이터미집계,식료품 제조업,경기도 화성시 비봉면 양노로126-,가금류 가공 및 저장 처리업
19718,상우기업(주),데이터미집계,비금속 광물제품 제조업,경기도 화성시 풀무골로60번길 4-6 (중동),석회 및 플라스터 제조업
19719,대원식품,데이터미집계,식료품 제조업,경기도 화성시 덕영대로1376번길 245 (반정동),과실 및 그 외 채소 절임식품 제조업
19720,시그마엔지니어링,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 안당하리길56-,기타 기계장비 조립용 플라스틱 제품 제조업
19721,세광정밀,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 서봉로694-,절삭가공 및 유사처리업
19722,무림CPC,데이터미집계,"펄프, 종이 및 종이제품 제조업",경기도 화성시 마도면 송정동길 58-17,골판지 상자 및 가공제품 제조업
19723,인지산업,031-317-6069,고무 및 플라스틱제품 제조업,경기도 화성시 남양읍 주석로184번길 71,그 외 기타 고무제품 제조업
19724,주식회사 태진하이테크,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 만년로 711-77,운송장비 조립용 플라스틱제품 제조업
19725,영진식품기계,데이터미집계,식료품 제조업,경기도 화성시 양감면 솔미마을길95-,과자류 및 코코아 제품 제조업
19726,(주)호국,031-354-0844,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 언창공단길75-,주형 및 금형 제조업
19727,비에스에너지,031-354-3462,전기장비 제조업,경기도 화성시 팔탄면 신양3길 34-11,전동기 및 발전기 제조업
19728,신화중기,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 용당골길 14-9,육상 금속 골조 구조재 제조업
19729,흥광테크 주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 마도면 마도공단로5길 16,건설 및 채광용 기계장비 제조업
19730,현진전자통신,데이터미집계,전기장비 제조업,경기도 화성시 봉담읍 상방길 78-21,기타 전기 변환장치 제조업
19731,(주)델타공조,031-353-9015,기타 기계 및 장비 제조업,경기도 화성시 향남읍 서봉로130-,기체 여과기 제조업
19732,범일파워텍,데이터미집계,전기장비 제조업,경기도 화성시 매송면 푸른들판로 2018-10,배전반 및 전기 자동제어반 제조업
19733,(주)한강엔지니어링,031-355-8114,기타 기계 및 장비 제조업,경기도 화성시 마도면 마도공단로5길 46-14,그 외 기타 특수목적용 기계 제조업
19734,(주)화성이엔지,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 장안로 368-91,육상 금속 골조 구조재 제조업
19735,대명전기,데이터 미집계,전기장비 제조업,경기도 화성시 양감면 댕이안길11-,배전반 및 전기 자동제어반 제조업
19736,(주)메인이지컴,031-311-8211,자동차 및 트레일러 제조업,경기도 화성시 비봉면 푸른들판로1010번길 43-30,자동차용 신품 전기장치 제조업
19737,(주)인벡스,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 능산길 22-2,액체 펌프 제조업
19738,주식회사 아토브,데이터 미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 마도면 청원산단1길 33,액정 표시장치 제조업
19739,중앙수출포장(주),데이터미집계,목재 및 나무제품 제조업; 가구 제외,경기도 화성시 향남읍 칼바위길50-17,"목재 포장용 상자, 드럼 및 유사용기 제조업"
19740,현진자동화,031-352-4375,전기장비 제조업,경기도 화성시 향남읍 두물안길6-,"전기회로 개폐, 보호장치 제조업"
19741,호동특장,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 남양읍 현대기아로125번길 37-11,차체 및 특장차 제조업
19742,메카이엔지,031-884-1004,기타 기계 및 장비 제조업,경기도 화성시 정남면 가장로 318-71,반도체 제조용 기계 제조업
19743,삼환테크,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 향남읍 발안공단로3길 42,주형 및 금형 제조업
19744,유진규격자재,031-474-6330,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 진안북길 83-5 (진안동),절삭가공 및 유사처리업
19745,아람이엔지,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 팔탄면 신양1길 107-9,절삭가공 및 유사처리업
19746,엔퓨테크,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 하가등안길 100-7,절삭가공 및 유사처리업
19747,대현산업사,031-298-3091,고무 및 플라스틱제품 제조업,경기도 화성시 봉담읍 시청로 1472-18,기타 기계장비 조립용 플라스틱 제품 제조업
