순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
107,(주)대기과학,031-776-0831,031-776-0833,"경기도 성남시 중원구 사기막골로 124, 테크동 7층 710호 (상대원동)",27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
124,(주)더녹색성장,031-548-1081,031-548-1082,"경기도 성남시 중원구 둔촌대로457번길 8, 503호(상대원동)",27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
180,(주)라이스,031-778-8670,031-778-8671,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) B동 11층 1105호 외 1필지",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
182,(주)라이프솔루션,031-698-3778,070-8690-3778,"경기도 성남시 중원구 갈마치로288번길 14, (상대원동, 성남 SK V1 tower) A동 12층 1203호 외 1필지",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
188,(주)레보메드,031-741-0996,031-741-0976,"경기도 성남시 중원구 둔촌대로 464, 3층 301호(상대원동, 드림테크노) 3층 301호 외 5필지",27199,그 외 기타 의료용 기기 제조업,13,2026-03-09
209,(주)리엠,070-7769-0718,050-7030-31063,"경기도 성남시 중원구 갈마치로288번길 14, A동 10층 1013 (상대원동) A동 10층 1013호",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
229,(주)메디사랑,02-844-9511,02-868-9512,"경기도 성남시 중원구 둔촌대로457번길 27, 11층 1105 (상대원동, 성남 우림 라이온스밸리 1차) 외 1필지",27199,그 외 기타 의료용 기기 제조업,7,2026-03-09
233,(주)메디트리파운더스 제2공장,02-3445-7982,,"경기도 성남시 중원구 사기막골로 99, 2층 201호(상대원동) 2층 201호 외 11필지",27199,그 외 기타 의료용 기기 제조업,13,2026-03-09
239,(주)메트리젠,031-8018-2455,,"경기도 성남시 중원구 사기막골로45번길 14, B동 B1층 B106 (상대원동, 우림라이온스밸리 2차) 외 1필지",27199,그 외 기타 의료용 기기 제조업,8,2026-03-09
251,(주)미래메딕스,031-737-4100,031-737-4102,"경기도 성남시 중원구 사기막골로 159, 2층 206 (상대원동, 금강하이테크2 아파트형공장)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
258,(주)미링커,02-6959-5605,02-6959-5606,"경기도 성남시 중원구 갈마치로 302, B동 8층 806 (상대원동, 성남 우림 라이온스밸리 5차) B동 8층 806호",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
274,(주)바이오옵틱스 ,031-747-4850,031-747-4820,"경기도 성남시 중원구 갈마치로288번길 14, A동 12층 1215 (상대원동) 외 1필지",27199,그 외 기타 의료용 기기 제조업,8,2026-03-09
330,(주)비에프바이오,02-501-6540,031-749-0011,경기도 성남시 중원구 사기막골로45번길 14 (상대원동) B동 7층 706호 외 1필지,27199,그 외 기타 의료용 기기 제조업,11,2026-03-09
430,(주)스킨사이언스,031-8017-7201,031-730-0007,경기도 성남시 중원구 갈마치로 215 (상대원동) B동 10층 1001호,27199,그 외 기타 의료용 기기 제조업,11,2026-03-09
452,(주)시밀레,031-723-0941,031-723-0941,"경기도 성남시 중원구 사기막골로 148, 2층 201 (상대원동) 외 1필지",27199,그 외 기타 의료용 기기 제조업,7,2026-03-09
453,(주)시브이바이오,031-737-2850,031-737-2885,"경기도 성남시 중원구 둔촌대로457번길 27, 8층 806 (상대원동, 성남 우림 라이온스밸리 1차)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
468,(주)신애상사,,,"경기도 성남시 중원구 갈마치로 302, B동 12층 1204 (상대원동, 성남 우림 라이온스밸리 5차) B동 12층 1204호 외 1필지",27199,그 외 기타 의료용 기기 제조업,12,2026-03-09
475,(주)싸이너스,070-8808-7478,,"경기도 성남시 중원구 갈마치로 215, A동 2층 208 (상대원동) A동 2층 208호",27199,그 외 기타 의료용 기기 제조업,13,2026-03-09
481,(주)써지바이오,031-747-1527,031-747-9527,"경기도 성남시 중원구 둔촌대로 474, 4층 407호 (상대원동, 선텍시티아파트형공장) 4층 407호",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
532,(주)아이로메드,031-697-8995,,"경기도 성남시 중원구 둔촌대로 560, 4층 410호(상대원동, 벽산테크노피아아파트형공장) 4층 410호",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
535,(주)아이센랩,031-609-7272,031-609-7277,"경기도 성남시 중원구 둔촌대로 545, 15층 1502 (상대원동, 한라시그마밸리) 외 1필지",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
554,(주)아인스메드,031-608-5241,031-608-5245,"경기도 성남시 중원구 둔촌대로 537, 6층 606 (상대원동, 쌍용IT트윈타워 A동) 외 1필지",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
610,(주)에스티에스바이오,031-714-8850,031-714-7350,"경기도 성남시 중원구 둔촌대로 537, 5층 506호(상대원동, 쌍용IT트윈타워 A동) 5층 506호",27199,그 외 기타 의료용 기기 제조업,8,2026-03-09
627,(주)에이알씨코리아,031-736-7355,031-736-8330,"경기도 성남시 중원구 순환로 165, 6층 601 (상대원동, 포스테크노)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
628,(주)에이앤디메디케어,031-732-3125,031-732-3125,"경기도 성남시 중원구 사기막골로45번길 14, A동 12층 1206 (상대원동, 우림라이온스밸리2차)",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
629,(주)에이앤에이엠디,031-739-5211,031-739-5214,"경기도 성남시 중원구 사기막골로 137, 8층 813호 (상대원동, 중앙인더스피아5차), 814호",27199,그 외 기타 의료용 기기 제조업,7,2026-03-09
688,(주)엘림텍 제2공장,031-742-7128,031-743-7128,경기도 성남시 중원구 갈마치로288번길 14 (상대원동) 4층 403호,27199,그 외 기타 의료용 기기 제조업,10,2026-03-09
696,(주)엘트라글로벌,031-620-5811,031-620-5811,"경기도 성남시 중원구 사기막골로62번길 33, 5층 F502호 (상대원동) 5층 F502호 외 5필지",27199,그 외 기타 의료용 기기 제조업,17,2026-03-09
700,(주)엠베이스,070-4212-8612,031-732-2001,"경기도 성남시 중원구 갈마치로 302, A동 16층 1603 일부 (상대원동, 성남 우림 라이온스밸리 5차)",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
707,(주)엠에스바이오 제2공장,031-776-3380,031-776-3381,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 테크동 10층 1013호 외 10필지",27199,그 외 기타 의료용 기기 제조업,49,2026-03-09
710,(주)엠케어코리아,02-413-4551,02-422-7207,"경기도 성남시 중원구 사기막골로45번길 14, B동 9층 910 (상대원동, 우림라이온스밸리 2차)",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
748,(주)오코웰,031-777-9693,,"경기도 성남시 중원구 둔촌대로 484, 4층 419 (상대원동, SICOX TOWER)",27199,그 외 기타 의료용 기기 제조업,6,2026-03-09
749,(주)오큐텍,031-721-8477,031-721-8177,"경기도 성남시 중원구 사기막골로62번길 37 (상대원동, 스타타워 아파트형공장) 13층 1308호",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
757,(주)올찬테크,,,"경기도 성남시 중원구 사기막골로 99, 2층 221호(상대원동) 2층 221호",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
789,(주)원드롭 제2공장,031-747-0109,070-4275-0109,"경기도 성남시 중원구 갈마치로 186 (상대원동, 반포테크노피아) 3층 301호 외 11필지",27199,그 외 기타 의료용 기기 제조업,26,2026-03-09
849,(주)이온메디칼,031-776-4087,031-776-4088,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 메가동 15층 1512호",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
854,(주)이지메디봇,031-697-8730,,"경기도 성남시 중원구 둔촌대로 474, 10층 1006호 (상대원동, 선텍시티1) 10층 1006호 외 1필지",27199,그 외 기타 의료용 기기 제조업,8,2026-03-09
859,(주)이카이로,031-731-8470,031-731-8471,"경기도 성남시 중원구 갈마치로244번길 31 (상대원동, 성남 현대 I밸리) 6층 611호",27199,그 외 기타 의료용 기기 제조업,7,2026-03-09
873,(주)인터반,031-723-0881,031-723-0883,"경기도 성남시 중원구 사기막골로 148, 6층 604 (상대원동) 외 1필지",27199,그 외 기타 의료용 기기 제조업,8,2026-03-09
899,(주)정성메디칼,031-777-8722,,"경기도 성남시 중원구 둔촌대로 388 (상대원동, 크란츠 테크노)",27199,그 외 기타 의료용 기기 제조업,50,2026-03-09
937,(주)조양메디칼인더스트리,031-737-9161,031-737-9168,"경기도 성남시 중원구 둔촌대로 519, 5층 501 (상대원동, 중일 아인스프라츠 3차), 502, 503, 504, 505, 506 외 5필지",27199,그 외 기타 의료용 기기 제조업,38,2026-03-09
938,(주)조양메디칼인더스트리 제2공장,031-747-9900,031-747-9901,"경기도 성남시 중원구 갈마치로 314, 11층 1108 (상대원동) 외 1필지",27199,그 외 기타 의료용 기기 제조업,27,2026-03-09
939,(주)조양메딕스 제2공장,031-737-4737,031-736-2998,"경기도 성남시 중원구 사기막골로62번길 37, 15층 1501 (상대원동, 스타타워 아파트형공장) 15층 1501호",27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
959,(주)지씨에스 제2공장,031-698-2762,031-698-2763,"경기도 성남시 중원구 사기막골로62번길 33, 3층 F301호 (상대원동) 3층 F301호 외 29필지",27199,그 외 기타 의료용 기기 제조업,38,2026-03-09
964,(주)지엠디,031-777-3305,02-6404-4575,"경기도 성남시 중원구 둔촌대로 555, 6층 602 (상대원동, 선일테크노피아)",27199,그 외 기타 의료용 기기 제조업,6,2026-03-09
971,(주)지투,031-698-2032,070-4369-4878,"경기도 성남시 중원구 사기막골로45번길 14, A동 13층 1306 (상대원동, 우림라이온스밸리2차)",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
1004,(주)케어테크,031-767-3072,031-767-3078,경기도 성남시 중원구 사기막골로 124 (상대원동) 테크동 B1층 B102호 외 2필지,27199,그 외 기타 의료용 기기 제조업,14,2026-03-09
1027,(주)코리엠메디칼,031-606-6670,031-606-6671,"경기도 성남시 중원구 사기막골로45번길 14, B동 5층 506 (상대원동, 우림라이온스밸리2차)",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
1043,(주)큐브케어,070-5222-6528,0504-400-4845,"경기도 성남시 중원구 사기막골로 99, 10층 A1012호(상대원동) 10층 A1012호 외 1필지",27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
1046,(주)큐앤와이,031-789-6716,,"경기도 성남시 중원구 사기막골로 99, 12층 B1206호  (상대원동) 12층 B1206호",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1101,(주)티에스씨,031-737-6991,031-737-6992,"경기도 성남시 중원구 둔촌대로 464, 5층 508 (상대원동, 드림테크노)",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
1152,(주)폰바이칼,,031-622-9300,"경기도 성남시 중원구 사기막골로62번길 37, 11층 1107 (상대원동, 스타타워 아파트형공장)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1193,(주)필메디,031-698-4158,050-4185-1121,"경기도 성남시 중원구 사기막골로62번길 33, 4층 F417호 (상대원동) 4층 F417호 외 1필지",27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
1249,(주)헬스맥스,02-581-8151,02-581-8153,"경기도 성남시 중원구 갈마치로288번길 14, 9층 962호 (상대원동, 성남 SK V1 tower) 9층 962호",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1270,(주)휴메디랩,031-777-9080,031-777-9083,"경기도 성남시 중원구 둔촌대로 484, 7층 704 (상대원동, SICOX TOWER) 7층 704호 외 1필지",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1272,(주)휴온스메디텍,070-7410-8917,070-7469-5122,"경기도 성남시 중원구 갈마치로288번길 14, 6층 601호(상대원동, 성남 SK V1 tower) 6층 601호 외 15필지",27199,그 외 기타 의료용 기기 제조업,29,2026-03-09
1273,(주)휴온스메디텍 성남1지점,070-7410-8917,070-7469-5122,"경기도 성남시 중원구 갈마치로 314, 2층 201호(상대원동) 2층 201호 외 18필지",27199,그 외 기타 의료용 기기 제조업,39,2026-03-09
1303,RIGA SYSTEM,,,"경기도 성남시 중원구 둔촌대로 545, 4층 404 (상대원동, 한라시그마밸리)",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
1340,광선전자,031-733-3287,031-737-9010,"경기도 성남시 중원구 갈마치로244번길 31, 5층 506 (상대원동, 성남 현대 I밸리) 외 2필지",27199,그 외 기타 의료용 기기 제조업,13,2026-03-09
1454,더블유에이치아이,,,"경기도 성남시 중원구 갈마치로 302, A동 16층 1603 (상대원동)",27199,그 외 기타 의료용 기기 제조업,3,2026-03-09
1568,메티스,031-776-0783,031-776-2530,"경기도 성남시 중원구 사기막골로 124, 비즈동 B1층 B114호 (상대원동)",27199,그 외 기타 의료용 기기 제조업,1,2026-03-09
1570,멘토솔루션,031-456-8069,031-696-5458,"경기도 성남시 중원구 갈마치로 314, 5층 501 (상대원동) 5층 501호",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
1600,미진코리아,031-707-6921,031-707-6924,"경기도 성남시 중원구 갈마치로 215, A동 7층 706호 (상대원동, 금강펜테리움IT타워)",27199,그 외 기타 의료용 기기 제조업,6,2026-03-09
1763,스타메딕,031-701-3863,031-709-4567,"경기도 성남시 중원구 갈마치로 215, B2층 B215 (상대원동) 외 3필지",27199,그 외 기타 의료용 기기 제조업,21,2026-03-09
1844,아성메디칼,031-777-8810,,"경기도 성남시 중원구 둔촌대로 388 (상대원동, 크란츠 테크노)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1866,아피메즈(주),031-732-0800,031-732-0207,"경기도 성남시 중원구 둔촌대로 537, 8층 805호 (상대원동, 쌍용IT트윈타워 A동)",27199,그 외 기타 의료용 기기 제조업,11,2026-03-09
1947,엔스코어,031-731-9723,,"경기도 성남시 중원구 사기막골로 148, B2층 B207 (상대원동)",27199,그 외 기타 의료용 기기 제조업,4,2026-03-09
1980,영일엠(주),031-744-3300,031-737-8003,"경기도 성남시 중원구 둔촌대로 400, 7층 701 (상대원동, STARWOOD아파트형공장) 7층 701호 7층 701호 외 14필지",27199,그 외 기타 의료용 기기 제조업,46,2026-03-09
1981,영일엠(주)제2공장,1544-8501,031-737-0801,경기도 성남시 중원구 둔촌대로541번길 20 (상대원동),27199,그 외 기타 의료용 기기 제조업,14,2026-03-09
2004,옥시컴,031-604-4682,031-704-4682,"경기도 성남시 중원구 사기막골로62번길 33, 1층 118호(상대원동) 1층 118호 외 1필지",27199,그 외 기타 의료용 기기 제조업,6,2026-03-09
2091,이오플로우(주),031-724-0246,031-724-0248,"경기도 성남시 중원구 둔촌대로497번길 33, 4층(상대원동)",27199,그 외 기타 의료용 기기 제조업,11,2026-03-09
2128,제로니텍(주),031-8039-6690,031-8039-6601,"경기도 성남시 중원구 둔촌대로 484, 9층 917호(상대원동) 9층 917호",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
2149,조양메딕스제3공장,031-737-4737,031-737-4611,"경기도 성남시 중원구 사기막골로 124, 메가동 7층 714 (상대원동, SKⓝ테크노파크)",27199,그 외 기타 의료용 기기 제조업,5,2026-03-09
2238,케이지메디텍(주),070-4352-1111,070-7325-1300,경기도 성남시 중원구 사기막골로 124 (상대원동) 메가동 4층 409호,27199,그 외 기타 의료용 기기 제조업,9,2026-03-09
2247,코리아닥터 제2공장,031-750-0055,031-750-0056,"경기도 성남시 중원구 갈마치로 314, 7층 716 (상대원동) 7층 716호",27199,그 외 기타 의료용 기기 제조업,2,2026-03-09
