연번,회사명,공장대표주소,전화번호,생산품,데이터기준일자
2143,주식회사 에스피,경기도 광주시 초월읍 동막골길 194-10,031-798-2420,어린이놀이시설물,2026-01-30
2144,주식회사 에이에이엠컴퍼니,"경기도 광주시 매자리길 204-4, 주식회사 에이에이엠컴퍼니(매산동)",02-2054-8222,시멘트 테라조 타일,2026-01-30
2145,주식회사 에이치엔엠컴퍼니 (H&M Company),경기도 광주시 도척면 도척로803번길 68-11,02-572-2553,컨테이너하우스+건물컨테이너,2026-01-30
2146,주식회사 에코스타,경기도 광주시 봉골길33번길 28-5,031-268-8998,여과기계,2026-01-30
2147,주식회사 에프씨인터내셔널,경기도 광주시 곤지암읍 오향길15번길 149-6,031-735-7727,소방용 밸브 및 혼합기,2026-01-30
2148,주식회사 에프엔서플라이,"경기도 광주시 곤지암읍 신대길34번길 10-1, B동 에프엔서플라이 외 1필지",02-6953-8087,전투배낭+전투조끼+방수가방+전투복+천막+파우치 및 가방류+권총집+지갑 등+침구,2026-01-30
2149,주식회사 엑시드,경기도 광주시 고불로229번길 33-18(태전동),02-462-4335,금속 스프링제조,2026-01-30
2150,주식회사 엠제이,경기도 광주시 곤지암읍 신만로 426-4,031-761-2603,인테리어가구,2026-01-30
2151,주식회사 엠제이엠,경기도 광주시 목동길 118(목동),070-8806-8140,조명 기구,2026-01-30
2152,주식회사 엠티씨,경기도 광주시 광남안로431번길 37-15 (직동) (총 2 필지),02-2029-7041,알미늄창호,2026-01-30
2153,주식회사 영광,경기도 광주시 곤지암읍 백고개길 118 외 2필지,02-484-2521,장의용품+수의,2026-01-30
2154,주식회사 예성디앤에프,경기도 광주시 곤지암읍 내선길 82-15,031-797-2201,인테리어 가구,2026-01-30
2155,주식회사 오리박,경기도 광주시 초월읍 산수로 45-10,031-761-2782,식품포장용기,2026-01-30
2156,주식회사 오션,경기도 광주시 곤지암읍 외선길 24,031-798-6500,미생물 비료,2026-01-30
2157,주식회사 와이씨전기,"경기도 광주시 도척면 도척로 443-44, 1동",070-7791-7001,수배전반 외,2026-01-30
2158,주식회사 우창전기,경기도 광주시 초월읍 무갑길140번길 14-16,031-769-6361,경보장치,2026-01-30
2159,주식회사 울산병영용사촌변압기복지공장,경기도 광주시 초월읍 선장동길 32 (총 2 필지) 외 1필지,031-798-2250,변압기+배전반,2026-01-30
2160,주식회사 유니크내진시스템,"경기도 광주시 곤지암읍 구수동길11번길 29, 1동",02-403-1751,건축물 내진보강용 댐퍼,2026-01-30
2161,주식회사 이드,"경기도 광주시 초월읍 용수길 14-76, 5호동",031-765-9136,목재덱,2026-01-30
2162,주식회사 이디,경기도 광주시 삼지곡길22번길 13 (삼동),031-730-7348,계측기+자동화 장비,2026-01-30
2163,주식회사 이브이링크,경기도 광주시 오포로 496-44 (문형동) 외 1필지,031-697-8468,전기차 배터리 진단기,2026-01-30
2164,주식회사 이지폴딩,경기도 광주시 곤지암읍 열미길 134 외 2필지,031-763-6034,폴딩도어(창호),2026-01-30
2165,주식회사 일해,경기도 광주시 도척면 방도길 92,031-763-5953,건어물,2026-01-30
2166,주식회사 정일에어텍,경기도 광주시 도척면 마도로 151-18,031-765-9663,스파이럴덕트+후렉시블호스,2026-01-30
2167,주식회사 제이에이치이엔씨,경기도 광주시 도척면 도척윗로 358,031-769-3214,무대기계장치+무대조명장치+영상음향기기+방송수신기,2026-01-30
2168,주식회사 제이에이치침대,경기도 광주시 곤지암읍 광여로849번길 49-10,031-769-3403,매트리스,2026-01-30
2169,주식회사 제이에이치패키지,경기도 광주시 초월읍 선장동길16번길 19-7,031-767-7928,비닐쇼핑백 ,2026-01-30
2170,주식회사 제이원텍,경기도 광주시 초월읍 용수길 94,031-763-5232,비닐류 인쇄품,2026-01-30
2171,주식회사 제이환경디자인,"경기도 광주시 초월읍 산수로 414, 2동",02-2202-2316,퍼걸러+휴게벤치,2026-01-30
2172,주식회사 주목씨지알,경기도 광주시 초월읍 선장동길 7,1644-3663,인조잔디,2026-01-30
2173,주식회사 주토케어매트,경기도 광주시 오포안로 157,031-764-4889,매트리스,2026-01-30
2174,주식회사 중동,경기도 광주시 매자리길 89-5,031-798-0073,캔 뚜껑,2026-01-30
2175,주식회사 중앙단열,경기도 광주시 곤지암읍 새재길 365,,매직테이프,2026-01-30
2176,주식회사 중앙케미칼후로아,"경기도 광주시 곤지암읍 가마을길 140-2, 2동",02-701-4296,도막형 바닥재,2026-01-30
2177,주식회사 지드컴네트웍스,경기도 광주시 옥토골길 94 (태전동),02-400-3362,실내+실외 광고물,2026-01-30
2178,주식회사 지디엠인덕션,경기도 광주시 광남안로 210 (목동),031-747-7750,주방용 전기기기+수동식 식품 가공기기+금속주방용품,2026-01-30
2179,주식회사 진성이엔지,경기도 광주시 곤지암읍 독고개길 80-4 외 1필지,,,2026-01-30
2180,주식회사 창인컴퍼니,"경기도 광주시 도척면 저수지길 90-32, 1층",031-761-6200,간판,2026-01-30
2181,주식회사 청아유통,경기도 광주시 옥토골길 65-8(태전동),,자반고등어+전복+갈치 등 어류  진공포장,2026-01-30
2182,주식회사 청인하이텍,"경기도 광주시 목동길34번길 25-1, 1동 (목동)",,덕트(구조용 금속 판제품),2026-01-30
2183,주식회사 카노머스,경기도 광주시 초월읍 경충대로1284번길 68 가동 외 1필지,070-4866-5066,기계설비+용접기+공구+백필터,2026-01-30
2184,주식회사 코리아워터트롤,경기도 광주시 곤지암읍 가마을길 213-9,02-943-9623,수처리장치,2026-01-30
2185,주식회사 코리아하이팜,경기도 광주시 곤지암읍 경충대로498번길 19,031-763-9803,이음발파이프,2026-01-30
2186,주식회사 콘포스,경기도 광주시 곤지암읍 오향길 49-12,031-768-8863,건축물보강패널,2026-01-30
2187,주식회사 크린파워랩,"경기도 광주시 목동길36번길 54, 가동(목동)",031-751-6009,스팀세차기+스팀방역기,2026-01-30
2188,주식회사 태림에너지,"경기도 광주시 곤지암읍 경충대로 330, 2층",031-797-9983,펠릿 난방기,2026-01-30
2189,주식회사 태일화성,경기도 광주시 도척면 도척로 376-108,031-763-5356,스폰지가공+차량용 등속고무,2026-01-30
2190,주식회사 티에스에프시스템,경기도 광주시 양촌길 3-20(고산동),031-769-7815,전기 자동제어 시스템,2026-01-30
2191,주식회사 팍스켐트리(Park's Chemtree),"경기도 광주시 봉골길33번길 27-11, 주식회사 팍스켐트리",031-761-6646,식품첨가물+생활화학제품,2026-01-30
2192,주식회사 포스메탈,경기도 광주시 곤지암읍 새재길190번길 7,031-764-2767,전기로,2026-01-30
2193,주식회사 폼프로,경기도 광주시 곤지암읍 광여로 770-3 폼프로,031-797-9087,층간소음매트/부력제,2026-01-30
2194,주식회사 푸드하우스,경기도 광주시 봉골길81번길 27(문형동),,우부산물,2026-01-30
2195,주식회사 프로펠,경기도 광주시 고불로211번길 17-9(태전동),031-767-5241,무인항공기(DV-2000),2026-01-30
2196,주식회사 프롬유코리아,"경기도 광주시 회안대로 98-11, 2호동 일부 (매산동)",031-765-0904,유아용 플라스틱 용품,2026-01-30
2197,주식회사 하이레이저,경기도 광주시 초월읍 현산로385번길 1 1층,031-769-0015,용접 임가공,2026-01-30
2198,주식회사 한국후렉시블,"경기도 광주시 도척면 도척로 446, F동",031-767-2200,환기용호스(덕트용후렉시블),2026-01-30
2199,주식회사 한올담,"경기도 광주시 오포로 741, 2층(추자동)",031-764-3942,곤약미,2026-01-30
2200,주식회사 한유산업,경기도 광주시 봉골길81번길 47,031-796-0175,배수트랩,2026-01-30
2201,주식회사 해성이엔지,경기도 광주시 도척면 독고개길 383,031-798-3391,공조덕트,2026-01-30
2202,주식회사 헤펙,경기도 광주시 도척면 다람로40번길 21 외 1필지,02-488-1515,LED조명기기,2026-01-30
2203,주식회사 헬스마일,"경기도 광주시 오포안로 55-4, 나동(문형동)",070-4616-2626,반신욕기+족욕기+사우나기,2026-01-30
2204,주식회사 휴그린텍,경기도 광주시 초월읍 무갑길 88-25,02-459-1245,고정틀+내화채움재,2026-01-30
2205,주식회사 휴앤라이트,경기도 광주시 초월읍 용수길 18-44 외 2필지,032-351-8755,LED경관조명기구+조명제어장치 등,2026-01-30
2206,주식회사광진기업,경기도 광주시 곤지암읍 광여로313번길 53,031-8028-2309,기타곡물가공품,2026-01-30
2207,주식회사컨베이온,"경기도 광주시 초월읍 무들로8번길 50-14, 나동",031-765-2576,수도T/F+PE융착,2026-01-30
2208,주신산업,경기도 광주시 초월읍 도평길 93-5 외 2필지,031-3767-0199,MDF자재,2026-01-30
2209,주오디엠티(주),경기도 광주시 오포안로 62-11 외 1필지,031-759-2122,금속창호,2026-01-30
2210,주현냉동,경기도 광주시 초월읍 대쌍령길 13 (총 3 필지) 외 2필지,031-766-7711,얼음,2026-01-30
2211,주호종합식품,경기도 광주시 모개미길 32 (목현동) 외 1필지,031-765-0179,고추가루조미식품,2026-01-30
2212,준 Fnc,"경기도 광주시 삼지곡길22번길 17, 1층 일부(삼동)",031-737-8123,양말,2026-01-30
2213,준FnC,"경기도 광주시 고불로211번길 17-7, 1층(태전동)",031-737-8123,양말,2026-01-30
2214,준서산업,경기도 광주시 초월읍 지월로100번길 139,031-792-3376,호스+릴,2026-01-30
2215,중앙공업주식회사,경기도 광주시 곤지암읍 독고개길86번길 1 외 1필지,031-762-8031,소방기구,2026-01-30
2216,중앙블라인드,경기도 광주시 이배재로 360 (목현동),031-767-0290,블라인드+커텐,2026-01-30
2217,중앙산업사,경기도 광주시 초월읍 동막골길 150-12,031-763-0383,포대,2026-01-30
2218,중앙포장산업,경기도 광주시 초월읍 용수길 18-41,031-764-5191,포장비닐,2026-01-30
2219,중운수지,경기도 광주시 초월읍 산수로 492 (총 5 필지),031-763-6736,카펫+마루덮개,2026-01-30
2220,지노테크,경기도 광주시 초월읍 지월로16번길 69,031-795-9270,휴대용 교통안전 신호기,2026-01-30
2221,지브이엠,경기도 광주시 초월읍 동막골길 178-41,031-798-7144,마네킹,2026-01-30
2222,지에스앤티(주),경기도 광주시 오포로 600,031-768-6501,cctv,2026-01-30
2223,지에프칼라,경기도 광주시 초월읍 두월길 138 (총 3 필지) 외 2필지,031-798-5050,인쇄,2026-01-30
2224,지엠아이 주식회사,"경기도 광주시 곤지암읍 내선길 232, 2호동",031-764-8177,물비누,2026-01-30
2225,지엠에스티(주),경기도 광주시 포은대로 642-26 (장지동) 1층,070-5003-3990,주방용기기,2026-01-30
2226,지투파워(주),경기도 광주시 도척면 사기소길14번길 16,031-427-1261,태양광발전장치+태양광인버터+배전반 등,2026-01-30
2227,지트,경기도 광주시 보뚱치길 43 (총 4 필지) 외 3필지,031-767-1186,커플링,2026-01-30
2228,진광산업(주),경기도 광주시 매자리길 11-13,031-767-8441,접착제,2026-01-30
2229,진광직물,경기도 광주시 초월읍 하오개길 24-23,031-761-8589,금속가연사제조,2026-01-30
2230,진명산업,경기도 광주시 도척면 마도로 174-95,031-798-8421,도장관련,2026-01-30
2231,진성박스,경기도 광주시 초월읍 무들로238번길 26,031-767-5126,골판지상자,2026-01-30
2232,진성산업,경기도 광주시 도척면 궁뜰길14번길 22,031-761-7291,미용 접착제(인조 속눈썹 부착용),2026-01-30
2233,진성섬유,경기도 광주시 초월읍 동막골길 279,031-763-2067,인조섬유직물,2026-01-30
2234,진성실업,경기도 광주시 초월읍 동막골길40번길 25 (총 3 필지) 외 2필지,031-764-4064,pe필름,2026-01-30
2235,진성티씨,경기도 광주시 곤지암읍 열미길 99-95,,주방기구 시스템+쇠톱틀,2026-01-30
2236,진성화학,경기도 광주시 초월읍 산수로70번길 30,02-465-8440,전화기 케이스,2026-01-30
2237,진성화학,경기도 광주시 초월읍 독고개길 30 외 1필지,031-768-9241,그라비아인쇄,2026-01-30
2238,진양화이트보드,경기도 광주시 곤지암읍 독고개길 127-43,031-1688-7820,화이트보드,2026-01-30
2239,진영기업,경기도 광주시 문형리 621-1 번지 외 1필지,031-766-9473,콘테이너 방화문,2026-01-30
2240,진영하이팩,경기도 광주시 왕림로 129,031-323-1875,종이상자,2026-01-30
2241,진우드,경기도 광주시 도척면 다람로36번길 31-25 외 3필지,031-765-8583,목재 소품가구,2026-01-30
2242,진원,경기도 광주시 곤지암읍 오향길15번길 41,031-764-0966,소화용기  도장,2026-01-30
2243,진주쉘,경기도 광주시 목동길46번길 37 (목동),031-762-9050,자개+보석함,2026-01-30
2244,진흥산업,경기도 광주시 도척면 마도로 112-38,031-797-5036,비닐봉투,2026-01-30
2245,진흥식품,경기도 광주시 초월읍 경충대로 1225-63,031-763-7993,조미김,2026-01-30
2246,차세대프라스틱(주),경기도 광주시 곤지암읍 만삼로 178-33,031-763-0510,프라스틱가공,2026-01-30
2247,찬영하이테크,경기도 광주시 염소골길35번길 33 (목동),031-767-4469,물통+전자부품,2026-01-30
2248,참존식품(주),경기도 광주시 초월읍 두월길 140,031-797-8515,생면류,2026-01-30
2249,창대기업,경기도 광주시 초월읍 무갑길23번길 51-20,031-477-5335,대공표적기+자동화표적기등,2026-01-30
2250,창성기업,경기도 광주시 태봉로42번길 25 (태전동),031-768-7313,구조용박스부품+배낭프레임+금구류등,2026-01-30
2251,창성산업,경기도 광주시 곤지암읍 신만로58번길 58 (곤지암읍) 외 1필지,031-764-6601,침낭+매트리스+천막+가방+피복류,2026-01-30
2252,창익하이테크(주),경기도 광주시 용샘길 35-11 (목현동),031-763-9797,인쇄기계,2026-01-30
2253,창조아이디,경기도 광주시 염소골길 33 (목동),031-798-6883,목재가구,2026-01-30
2254,창훈미디어,경기도 광주시 도척면 마도로 80,031-797-1260,스피커+무선마이크,2026-01-30
2255,채움테크,경기도 광주시 도척면 시어골길 71-25,031-767-1280,조명기구+cctv+바닥신호등,2026-01-30
2256,천기산업(주),경기도 광주시 초월읍 산수로554번길 37-51 (총 2 필지) 외 1필지,031-762-5984,변압기케이스,2026-01-30
2257,천두기업,경기도 광주시 곤지암읍 신만로 57-7,02-2277-9248,항공기 초과 저지 벨트,2026-01-30
2258,천지산업개발(주),경기도 광주시 초월읍 산수로 311-34 외 2필지,031-798-7935,시멘트,2026-01-30
2259,천혜에코포스 주식회사,"경기도 광주시 진토길 60, 가동(목동)",031-769-1109,각종 일반용 전기 조명장치+LED조명 디밍(밝기조절)서브 컨트롤러+LED 다운라이트 및 SMPS,2026-01-30
2260,청솔가구,"경기도 광주시 초월읍 산수로508번길 24-2, 5",031-764-0156,인테리어가구폼,2026-01-30
2261,청수산업,경기도 광주시 초월읍 신월길 8-2,031-761-8424,토목공사용 가설재,2026-01-30
