회사명,설립구분명,용지면적,건축면적,종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,대기오염등급,수질오염등급,소음진동여부,생활용수사용량(톤_일),산업용수사용량(톤_일),자기자본액(백만),타인자본액(백만),전화번호,팩스번호,소재지우편번호,소재지도로명주소,소재지지번주소,(WGS84)위도,(WGS84)경도
(주)하이쏠라에너지,일반,150.73,150.73,10,소기업,2018-02-09,도시지역/상업지역/중심상업지역,대,그 외 기타 전기장비 제조업,"28909, ","전기목책기, 조류퇴치기",해당없음,해당없음,무,0,0,0,0,031-902-6057,031-902-6054,10401,"경기도 고양시 일산동구 호수로 646-30, 804호 (장항동, 신풍플로스타)",경기도 고양시 일산동구 장항동 756-1번지 신풍플로스타 804호,37.65990734,126.7681446
(주)한우물,일반,696.68,696.68,15,소기업,2023-05-18,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 전기장비 제조업,"28909, ",정수기,해당없음,해당없음,무,0.32,0,30,0,031-995-9110,031-8010-1093,10442,"경기도 고양시 일산동구 일산로 138, 공장동 701-1, 701-2 ,701-7,701-8호(백석동, 일산테크노타운)","경기도 고양시 일산동구 백석동 1141-1 일산테크노타운 공장동 701-1, 701-2 ,701-7,701-8호",37.65011136,126.7950164
에너사인코퍼레이션 주식회사,일반,0,17.8,3,소기업,2023-12-13,도시지역/상업지역/중심상업지역/지구단위계획구역,대,그 외 기타 전기장비 제조업,"28909, ",재생에너지 제어 모듈,해당없음,해당없음,무,0,0,1,0,031-8073-8001,,10364,"경기도 고양시 일산동구 고봉로 32-19, 704호 일부(장항동, 남정씨티프라자7차)",경기도 고양시 일산동구 장항동 731-2 남정씨티프라자7차 704호 일부,37.664288,126.7667297
주식회사 메가폴리스,일반,144.5,144.5,4,소기업,2023-06-21,도시지역/상업지역/근린상업지역,대,그 외 기타 전기장비 제조업,"28909, ",배연창 개폐장치,해당없음,해당없음,무,0.1,0,40,0,031-963-6867,031-962-6867,10259,경기도 고양시 일산동구 성현로 534 (사리현동),경기도 고양시 일산동구 사리현동 478-23,37.69526645,126.8399719
주식회사 조이파운틴,일반,119.84,119.84,5,소기업,2024-09-11,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 전기장비 제조업,"28909, ",살균장치(AOP살균시스템),해당없음,해당없음,무,0,0,200,0,070-7619-1174,0505-326-1174,10545,"경기도 고양시 덕양구 향동로 218,  (향동동) B동 B1층 120호, C동 325호","경기도 고양시 덕양구 향동동 396 B동 B1층 120호, C동 325호",37.60821834,126.8941501
한국기술연합,창업,21099.5,36.54,1,소기업,2025-03-18,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 전기장비 제조업,"28909, ",공기살균기,해당없음,해당없음,무,0,0,70,70,031-949-4394,031-947-4394,10545,"경기도 고양시 덕양구 향동로 218,  (향동동) B동 9층 B-962호",경기도 고양시 덕양구 향동동 396 B동 9층 B-962호,37.60821834,126.8941501
하이텍아이앤씨,일반,1340,195,2,소기업,2016-05-20,관리지역/계획관리지역,공장용지,그 외 기타 일반목적용 기계 제조업 외 5 종,"29199, 26294, 26299, 29131, 29132, 29177","메카니칼씰, 펌프",해당없음,해당없음,무,3,3,0,0,031-812-2996,031-624-2996,10265,"경기도 고양시 덕양구 고골길116번길 39-82, 나동 (관산동)",경기도 고양시 덕양구 관산동 604-7번지 나동,37.7124031,126.8684107
(주)로보웰,일반,0,487.32,29,소기업,2005-03-18,도시지역/주거지역/준주거지역,대,그 외 기타 일반목적용 기계 제조업 외 2 종,"29199, 28909, 29177",용접기기 및 부품,해당없음,해당없음,무,0,0,0,0,031-909-8700,031-909-8707,10442,"경기도 고양시 일산동구 일산로 138,  일산테크노타운 103,103-1호(관리:109~112호) (백석동)",경기도 고양시 일산동구 백석동  1141-1번지,37.65078501,126.7946246
(주)준시스템,일반,0,303.8,4,소기업,2017-11-06,도시지역/주거지역/준주거지역,대,그 외 기타 일반목적용 기계 제조업 외 1 종,"29199, 27309","사진인화자판기, 포토부스 등",해당없음,해당없음,무,0,0,350,0,02-786-4000,02-786-1103,10442,"경기도 고양시 일산동구 일산로 138, 공장동 4층 402-1 (백석동, 일산테크노타운)",경기도 고양시 일산동구 백석동 1141-1번지 일산테크노타운 공장동 4층 402-1,37.65011136,126.7950164
세우전자,일반,662,131.15,3,소기업,2015-12-11,관리지역/계획관리지역,대,그 외 기타 일반목적용 기계 제조업 외 1 종,"29199, 29177",초고주파 융착기기,해당없음,해당없음,무,0,0,0,0,031-967-1544,031-967-1543,10253,"경기도 고양시 일산동구 장진천길 88-3, 1층 (설문동)",경기도 고양시 일산동구 설문동 226-2번지 1층,37.71537833,126.8106458
새롬,일반,0,264.46,2,소기업,2018-04-06,도시지역/주거지역/준주거지역,대,그 외 기타 일반목적용 기계 제조업,"29199, ",산업용 저울,해당없음,해당없음,무,0,0,21,0,031-932-3563,,10442,경기도 고양시 일산동구 일산로 142 (백석동) 10층 1026호,경기도 고양시 일산동구 백석동 1141-2 10층 1026호,37.64990508,126.7936807
(주)트리노바,일반,0,183.12,10,소기업,2003-07-08,도시지역/주거지역/준주거지역,대,그 외 기타 의복액세서리 제조업,"14499, ",골프장갑,해당없음,해당없음,무,0,0,0,0,031-903-7712,031-903-7712,10442,"경기도 고양시 일산동구 일산로 138, 일산테크노타운 1003-5호(관리호수:1022호) (백석동)",경기도 고양시일산동구 백석동 1141-1번지 일산테크노타운 1003-5호(관리호수:1022호),37.65078501,126.7946246
신호기업,일반,1647,650,21,소기업,2014-04-25,관리지역/계획관리지역,공장용지,그 외 기타 의복액세서리 제조업,"14499, ",애견용품 및 봉제,해당없음,해당없음,무,0,0,100,,031-964-5715,031-964-5716,10279,경기도 고양시 덕양구 동헌로235번길 31 (대자동),경기도 고양시 덕양구 대자동 796-1번지,37.71209446,126.8798836
주식회사 메디시온,일반,499.11,499.11,4,소기업,2022-04-07,도시지역/상업지역/근린상업지역,대,그 외 기타 의료용 기기 제조업 외 8 종,"27199, 13224, 13229, 14192, 15129, 28429, 28901, 33301, 33932","기타호흡용기기, 체력단련용 기계 및 기구, 실물 설명 모형, 안전등, 기계용커버(컨버스 제품), 경보장치 (싸이렌), 가방, 근무복, 구명조끼",해당없음,해당없음,무,0.13,0,0,0,031-8076-1190,031-8076-1090,10575,경기도 고양시 덕양구 삼막1길 3(오금동),경기도 고양시 덕양구 오금동 691-1,37.66388893,126.9201044
(주) 사이노슈어루트로닉테크놀로지,일반,3848,3847.99,121,중기업,2024-11-07,도시지역/주거지역/준주거지역,대,그 외 기타 의료용 기기 제조업 외 1 종,"27199, 27112",의료기기,해당없음,해당없음,무,0,0,0,0,070-4714-6021,,412040,"경기도 고양시 덕양구 삼원로 55 1,2,3,5,6층 101,201,302,501,601호","경기도 고양시 덕양구 원흥동 703번지 1,2,3,5,6층 101,201,302,501,601호",37.64066012,126.8756606
(주)루트로닉,일반,5556.3,4395.32,307,중견기업,2013-12-05,도시지역/주거지역/제2종일반주거지역/지구단위계획구역,공장용지,그 외 기타 의료용 기기 제조업 외 1 종,"27199, 27112","의료기기, 광선(적외선,자외선 등) 치료기 ",해당없음,해당없음,무,10,0,4000,16000,070-4714-6021,031-907-3440,10534,"경기도 고양시 덕양구 소원로 219, B201, B101, 101, 201호동 301, 401, 501, 601A, 701호(행신동) B201, B101, 101, 201호동 301, 401, 501, 601A, 701호","경기도 고양시 덕양구 행신동 1098 B201, B101, 101, 201호동 301, 401, 501, 601A, 701호 B201, B101, 101, 201호동 301, 401, 501, 601A, 701호",37.613306,126.847586
(주)스마트메디칼디바이스,일반,0,259.55,9,소기업,2015-11-12,도시지역/상업지역/중심상업지역/지구단위계획구역,대,그 외 기타 의료용 기기 제조업 외 1 종,"27199, 26429","스마트의료기기, 기타무선통신장비",해당없음,해당없음,무,0,0,500,430,070-8692-1173,050-4983-1173,10364,"경기도 고양시 일산동구 고봉로 32-19, 802-3호, 803호(장항동, 남정씨티프라자7차)","경기도 고양시 일산동구 장항동 731-2 남정씨티프라자7차 802-3호, 803호",37.664288,126.7667297
남양전자기공,일반,0,436.88,6,소기업,2007-06-08,관리지역/계획관리지역,대,그 외 기타 의료용 기기 제조업 외 1 종,"27199, 28519","의료기,이미용기구",해당없음,해당없음,무,0,0,0,0,031-968-8436,031-968-8438,10316,경기도 고양시 일산동구 사리현로 24-14 (식사동),경기도 고양시 일산동구 식사동 220-10번지,37.68736079,126.8223036
주식회사 샐릭스,일반,375.9,375.9,10,소기업,2021-10-14,도시지역/주거지역/제2종일반주거지역/지구단위계획구역,대,그 외 기타 의료용 기기 제조업 외 1 종,"27199, 17222","자급식 호흡기기, 보관함",해당없음,해당없음,무,0,0,0,0,02-3159-7373,031-972-7374,10534,"경기도 고양시 덕양구 소원로 227, 101호, 504호, 505호, 506호 (행신동) 101호","경기도 고양시 덕양구 행신동 1099 101호, 504호, 505호, 506호 101호",37.61328509,126.8486965
(주)베스테크,일반,271.89,271.89,9,소기업,2013-06-10,도시지역/주거지역/준주거지역,대,그 외 기타 의료용 기기 제조업,"27199, ",PIOGEN-I(지방분리용기구),해당없음,해당없음,무,2,0,200,0,031-812-9991,031-812-9992,10442,"경기도 고양시 일산동구 일산로 142 (백석동, 유니테크빌) 4층 02호",경기도 고양시 일산동구 백석동 1141-2 4층 02호,37.64990508,126.7936807
(주)비씨엠,일반,1706,461,9,소기업,2014-07-28,관리지역/계획관리지역,공장용지,그 외 기타 의료용 기기 제조업,"27199, ",스텐트,해당없음,해당없음,무,0.2,0,0,0,031-926-2727,031-926-2728,10208,경기도 고양시 일산서구 덕산로 178 (가좌동),경기도 고양시 일산서구 가좌동 493-41,37.69469865,126.7231123
(주)에스엘메디케어,일반,803,318.8,5,소기업,2020-09-10,관리지역/계획관리지역,대,그 외 기타 의료용 기기 제조업,"27199, ",의료용 산소발생기,해당없음,해당없음,무,0.01,0,700,0,02-3285-2054,02-3285-2056,10256,경기도 고양시 일산동구 지영동 지영로196번길 178,경기도 고양시 일산동구 지영동 32,37.71252505,126.8348609
(주)유진의료전자,일반,0,377.815,16,소기업,2019-09-10,도시지역/주거지역/제2종일반주거지역,대,그 외 기타 의료용 기기 제조업,"27199, ","아날로그 혈압계, 수동",해당없음,해당없음,무,0.03,0,0,0,02-332-9400,02-334-9400,10298,경기도 고양시 덕양구 원당로 109 (주교동) 3층,경기도 고양시 덕양구 주교동 569-3 3층,37.66162453,126.8375602
(주)이화메디텍,일반,496,198.9,25,소기업,2014-03-03,도시지역/녹지지역/자연녹지지역,공장용지,그 외 기타 의료용 기기 제조업,"27199, ",의약품 주입기,해당없음,해당없음,무,0.1,0,2800,4000,031-969-3820,031-969-3819,10454,경기도 고양시 덕양구 대주로410번길 49 (주교동),경기도 고양시 덕양구 주교동 1229번지,37.64969757,126.8228501
(주)이화바이오메딕스,일반,0,194.58,4,소기업,2007-02-20,도시지역/녹지지역/자연녹지지역,대,그 외 기타 의료용 기기 제조업,"27199, ",의료기기부품,해당없음,해당없음,무,0,0,0,0,031-968-4760,02-2055-3819,10454,경기도 고양시 덕양구 대주로410번길 41 (주교동),경기도 고양시덕양구 주교동 1229-1번지,,
(주)한국젬스,일반,526.73,526.73,66,중기업,2022-05-19,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 의료용 기기 제조업,"27199, ",의료용저압지속흡인기,해당없음,해당없음,무,0.27,0,1000,0,02-483-7040,02-483-7042,410360,"경기도 고양시 일산동구 일산로 142 (백석동, 유니테크빌) 1동 6층 613,614호","경기도 고양시일산동구 백석동 1141-2번지 1동 6층 613,614호",37.64990508,126.7936807
스카우터(SCOUTER),일반,43.2,43,2,소기업,2024-01-12,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 의료용 기기 제조업,"27199, ",체외형의료용카메라,해당없음,해당없음,무,0,0,350,0,031-969-8864,,412040,경기도 고양시 덕양구 원흥동 704번지 F동 7층 703호,경기도 고양시 덕양구 원흥동 704번지 F동 7층 703호,37.63997388,126.8754284
씨앤큐메디칼주식회사,일반,1300,490.65,18,소기업,2024-03-06,관리지역/계획관리지역,공장용지,그 외 기타 의료용 기기 제조업,"27199, ",의료용 바늘,해당없음,해당없음,무,0,0,300,0,031-967-6744,,10264,"경기도 고양시 덕양구 내유길124번길 64, 2층 3층 (내유동)",경기도 고양시 덕양구 내유동 41 2층 3층,37.72030272,126.862466
에이스메디칼(주),일반,15252,12090.8,230,중기업,2006-04-03,,공장용지,그 외 기타 의료용 기기 제조업,"27199, ",약물주입기,해당없음,해당없음,무,0,0,0,0,031-960-9200,031-969-0527,10264,"경기도 고양시 덕양구 내유길124번길 33 (내유동, 에이스메디칼공장) 외 15필지",경기도 고양시덕양구 내유동 30번지 외 15필지,37.72133575,126.8618217
오스템바스큘라 주식회사,일반,0,1553.13,51,중견기업,2022-09-13,도시지역/주거지역/준주거지역/지구단위계획구역,대,그 외 기타 의료용 기기 제조업,"27199, ",기계적 요법기구(관상동맥용 스텐트),해당없음,해당없음,무,0.66,0,8943,4876,02-3423-1485,02-3423-1489,10550,"경기도 고양시 덕양구 삼원로 63, F1216~F1222호, F1225호, F1227호, F1301~F1327호(원흥동, 고양 아크비즈 지식산업센터)","경기도 고양시 덕양구 원흥동 704 고양 아크비즈 지식산업센터 F1216~F1222호, F1225호, F1227호, F1301~F1327호",37.63997388,126.8754284
주식회사 스타메드,일반,0,947.88,89,소기업,2015-06-26,도시지역/주거지역/제3종일반주거지역,대,그 외 기타 의료용 기기 제조업,"27199, ","암치료용 멸균기기, 전기수술기",해당없음,해당없음,유,0,0,500,0,031-816-3546,031-816-4546,10355,"경기도 고양시 일산동구 하늘마을로 158 (중산동) 비동 401호,402호,403호,404호,405호,1202호","경기도 고양시 일산동구 중산동 1682-0 비동 401호,402호,403호,404호,405호,1202호",37.67893166,126.7794342
주식회사 엔에스비에스,일반,1532,396,4,소기업,2022-12-21,관리지역/계획관리지역,전,그 외 기타 의료용 기기 제조업,"27199, ",의료용압력분산매트리스,해당없음,해당없음,무,0,0,0,0,031-965-7989,0505-310-7989,10254,경기도 고양시 일산동구 공릉천로 381(지영동) 외 1필지,경기도 고양시 일산동구 지영동 130-9 외 1필지,37.72218398,126.8311094
주식회사 이노테크,일반,332.8,332.8,4,소기업,2014-11-26,관리지역/계획관리지역,대,그 외 기타 의료용 기기 제조업,"27199, ",정량주입기,해당없음,해당없음,무,0.02,0,200,0,,031-968-9433,10316,경기도 고양시 일산동구 사리현로 16 (식사동),경기도 고양시 일산동구 식사동 249-15,37.68812368,126.8217409
한일의료기,일반,0,198,3,소기업,1999-03-10,관리지역/관리지역기타,대,그 외 기타 의료용 기기 제조업,"27199, ",의료용구,해당없음,해당없음,무,0,0,0,0,031-918-8307,031-918-8308,10220,경기도 고양시 일산서구 송포로113번길 191-58 (법곳동),경기도 고양시 일산서구 법곳동 445-2번지,37.66778222,126.7226447
