순번,단지명,회사명,지식산업센터명,공장대표주소(도로명),공장대표주소(지번),업종명,설립구분,종업원수,생산품,주원자재,공장크기,용지면적,건축면적,팩스번호
8623,시화국가산업단지,아이엔지(ING)산업,,"경기도 시흥시 공단2대로140번길 13, 시화산단 2바 205호 (정왕동)",경기도 시흥시 정왕동 2089-1번지,기타 무선 통신장비 제조업,국가산업단지,2,통신장비,"스틸, 사출품",소기업,0,207,
8624,시화국가산업단지,(주)선기산업,,"경기도 시흥시 공단1대로 281, 3나706 (정왕동)",경기도 시흥시 정왕동 1277-5번지 3나706,유압기기 제조업,국가산업단지,2,각종 유압관련 기기,스틸,소기업,0,330,
8625,시화국가산업단지,동원테크,,"경기도 시흥시 공단1대로260번길 25, 3다 701 (정왕동)",경기도 시흥시 정왕동 1275번지 3다 701,기어 및 동력전달장치 제조업,국가산업단지,2,알루미늄 톱니바퀴 기어,알루미늄,소기업,0,132,
8626,시화국가산업단지,폴리테크,,"경기도 시흥시 산기대학로 326, 시화산단 3나 403-1(정왕동)",경기도 시흥시 정왕동 1290-2 시화산단 3나 403-1,그 외 기타 금속가공업,국가산업단지,2,인쇄회로기판 부품가공,플라스틱,소기업,0,330,
8627,시화국가산업단지,(주)금화테크,,"경기도 시흥시 마유로20번길 11, 시화단지 3바 807호 (정왕동)",경기도 시흥시 정왕동 2181-7번지,건설 및 채광용 기계장비 제조업,국가산업단지,2,건설 및 채광용 기계장비 제조업,금속,소기업,0,160,
8628,시화국가산업단지,두광,,"경기도 시흥시 공단1대로322번길 83, 시화산단 3라 515호 (정왕동)",경기도 시흥시 정왕동 1384-15번지,주형 및 금형 제조업,국가산업단지,2,주형 및 금형 제조업,금속,소기업,0,181,
8629,시화국가산업단지,봄엔,보성스퀘어원 지식산업센터 ,"경기도 시흥시 소망공원로 323, (정왕동, 보성스퀘어원지식산업센터) 1동 4층 413호",경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터 1동 4층 413호,산업처리공정 제어장비 제조업,국가산업단지,2,자동화장비,"스틸, 알미늄, 아크릴, 전기부품 등",소기업,0,80,
8630,시화국가산업단지,(주)에이치비테크,타원타크라6차,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) A동 2층 221호",경기도 시흥시 정왕동 1255-10 타원타크라 6차 지식산업센터 A동 2층 221호,절삭가공 및 유사처리업,국가산업단지,2,절삭가공 및 유사처리업,금속,소기업,0,54.6,
8631,시화국가산업단지,한국포장,,"경기도 시흥시 옥구천서로131번길 15,시화단지 1라 503호 (정왕동)",경기도 시흥시 정왕동1249-2번지,골판지 상자 및 가공제품 제조업,국가산업단지,2,각종 포장용 상자 및 부속 가공품,"마닐라지, 크라프트지, 수입지, 스노우지, 골판지, 수지류(밴드)",소기업,0,39,
8632,시화국가산업단지,가연,,"경기도 시흥시 공단3대로 227, 정왕동2205-18 3바901-1호 (정왕동)",경기도 시흥시 정왕동  2205-18번지,판지 상자 및 용기 제조업,국가산업단지,2,판지 상자 및 용기 제조업,판지,소기업,0,196.5,
8633,시화국가산업단지,영인,,"경기도 시흥시 공단1대로322번길 27, 시화산단 3다 509호 (정왕동)",경기도 시흥시 정왕동 1287-8번지 시화산단 3다 509호,"금속 문, 창, 셔터 및 관련제품 제조업",국가산업단지,2,금속케이스,"철판, 그외 알루미늄",소기업,0,99,
8634,시화국가산업단지,(주)프라임랩,삼양스마트테크노파크 지식산업센터,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 7층 715호",경기도 시흥시 정왕동 1234-12 삼양 스마트 테크노파크 1동 7층 715호,절삭가공 및 유사처리업,국가산업단지,2,전자부품,금속,소기업,0,229.08,
8635,시화국가산업단지,(주)한길프레스,,"경기도 시흥시 마유로238번길 42, 3나 703호 (정왕동, 원신코포레숀(주))",경기도 시흥시 정왕동 1277-2번지 원신코포레숀(주) 3나 703호,금속 성형기계 제조업,국가산업단지,2,프레스기계,철,소기업,0,315.75,
8636,시화국가산업단지,남양특수정공,,"경기도 시흥시 마유로20번길 87, 3바 609호(정왕동)",경기도 시흥시 정왕동 2189-9 3바 609호,그 외 기타 금속가공업,국가산업단지,2,그 외 기타 금속가공업,금속,소기업,0,330,
8637,시화국가산업단지,두솔테크,보성스퀘어원 지식산업센터 ,"경기도 시흥시 소망공원로 323, (정왕동, 보성스퀘어원지식산업센터) 1동 4층 423호",경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터 1동 4층 423호,배전반 및 전기 자동제어반 제조업,국가산업단지,2,전기배전반,"전선,계장품",소기업,0,80,
8638,시화국가산업단지,초호기공,,"경기도 시흥시 마유로82번길 75, 3마 332 (정왕동)",경기도 시흥시 정왕동 1380-14번지 3마 332,인쇄 및 제책용 기계 제조업,국가산업단지,2,기계 제조업,금속,소기업,0,100,
8639,시화국가산업단지,(주)조광,,"경기도 시흥시 공단1대로132번길 35, 시흥스마트허브 2다 711호 (정왕동)",경기도 시흥시 정왕동 1257-10번지,그 외 기타 1차 철강 제조업,국가산업단지,2,철구조물,철재류,소기업,0,48.75,
8640,시화국가산업단지,(주)하이프코리아,,"경기도 시흥시 공단1대로79번길 37, 시화공단 1나 403호 (정왕동)",경기도 시흥시 정왕동 1243-4번지 시화공단 1나 403호,액체 펌프 제조업,국가산업단지,2,정량펌프,스틸,소기업,0,230,
8641,시화국가산업단지,(주)금성정밀,,"경기도 시흥시 마유로132번길 10, 시화단지 3라 803호 (정왕동)",경기도 시흥시 정왕동 1369-2번지,기타 무선 통신장비 제조업,국가산업단지,2,기타 통신장비 제조업,금속,소기업,0,420,
8642,시화국가산업단지,서경크로매틱스(주),,"경기도 시흥시 공단1대로363번길 58, 2123-5 디에스2차벤처타운 146동 101호,201호 (정왕동)","경기도 시흥시 정왕동 2123-5번지 2123-5 디에스2차벤처타운 146동 101호,201호",산업처리공정 제어장비 제조업,국가산업단지,2,토출장비,금속류,소기업,0,79,
8643,시화국가산업단지,지에스시스템,타원타크라6차,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 4층 421호",경기도 시흥시 정왕동 1255-10 타원타크라 6차 지식산업센터 B동 4층 421호,배전반 및 전기 자동제어반 제조업,국가산업단지,2,자동제어판넬,PLC,소기업,0,33.058,
8644,시화국가산업단지,서경정밀,,"경기도 시흥시 공단2대로318번길 42, 시화단지 3바 623호 (정왕동)",경기도 시흥시 정왕동 2188-9번지,주형 및 금형 제조업,국가산업단지,2,주형 및 금형 제조업,금속,소기업,0,217,
8645,시화국가산업단지,진명나이스텍,,경기도 시흥시 공단1대로260번안길 12(정왕동),경기도 시흥시 정왕동 1274-9,그 외 자동차용 신품 부품 제조업,국가산업단지,2,자동차부품,"CR, 철판",소기업,0,230,
8646,시화국가산업단지,(주)씨엘,삼양스마트테크노파크 지식산업센터,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 6층 611호",경기도 시흥시 정왕동 1234-12 삼양 스마트 테크노파크 1동 6층 611호,그 외 기타 금속가공업,국가산업단지,2,금형부품,철 및 초경,소기업,0,97.52,
8647,시화국가산업단지,동광ENG,,"경기도 시흥시 공단1대로28번길 76, 1라 103-1 (정왕동)",경기도 시흥시 정왕동 1236-12번지 1라 103-1,그 외 기타 의료용 기기 제조업 외 1 종,국가산업단지,2,의료기기부품,"금속(AL, S45C, SUS)",소기업,0,264.46,
8648,시화국가산업단지,(주)희수,동우디지털파크,"경기도 시흥시 정왕천로 197, (정왕동, 동우디지털파크(정왕천서로 150)) B동 2층 212호",경기도 시흥시 정왕동 1288-2번지 동우디지털파크(정왕천서로 150) B동 2층 212호,배전반 및 전기 자동제어반 제조업,국가산업단지,2,자동화기기,"전선,판넬 등",소기업,0,89.25,
8649,시화국가산업단지,(주)창성이엔지,,"경기도 시흥시 희망공원로 223, 제가동, 나동호(2나, 706) (정왕동)","경기도 시흥시 정왕동 1259-6번지 제가동, 나동호(2나, 706)",컨베이어장치 제조업,국가산업단지,2,컨베이어장치,철강재,소기업,0,212,
8650,시화국가산업단지,야베스테크,,"경기도 시흥시 마유로10번길 103, 2195-13 3바524 (정왕동)",경기도 시흥시 정왕동 2195-13번지 2195-13 3바524,기타 가공 공작기계 제조업,국가산업단지,2,기타 가공 공작기계 제조업,금속,소기업,0,225.41,
8651,시화국가산업단지,호연정밀,동우디지털파크,"경기도 시흥시 정왕천로 197,?(정왕동, 동우디지털파크) B동 2층 214호",경기도 시흥시 정왕동 1288-2 동우디지털파크 B동 2층 214호,그 외 기타 금속가공업,국가산업단지,2,자동차 생산라인 자동화기기부품,철,소기업,0,100,
8652,시화국가산업단지,(주)태광테크,,"경기도 시흥시 정왕천로 253, 3나404 (정왕동)",경기도 시흥시 정왕동 1290-3번지 3나404,그 외 금속 압형제품 제조업,국가산업단지,2,판금 및 크린박스,철판 및 스텐,소기업,0,290.91,
8653,시화국가산업단지,피에이코리아,,"경기도 시흥시 경제로 325, 시화단지 3라 528호 (정왕동)",경기도 시흥시 정왕동 1383-14번지,산업처리공정 제어장비 제조업,국가산업단지,2,산업처리공정 제어장비 제조업,금속,소기업,0,149,
8654,시화국가산업단지,주식회사 다산하이테크,,"경기도 시흥시 공단1대로 317, 정왕동1280-8 3나609-2호 (정왕동)","경기도 시흥시 공단1대로 317, 정왕동1280-8 3나609-2호 (정왕동)",산업처리공정 제어장비 제조업,국가산업단지,2,기계자동제어장치 전용부품,"특수강, 알루미늄",소기업,0,66,
8655,시화국가산업단지,엔에스텍,,"경기도 시흥시 마유로144번길 41, 3라210 (정왕동)",경기도 시흥시 정왕동 1273-9번지 3라210,그 외 기타 일반목적용 기계 제조업,국가산업단지,2,그 외 기타 일반목적용 기계 제조업,금속,소기업,0,330,
8656,시화국가산업단지,제이에스(JS)ENG,,"경기도 시흥시 공단1대로196번길 96, 2라 524호 (정왕동)",경기도 시흥시 정왕동 1361-8번지 2라 524호,절삭가공 및 유사처리업,국가산업단지,2,자동차 검사지그,철강,소기업,0,165,
8657,시화국가산업단지,신원로라,동우디지털파크,"경기도 시흥시 정왕천로 197,(정왕동, 동우디지털파크) B동 3층 309호",경기도 시흥시 정왕동 1288-2 동우디지털파크 B동 3층 309호,절삭가공 및 유사처리업,국가산업단지,2,로라,금속,소기업,69.28,120,
8658,시화국가산업단지,얌얌호떡,보성스퀘어원 지식산업센터 ,"경기도 시흥시 소망공원로 323,(정왕동, 보성스퀘어원지식산업센터) 1동 6층 625호",경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터 1동 6층 625호,곡물 혼합분말 및 반죽 제조업,국가산업단지,2,반죽,밀가루,소기업,0,80,
8659,시화국가산업단지,가온누리,,"경기도 시흥시 공단1대로196번길 61, 2라 303 (정왕동)",경기도 시흥시 정왕동 1266-9번지,그 외 기타 전자부품 제조업 외 2 종,국가산업단지,2,"전자부품, 배전반, 반도체부품 ",철,소기업,0,237.5,
8660,시화국가산업단지,한길이엔지,,"경기도 시흥시 군자천로9번길 90, 2바 818호 (정왕동)",경기도 시흥시 정왕동 2173-11번지 2바 818호,기어 및 동력전달장치 제조업,국가산업단지,2,기계부품,"철판, 환봉",소기업,0,33,
8661,시화국가산업단지,인크셀하이텍,,"경기도 시흥시 공단1대로196번길 31, 101동(2다 509-2호) (정왕동)",경기도 시흥시 정왕동 1267-13번지 101동(2다 509-2호),기타 인쇄업,국가산업단지,2,플라스틱판 인쇄,플라스틱,소기업,0,188.43,
8662,시화국가산업단지,진화정밀기계,,"경기도 시흥시 군자천로119번길 17, 시화단지 2라 416호 (정왕동)",경기도 시흥시 정왕동 1362-1번지,그 외 기타 금속가공업,국가산업단지,2,산업기계부품,"서스, 스틸",소기업,0,120,
8663,시화국가산업단지,와이비테크,,"경기도 시흥시 마유로10번길 47, 시화산단 3바 726호 (정왕동)",경기도 시흥시 정왕동 2187-14번지,배전반 및 전기 자동제어반 제조업,국가산업단지,2,배전반 및 전기 자동제어반 제조업,배선,소기업,0,99,
8664,시화국가산업단지,가온테크,,"경기도 시흥시 공단1대로 341, 6번지 코포모 527 (정왕동)",경기도 시흥시 정왕동 1289-5번지,운송장비 조립용 플라스틱제품 제조업,국가산업단지,2,운송장비 조립용 플라스틱 제품(자동차부품),플라스틱(ABS),소기업,59.54,147.6,
8665,시화국가산업단지,메가트레이,삼양스마트테크노파크 지식산업센터,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 2층 208호",경기도 시흥시 정왕동 1234-12 삼양 스마트 테크노파크 1동 2층 208호,"플라스틱 포대, 봉투 및 유사제품 제조업",국가산업단지,2,"포장지, 포장용품",비닐,소기업,0,85,
8666,시화국가산업단지,웰텍,,"경기도 시흥시 공단1대로379번길 13, 4나 106호 (정왕동, 문선정밀)",경기도 시흥시 정왕동 1291-5번지 문선정밀 4나 106호,절삭가공 및 유사처리업,국가산업단지,2,반도체 부품,"AL6061, SS304",소기업,0,195,
8667,시화국가산업단지,유로상사(주),타원타크라6차,"경기도 시흥시 옥구천동로 218, (정왕동, 타원타크라 6차 지식산업센터) B동 5층 506호",경기도 시흥시 정왕동 1255-10 타원타크라 6차 지식산업센터 B동 5층 506호,자동차 재제조 부품 제조업,국가산업단지,2,자동차부품,"플라스틱, 금속",소기업,0,16.5,
8668,시화국가산업단지,한양열처리,,"경기도 시흥시 마유로92번길 83,  시화단지 3마 312호 (정왕동)",경기도 시흥시 정왕동 1379-11번지 시화단지 3마 312호,금속 열처리업,국가산업단지,2,금속 열처리업,금속,소기업,0,165,
8669,시화국가산업단지,(주)용기건드릴,보성스퀘어원 지식산업센터 ,"경기도 시흥시 소망공원로 323,(정왕동, 보성스퀘어원지식산업센터) 1동 1층 109호",경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터 1동 1층 109호,주형 및 금형 제조업,국가산업단지,2,주형 및 금형 제조업,금속,소기업,46.92,133.4,
