순번,회사명,공장대표주소(도로명),업종명,전화번호,팩스번호,생산품
2820,주식회사 아주금속,경기도 부천시 원미구 옥산로251번길 51 (도당동),기타 1차 비철금속 제조업,032-664-5149,032-664-5144,동+ 알루미늄
2821,주식회사 암전,경기도 부천시 오정구 삼작로79번길 25+ 3층 (삼정동),기타 광학기기 및 사진기 제조업 외 16 종,032-682-8851,032-682-9044,실물화상기+ 손소독기
2822,주식회사 애플젠,경기도 부천시 원미구 정주로48번길 31+ 3층(도당동),기타 가정용 전기기기 제조업,02-2052-0088,02-2052-4488,전자식 비데
2823,주식회사 액츠테크놀로지,경기도 부천시 오정구 석천로 397+ 302동 308호(삼정동+ 부천테크노파크쌍용3차),그 외 기타 전자부품 제조업 외 16 종,032-624-2486,032-624-2489,방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품+ 방산 전자 및 기계 부품
2824,주식회사 앤디케이식품,경기도 부천시 원미구 평천로850번길 111+ D동 2+3층 (도당동),수산식물 가공 및 저장 처리업,032-663-3000,032-674-1397,조미김
2825,주식회사 앱루트,경기도 부천시 오정구 옥산로290번길 33+ 3층 (내동),그 외 기타 플라스틱 제품 제조업,,,소형전자제품+ 소형전자제품
2826,주식회사 앳홈플렌테크,경기도 부천시 오정구 부천로431번길 60+ 2~5층(내동+ (주)미성),기타 가정용 전기기기 제조업,070-4888-4890,,가정용 음식물 처리기
2827,주식회사 에스아이피코리아,경기도 부천시 오정구 부천로419번길 34+ 3층(내동+ 영웅정공),플라스틱 적층+ 도포 및 기타 표면처리 제품 제조업,032-814-4766,0505-055-4765,플라스틱 UV코팅
2828,주식회사 에스에이티,경기도 부천시 오정구 오정로 27-11 (삼정동),전동기 및 발전기 제조업,032-682-4062,032-682-4064,전동기 및 발전기
2829,주식회사 에스엔솔,경기도 부천시 오정구 오정로 27-8 (삼정동) 3층,비디오 및 기타 영상기기 제조업 외 2 종,031-304-1133,0504-372-8084,통신장비케비넷+ 케이스
2830,주식회사 에스엔코리아,경기도 부천시 오정구 산업로7번길 43+ 2층 (오정동+ 안국몰드테크사옥),주형 및 금형 제조업 외 1 종,032-677-8110,032-549-3279,양면테이프+ 전자기기부자재
2831,주식회사 에스유엔,경기도 부천시 원미구 옥산로208번길 44 (도당동) 1층 일부+ 2층,주형 및 금형 제조업,032-684-2695,032-684-1696,자동차+ 의료기기+반도체+화장품 금형 외
2832,주식회사 에스제이미라클,경기도 부천시 오정구 부천로409번길 16+ 2층 (내동),수동식 식품 가공기기 및 금속 주방용기 제조업,02-582-2228,02-586-2228,음식물처리기
2833,주식회사 에스피파워,경기도 부천시 원미구 옥산로214번길 21+ 3층 (도당동),기타 전기 변환장치 제조업 외 1 종,032-676-2550,032-676-2551,LED전원공급장치
2834,주식회사 에어스메디컬,경기도 부천시 소사구 부광로 220+ 930호 (옥길동+ 우성테크노파크Ⅰ) 930호 외 1필지,그 외 기타 의료용 기기 제조업,,,채혈보조기기(AIIV)
2835,주식회사 에이디케이(ADK CO.+LTD.),경기도 부천시 오정구 석천로398번길 28+ 3+4층(삼정동),기타 운동 및 경기용구 제조업,032-746-2251,031-916-2251,탁구라켓
2836,주식회사 에이스프로토,경기도 부천시 원미구 도약로 261+ 디동1507~8호(도당동+ 부천대우테크노파크),그 외 기타 플라스틱 제품 제조업,032-663-1725,032-670-7934,전시용 모형 제조
2837,주식회사 에이엘로봇,경기도 부천시 오정구 석천로 345+ (삼정동+ 부천테크노파크) 301동 4층 401호,산업용 로봇 제조업 외 1 종,032-322-3720,032-322-3721,산업용로봇
2838,주식회사 에이지에스솔루션,경기도 부천시 원미구 정주로 94+ 704호(도당동+ 비즈타워) 704호,그 외 기타 플라스틱 제품 제조업,032-678-0708,,차량용품+ 생활용품
2839,주식회사 에이치아이디,경기도 부천시 오정구 삼작로 22 (삼정동) 101동 9층 908호,컴퓨터 모니터 제조업,032-327-1410,032-327-1411,터치스크린+ 터치모니터
2840,주식회사 에이치에스씨,경기도 부천시 오정구 산업로8번길 9 (오정동),주형 및 금형 제조업 외 1 종,032-667-1888,032-668-9879,주형 및 금형+ 휴대폰 커넥터+ 자동차 커넥터
2841,주식회사 에이치제이엠,경기도 부천시 원미구 조마루로385번길 122+ 11층 1119호 (춘의동+ 삼보테크노타워) 11층 1119호,유선 통신장비 제조업,032-362-2659,032-362-2608,CATV 분배기+ CATV 증폭기
2842,주식회사 에이치티아이티,경기도 부천시 원미구 수도로 88-81+ 2층+ 4층 (도당동),금속탱크 및 저장용기 제조업 외 2 종,032-662-0376,032-662-0374,반도체장비
2843,주식회사 에이티씨,경기도 부천시 원미구 조마루로385번길 92+ 8층 13+14호 (원미동) 8층 13+14호,증류기+ 열교환기 및 가스발생기 제조업,032-240-6381,032-240-6382,식수생성기
2844,주식회사 에코씨,경기도 부천시 원미구 평천로798번길 10+ 2층(도당동+ 동광알루아노),표면광택제 및 실내가향제 제조업,1577-6637,032-677-7417,탈취제
2845,주식회사 에코엠,경기도 부천시 오정구 신흥로511번길 13-38 (오정동) 5층 501호,기타 가정용 전기기기 제조업 외 1 종,,,PCB 
2846,주식회사 엔에스엠,경기도 부천시 소사구 성주로23번가길 18+ 1+2층 (송내동),남자용 겉옷 제조업 외 16 종,032-613-1522,032-612-2975,마스크 제조
2847,주식회사 엔에이치기술,경기도 부천시 오정구 옥산로 263+ 301호 중 일부(302-1호+ 남측의 서측)(내동+ 하나빌딩),일반용 전기 조명장치 제조업 외 1 종,,,엘이디조명+ 하니스. 케이블
2848,주식회사 엔에이치프라퍼티스,경기도 부천시 오정구 옥산로 263+ 301호(내동+ 하나빌딩),일반용 전기 조명장치 제조업,02-2699-7088,0505-699-7088,형광등 호환형 LED 램프
2849,주식회사 엔엔테크,경기도 부천시 원미구 정주로 82+ 3층(도당동),그 외 기타 전자부품 제조업 외 2 종,031-8050-8955,031-8050-8956,기타전자부품
2850,주식회사 엔지스테크널러지 부천지점,경기도 부천시 오정구 옥산로290번길 8 (내동),자동차용 신품 전기장치 제조업,02-1522-9060,070-5138-1781,TMS 장비+ TGU 장비+ MCU / CLUSTER
2851,주식회사 엘리오엘이디,경기도 부천시 원미구 부천로198번길 36 (춘의동+ 춘의테크노파크) 102동 3층 03호 외 1필지,일반용 전기 조명장치 제조업,032-719-8771,032-719-8772,조명기구
2852,주식회사 엘리체,경기도 부천시 오정구 석천로 345 (삼정동) 345 (삼정동+부천테크노파크) 304동506호,핸드백 및 지갑 제조업 외 1 종,032-328-2181,032-327-3105,가방+지갑 +악세사리 외
2853,주식회사 엘빅스,경기도 부천시 원미구 조마루로385번길 92 (원미동+ 부천테크노밸리 U1 center) 10층 1012호,비디오 및 기타 영상기기 제조업,02-6207-7295,02-3448-0919,영상정보디스플레이장치
2854,주식회사 엘씨나인,경기도 부천시 원미구 평천로832번길 42+ A동 4층 일부 주식회사 엘씨나인(도당동+ 보성금형플라스틱),화장품 제조업,,,타투 클렌져+ 타투밤
2855,주식회사 엘와이솔루션,경기도 부천시 원미구 조마루로385번길 122 (춘의동) 21층 13호,전자기 측정+ 시험 및 분석기구 제조업,032-721-5621,032-721-5623,배터리 계측기
2856,주식회사 엘이디닷컴,경기도 부천시 원미구 수도로 186+ B1층 (도당동),일반용 전기 조명장치 제조업,070-8682-8774,070-8615-8774,LED모듈+ 안정기 등
2857,주식회사 엘이디라인,경기도 부천시 원미구 송내대로 388 (약대동) 부천테크노파크 201동 402호,일반용 전기 조명장치 제조업 외 1 종,032-328-0354,032-328-0355,LED 경관조명 기구
2858,주식회사 엘이디헤븐,경기도 부천시 오정구 수도로163번길 28+ 2층 (내동),일반용 전기 조명장치 제조업,032-676-1008,032-674-1005,LED조명
2859,주식회사 엘케이알테크,경기도 부천시 원미구 부천로 301 (도당동) 가동 4층,운송장비용 이차전지 제조업 외 1 종,032-675-2245,0504-286-0522,전지(배터리+공기아연전지)
2860,주식회사 엘코스,경기도 부천시 원미구 옥산로251번길 41+ 3층 (도당동),전자기 측정+ 시험 및 분석기구 제조업,032-671-9100,032-681-9100,전자기측정+ 시험 및 분석기구 제조업
2861,주식회사 엠디지탈,경기도 부천시 오정구 석천로 397 (삼정동+ 부천 테크노파크 쌍용3차) 303동 9층 907호,기타 무선 통신장비 제조업 외 5 종,032-624-1880,032-624-1881,레이다비콘+ 트랜스폰더+ 수신기+ 송신기
2862,주식회사 엠에스씨엘,경기도 부천시 소사구 양지남로 69-8 (범박동),금속 문+ 창+ 셔터 및 관련제품 제조업 외 2 종,032-661-3220,032-661-3227,디지털도어록+ 도어용 하드웨어
2863,주식회사 엠에스코리아,경기도 부천시 원미구  도약로 261 (도당동+ 부천대우테크노파크),일반철물 제조업 외 6 종,032-346-0778,032-343-0778,터치스크린+ 현미경보관함+ 브래킷 등
2864,주식회사 영원인더스트리,경기도 부천시 원미구 부천로 295+ 6층 601호 (도당동+ 서림테크노파크II) 6층 601호,탭+ 밸브 및 유사장치 제조업 외 2 종,032-678-4157,032-678-4154,비상샤워기+ 레이저가공+ 비상샤워기+ 레이저가공+ 비상샤워기+ 레이저가공
2865,주식회사 영천정밀,경기도 부천시 원미구 옥산로172번길 23 (도당동),그 외 기타 금속가공업,032-672-3448,032-672-3477,주사기 금형코어
2866,주식회사 영화테크,경기도 부천시 원미구 조마루로385번길 122+ 536호(춘의동+ 삼보테크노타워) 536호,그 외 기타 분류 안된 금속 가공 제품 제조업,032-612-2700,032-270-6101,논슬립
2867,주식회사 오라클,경기도 부천시 오정구 부천로419번길 40(내동+ 길웅상사),기타 무선 통신장비 제조업,031-317-8876,0504-484-8877,분배기+ 커넥터+ 결합기
2868,주식회사 오쓰리,경기도 부천시 오정구 석천로 345 (삼정동+ 부천테크노파크) 303동 3층 303호,액체 여과기 제조업 외 2 종,,0504-319-6282,오존발생기+ 활성가스용해기+ 스마트 AOP 시스템 등
2869,주식회사 오케이애드닉,경기도 부천시 오정구 산업로 88 (오정동),전시 및 광고용 조명장치 제조업 외 1 종,032-677-0000,032-677-1111,광고용LED모듈+광고용자재+간판및광고물
2870,주식회사 올데이티,경기도 부천시 원미구 조마루로427번길 113+ 2+3+5+6+7층(춘의동+ (주)올데이티) 외 1필지,차류 가공업,032-323-0815,032-674-7707,차류 및 티백 가공업
2871,주식회사 올리젠,경기도 부천시 원미구 옥산로 199 (도당동),그 외 기타 전기장비 제조업 외 1 종,032-677-5270,032-677-5271,공기살균기+ 출입통제시스템
2872,주식회사 와이티오티코리아,경기도 부천시 원미구 부천로198번길 36+ 101동 14층 04 (춘의동+ 춘의테크노파크),방송장비 제조업,070-4177-8395,032-667-6658,CCTV 렌즈 시스템 등
2873,주식회사 와치캠,경기도 부천시 오정구 석천로 397(삼정동+ 부천테크노파크쌍용3차) 201동 7층 01호 외 1필지,방송장비 제조업 외 7 종,1800-5143,032-232-0609,구내방송장치+ 출입통제시스템 등+ 응용과학용소프트웨어
2874,주식회사 우영이엔지,경기도 부천시 원미구 평천로 784-14 (도당동),절삭가공 및 유사처리업 외 6 종,032-676-4917,032-679-4917,자동차기계부품+ 금형+ 산업기계
2875,주식회사 우원,경기도 부천시 오정구 삼작로 22+ (삼정동+ 부천테크노파크) 102동 9층 905호,그 외 기타 일반목적용 기계 제조업 외 2 종,032-2343-3400,,교반+ 교반+ 교반
2876,주식회사 원방파워테크,경기도 부천시 원미구 송내대로 388+ 200동 B1층 01 (약대동+ 부천테크노파크),그 외 기타 전기장비 제조업,032-661-3113,032-325-3112,오존발생기
2877,주식회사 원하,경기도 부천시 원미구 길주로425번길 103(도당동),합성수지 및 기타 플라스틱 물질 제조업,032-683-6210,032-683-6212,에폭시 아크릴
2878,주식회사 웰테크글로벌,경기도 부천시 원미구 조마루로385번길 80+ 8층 11 (원미동),표면처리 및 적층 직물 제조업,02-782-9856,032-222-0320,전도성원단+ 전도성코팅제
2879,주식회사 위너스솔루션,경기도 부천시 원미구  부천로 323 (도당동+ y-제니스 파크) 5층 501-2호 외 1필지,그 외 기타 의료용 기기 제조업,032-676-7767,032-683-7767,닥터스파인큐(DR.SPINE Q)
2880,주식회사 위드테크,경기도 부천시 소사구 양지로 229 (옥길동+ 골든IT타워) 9층 903호,유선 통신장비 제조업 외 5 종,,070-8282-1597,출입리더기+ 락장치등
2881,주식회사 위아트,경기도 부천시 원미구 도약로308번길 37+ 4+5층(도당동+ 나노테크 사옥),표구처리업,,,그림액자
2882,주식회사 유라시아,경기도 부천시 소사구 양지로 237 (옥길동+ 광양프런티어밸리 5차) 138호,그 외 기타 일반목적용 기계 제조업,02-2635-7511,02-2635-7512,제약기계+ 분쇄기+ 선별기
2883,주식회사 유아이엘,경기도 부천시 오정구 오정로 130 (삼정동) (총 4 필지),플라스틱 필름 제조업 외 3 종,032-677-6161,032-677-6888,플라스틱제품
2884,주식회사 유엔에이,경기도 부천시 원미구 수도로 88-26+ 5+ 6층 501+ 601호 (도당동+ 구심이엔지) 5+ 6층 501+ 601호,화장품 제조업,,,화장품
2885,주식회사 유원인포텍,경기도 부천시 소사구 양지로 247+ 506호 (옥길동+ 광양프런티어밸리7차 지식산업센터) 506호,유선 통신장비 제조업,,,광다중화장치+ 동보장치+ 마을무선방송장치+ 비상경보기+ 자동안내장치+ 주파수분할다중화장지+ 지하재방송장치+ 출입통제시스템+ 통합배선반+ 화재 수신기
