연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
3906,기타 제품  제조업,남강화랑,표구처리업,전북특별자치도 전주시 덕진구 화전신정길 42-1 (화전동),35.89223375,127.071873,,,
3907,기타 제품  제조업,주광고기획,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 상리로 52-1, 1층 (팔복동2가)",35.85302941,127.1042804,063-211-7686,,
3908,기타 제품  제조업,지숨,한지사진,"전북특별자치도 전주시 완산구 전주천동로 230-6, 2층 (다가동3가,동규빌딩)",35.81693935,127.1398975,063-231-5597,,http://ezisum.com
3909,기타 제품  제조업,우진종합광고기획,간판 및 광고물 제조,"전북특별자치도 전주시 완산구 송정로 24, 우진종합광고기획 (삼천동1가)",35.80217002,127.1191455,063-236-7256,,
3910,기타 제품  제조업,와이제이컴퍼니,펌프 및 압축기,전북특별자치도 전주시 완산구 서신천변2길 11 (서신동),35.82672954,127.1152888,,,
3911,기타 제품  제조업,한라테크,광고물,전북특별자치도 전주시 덕진구 신흥안길 55-29 (고랑동),35.87389431,127.095807,063-213-6252,,
3912,기타 제품  제조업,지갤러리,표구처리업,"전북특별자치도 전주시 완산구 충경로 90, 1층 (경원동2가,액자G갤러리)",35.81895043,127.1489392,063-287-5959,,
3913,기타 제품  제조업,(주)인코하이텍,탄소융복합소재개발,전북특별자치도 전주시 덕진구 팔복로 247(여의동),35.85763367,127.0813768,063-213-2991,,
3914,기타 제품  제조업,채움제이,가발,"전북특별자치도 전주시 완산구 마전들로 67, 303호 (효자동3가,유한빌딩)",35.82122835,127.1026784,0507-1352-4732,,
3915,기타 제품  제조업,(주)한국실버브레인,실버 인지 워크북,"전북특별자치도 전주시 완산구 평화로 216, 3층 (평화동1가,오페라빌딩)",35.79587982,127.1367056,,,
3916,기타 제품  제조업,(주)제이엘,"완구, 마술용품",전북특별자치도 전주시 덕진구 동부대로 722-19 (우아동3가),35.85328318,127.1594559,063-232-8408,063-232-8407,https://www.jlmagic.co.kr/
3917,기타 제품  제조업,자임추모공원운영(주),장례용품,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705-108 (효자동3가),35.8258431,127.0870992,1588-2569,,
3918,기타 제품  제조업,디자인나무,간판 및 광고물 제조,"전북특별자치도 전주시 완산구 안행8길 48-7, 101호 (삼천동1가)",35.79953107,127.1305701,,,
3919,기타 제품  제조업,냅또디자인,"광고물설계, 디자인","전북특별자치도 전주시 완산구 천잠로 235, 실습동 4203호(효자동2가, 전주비전대학교)",35.81087457,127.0909661,,,
3920,기타 제품  제조업,전주금강출력수리센타,인쇄,"전북특별자치도 전주시 완산구 충경로 92-6, 1층 (경원동2가)",35.81890646,127.1490946,063-285-3636,,
3921,기타 제품  제조업,초이스광고,간판 및 광고물,"전북특별자치도 전주시 완산구 메너머3길 18, 1층 (중화산동2가,전주카테크)",35.82397745,127.1210188,063-224-0578,063-224-0578,
3922,기타 제품  제조업,누리기획,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 가재미5길 9-2, 2층 (인후동1가)",35.82978581,127.1607216,063-909-7493,,
3923,기타 제품  제조업,(유한)디자인숲,간판,"전북특별자치도 전주시 덕진구 송천1길 19, 1호(송천동1가)",35.8571653,127.1187821,,,
3924,기타 제품  제조업,비전기획,"간판 및 광고물, 안내(표지)판, 현수막","전북특별자치도 전주시 덕진구 가재미로 83, 1층 102호 (인후동1가,미래빌딩)",35.8323727,127.1607387,063-245-8999,063-246-8999,
3925,기타 제품  제조업,위드기획,간판 및 광고물,"전북특별자치도 전주시 덕진구 매봉로 40, 301호 (금암동,두산그랜드타운아파트)",35.84173773,127.1416228,042-542-6003,,
3926,기타 제품  제조업,토마토디자인,"간판 및 광고물 제조, 날염","전북특별자치도 전주시 완산구 기린대로 165-1, 2층 (중노송동)",35.82245524,127.1500306,070-7793-1010,,
3927,기타 제품  제조업,(주)선도기획,"간판, 광고물",전북특별자치도 전주시 완산구 안행3길 10 (삼천동1가),35.79961498,127.1309564,,,
3928,기타 제품  제조업,슈슈앤제이,그 외 기타 달리 분류되지 않은 제품 제조업,"전북특별자치도 전주시 덕진구 오공로 100, 305동 402호 (중동,호반베르디움더클래스2)",35.8351499,127.0666378,,,
3929,기타 제품  제조업,빛디자인,광고물,"전북특별자치도 전주시 완산구 마당재3길 5-21, 1층 (중노송동)",35.82154055,127.1609743,063-272-5868,,
3930,기타 제품  제조업,그린액자,액자,"전북특별자치도 전주시 덕진구 인봉로 67, 1층 우측호 (인후동1가)",35.82944088,127.1577923,063-242-7697,,
3931,기타 제품  제조업,3박4일,캠핑용카라반 파워뱅크,전북특별자치도 전주시 덕진구 동부대로 959 (호성동2가),35.86832981,127.1421117,,,
3932,기타 제품  제조업,(주)큐브벤처스,낚시용품 제조,"전북특별자치도 전주시 덕진구 덕용1길 60, B동 101호 (동산동,대승아파트상가)",35.87168097,127.0820343,070-4044-7270,,
3933,기타 제품  제조업,선진인쇄광고,간판 및 광고물 제조업,전북특별자치도 전주시 덕진구 가리내3길 20-6 (덕진동2가),35.84697569,127.1095514,063-231-1955,,
3934,기타 제품  제조업,디자인끌림,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 숲정이2길 46-22, 1층 (진북동)",35.83266913,127.1326222,063-232-3365,,
3935,기타 제품  제조업,팀카라반,기타 달리 분류되지 않은 제품 제조,전북특별자치도 전주시 덕진구 장동길 20 (장동),35.85457647,127.0670858,,,
3936,기타 제품  제조업,멀티슬로프㈜,골프연습도구,"전북특별자치도 전주시 덕진구 온고을로 486, 1층",35.85325122,127.0763899,063-213-9989,063-213-9986,http://www.multislope.com
3937,기타 제품  제조업,(주)탄탄텍,복합재부품,"전북특별자치도 전주시 완산구 천잠로 303, 404호 (효자동2가,전주대학교벤처창업관)",35.81616752,127.0888808,063-220-2845,063-214-3359,
3938,기타 제품  제조업,스마트종합유통,"살균기,쿨링포그","전북특별자치도 전주시 완산구 홍산남로 47, 502호 (효자동3가,홍산프라임)",35.81604376,127.1072516,,,
3939,기타 제품  제조업,(주)파머스포켓,수제 대추청,"전북특별자치도 전주시 완산구 전주객사2길 12-4, 3층 305호 (중앙동1가)",35.81740221,127.1416077,,,
3940,기타 제품  제조업,핑크돼지명함제작소,간판 및 광고물 제조,전북특별자치도 전주시 완산구 권삼득로 14 (중노송동),35.82425929,127.1502328,063-282-5333,,
3941,기타 제품  제조업,예비창업자 이충섭,,전북특별자치도,35.1274037,128.8762043,,,
3942,기타 제품  제조업,예비창업자(안병용),,전라북도,35.1274037,128.8762043,,,
3943,기타 제품  제조업,예비창업자 임순택,,전북특별자치도,35.1274037,128.8762043,,,
3944,기타 제품  제조업,예비창업자 김태준,,전북특별자치도,35.1274037,128.8762043,,,
3945,기타 제품  제조업,예비창업자(김성윤),,전북특별자치도,35.1274037,128.8762043,,,
3946,기타 제품  제조업,예비창업자(이강욱),,전라북도,35.1274037,128.8762043,,,
3947,기타 제품  제조업,예비창업자(임대우),,전라북도,35.1274037,128.8762043,,,
3948,기타 제품  제조업,예비창업자(박상선),,전라북도,35.1274037,128.8762043,,,
3949,기타 제품  제조업,예비창업자(이세희),,전라북도,35.1274037,128.8762043,,,
3950,기타 제품  제조업,예비창업자(김병욱),,전라북도,35.1274037,128.8762043,,,
3951,기타 제품  제조업,나라관악기,금관 및 목관악기 등,"전북 전주시 완산구 서곡4길 35, 2층 (효자동3가)",35.83333852,127.1034278,070-8181-0949,,
3952,기타 제품  제조업,태영산업개발,간판 및 광고물,"전북 전주시 덕진구 동부대로 729, 1층 (우아동3가)",35.85334607,127.1581378,,,
3953,기타 제품  제조업,이프라임,간판 및 광고물,"전북특별자치도 전주시 덕진구 안덕원로 51, 313호 (진북동)",35.82814055,127.1358257,042-486-3301,,
3954,기타 제품  제조업,쉘위디자인,간판 및 광고물,전북특별자치도 전주시 완산구 덕적골2길 35-86 (평화동1가),35.79526221,127.1423544,,,
3955,기타 제품  제조업,(주)웰마인라이프,가발 및 유사 제품,"전북특별자치도 전주시 완산구 효자로 308, 1층 (중화산동2가)",35.8189434,127.1191376,0507-1465-2560,,
3956,기타 제품  제조업,(주)에스엠전국라이트,전시 및 광고용 조명장치 제조업,전북특별자치도 전주시 덕진구 반룡로 158-9,35.86279053,127.0792025,053-721-6811,053-721-6812,
3957,기타 제품  제조업,다보DABO,그 외 기타 달리 분류되지 않은 제품 제조업,"전북특별자치도 전주시 완산구 양지3길 25, 104동 502호 (평화동2가,평화엠코타운)",35.78963936,127.1188189,,,
3958,기타 제품  제조업,이팝,그 외 기타 달리 분류되지 않은 제품 제조업,전북특별자치도 전주시 덕진구 온고을로 560 (여의동),35.85593798,127.0694834,,,
3959,기타 제품  제조업,(주)드림테크,안전유도장치 등,"전북특별자치도 전주시 완산구 세내로 303, 공동주택및근린생활시설동2층상가203호내1호 (효자동3가,코아루해피트리아파트)",35.81726376,127.1113435,063-223-2589,,
3960,기타 제품  제조업,(유한)위너애드컴,옥내외광고물,전북특별자치도 전주시 덕진구 동부대로 1546 (고랑동),35.87743733,127.079288,063-214-8561,063-214-8563,
3961,기타 제품  제조업,애드위너,간판 및 광고물 제조,"전북특별자치도 전주시 덕진구 들사평1길 26, 1층 (덕진동1가)",35.83834908,127.1216686,,,
3962,기타 제품  제조업,깨끗한수,수처리약품 및 수영장용품,전북특별자치도 전주시 완산구 풍남문2길 124-14 (전동3가),35.81394223,127.1442896,,,
3963,기타 제품  제조업,시그마웰,"교육용 보드게임(씽크로스, 로직큐, 테트라문 등), 인테리어소품(연탄무드 등)","전북특별자치도 전주시 완산구 아중로 33, 3층 303호 (중노송동,전주신산업융복합지식산업센터)",35.82368871,127.1536807,063-277-0910,063-278-7553,https://www.sigmawell.co.kr/
3964,기타 제품  제조업,(유한)씨아이엘,간판 및 광고물,전북특별자치도 전주시 덕진구 동가재미2길 9 (인후동1가),35.83331693,127.1617249,,,
3965,기타 제품  제조업,에이프로,간판 및 광고물,"전북특별자치도 전주시 완산구 척동3길 10-6, 303호 (효자동3가,프라임파크빌)",35.82258948,127.0990775,,,
3966,기타 제품  제조업,큐랩,그 외 기타 달리 분류되지 않은 제품 제조업,"전북특별자치도 전주시 완산구 안터3길 19, 2동 서신동1 (서신동)",35.82871786,127.1184874,063-274-1236,,
3967,기타 제품  제조업,(주)우진산업,정자 벤치플롱 울타리 조형물 파빌리온,전북특별자치도 전주시 덕진구 동부대로 375 (우아동1가) / 사무실,35.82585233,127.1771537,063-433-4335,063-433-9433,http://wland.co.kr
3968,기타 제품  제조업,(유한)주원산업개발,놀이시설및운동시설,전북특별자치도 전주시 덕진구 신복로 141 (팔복동1가),35.86152581,127.1014723,063-254-0012,063-254-0013,
3969,기타 제품  제조업,(주)다오코리아,운동용 친환경(PVC) 매트 및 유도복,"전북특별자치도 전주시 덕진구 만성북로 51-25, 3121호,3122호,3123호,3124호 (만성동,지식산업센터)",35.84905387,127.082638,063-211-9979,063-211-9991,
3970,산업용 기계 및 장비 수리업,현대네비서비스,전자제품(블랙박스),전북특별자치도전주시 완산구 기린대로 238 (서노송동),35.8277827,127.1450378,063-275-4122,,
3971,산업용 기계 및 장비 수리업,오쿠,기타 일반 기계 및 장비수리,"전북특별자치도 전주시 완산구 메너머3길 30-7, 201호",35.82415337,127.1191908,,,
3972,산업용 기계 및 장비 수리업,(주)드림아이,일반 기계 및 장비 수리,전북특별자치도 전주시 완산구 천잠로 227-9 (효자동2가),35.80692173,127.0938768,063-272-1321,,
3973,산업용 기계 및 장비 수리업,(주)수호엘리베이터,기타 일반 기계 및 장비 수리업,"전북특별자치도 전주시 덕진구 아중7길 13-2, 101호 (우아동2가,드림빌)",35.83280885,127.1716585,063-243-1247,063-901-1247,
3974,산업용 기계 및 장비 수리업,(주)미래엘리베이터,승강기유지보수서비스,"전북특별자치도 전주시 덕진구 정언신로 76, 2층 201호 (인후동1가)",35.83044481,127.1621646,063-246-9112,063-246-9113,
3975,산업용 기계 및 장비 수리업,원통신,전기·전자 및 정밀기기 수리업,전북특별자치도 전주시 덕진구 백제대로 681 (금암동),35.84428355,127.1434662,02-4045-5939,,
3976,산업용 기계 및 장비 수리업,한국프로기술,기계 및 장비 수리,"전북특별자치도 전주시 덕진구 쪽구름로 42, 3층 302-C4호",35.86927621,127.0775441,,,
3977,산업용 기계 및 장비 수리업,테크원시스템,전기·전자 및 정밀기기 수리,"전북특별자치도 전주시 덕진구 무삼지로 84, 1층 (인후동1가)",35.83294703,127.1629685,,,
3978,산업용 기계 및 장비 수리업,산기유압,기타 일반 기계 및 장비 수리업,전북특별자치도 전주시 완산구 중앙동 154-1,35.82231768,127.1370286,063-282-2348,,
3979,산업용 기계 및 장비 수리업,하나엔지니어링,"배전반, 자동제어반 등 수리",전북특별자치도 전주시 덕진구 추천로 47-8 (팔복동3가),35.84557363,127.1015966,063-241-9462,063-241-9462,
3980,산업용 기계 및 장비 수리업,중앙중기,건설기계장비수리,전북특별자치도 전주시 덕진구 팔복로 251-4 (여의동),35.85788187,127.0808314,063-212-1729,063-211-4852,
3981,산업용 기계 및 장비 수리업,한중계량공사,기타 일반 기계 및 장비 수리업,전북특별자치도 전주시 덕진구 고내천변로 388-22 (전미동2가),35.89102762,127.0969528,063-214-8135,,
