단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
군산국가산업단지,평산볼트기공사,서임순,"전북특별자치도 군산시 자유로 15-20 (소룡동, 유창ENG)",68112,비주거용 건물 임대업,032-772-5315,032-763-7072,1,기타 부동산 임대
개별입지,풍경주식회사,최명실,전북특별자치도 군산시 산북로 59-3 (산북동),28123,배전반 및 전기 자동제어반 제조업 외 2 종,070-4449-5050,070-4275-5515,10,"배전반,태양광 발전장치,자동제어반"
개별입지,풍년보리심,최문자,전북특별자치도 군산시 옥산면 백석로 54,10711,떡류 제조업 외 1 종,063-442-3359,063-442-3358,4,떡류
군산2국가산업단지,풍일목재(주),강민구,"전북특별자치도 군산시 자유무역로 139 (오식도동, 풍일목재)",16101,일반 제재업 외 2 종,063-467-5626,063-468-5626,19,"각재,침목,방부목재 등"
군산국가산업단지,피엔케이 주식회사,김영수,전북특별자치도 군산시 외항로 831 (소룡동),25112,구조용 금속 판제품 및 공작물 제조업 외 3 종,063-464-9870,063-468-9880,11,"금속 구조물, 일반 철물"
군산일반산업단지,피케이씨 주식회사,윤해구,전북특별자치도 군산시 임해로 494-16(소룡동),20129,기타 기초 무기 화학물질 제조업 외 3 종,063-450-1700,063-467-0249,54,"가성소다,  ,  ,  "
군산자유무역지역,픽스테아(주),박상규,"전북특별자치도 군산시 자유무역2길 45, 512-1 (오식도동) 외 1필지",26121,발광 다이오드 제조업 외 6 종,063-452-1114,063-453-4224,30,"터치테이블, LED조명장치및 전자부품"
개별입지,하늘산업기술(주),김해웅,전북특별자치도 군산시 서수면 신상용전길 67 외 4필지,30201,차체 및 특장차 제조업 외 2 종,000-0000-0000,063-453-1746,5,"차체 및 특장차, 소방차 특장"
개별입지,하롬,최예랑,"전북특별자치도 군산시 대학로 558, 창업보육센터 1114호(미룡동, 군산대학교)",20423,화장품 제조업,000-0000-0000,0504-376-1281,1,화장품
군산2국가산업단지,하이리움산업(주),김서영,"전북특별자치도 군산시 산단동서로 266 (오식도동, (유)원포커스)",25123,압축 및 액화 가스용기 제조업,02-1670-0609,031-8043-0018,10,압력용기 및 탱크(액화수소 저장용 탱크)
군산2국가산업단지,하이엑시움모터스 주식회사,윤재동,전북특별자치도 군산시 오식도동 868 번지,30121,승용차 및 기타 여객용 자동차 제조업,02-3398-3967,,8,여객용 자동차
군산2국가산업단지,하이호경금속(주),서일수,전북특별자치도 군산시 새만금북로 133 (오식도동),24212,"알루미늄 제련, 정련 및 합금 제조업",063-472-1810,063-466-5052,157,"잉고트, 빌레트"
군산2국가산업단지,하임테크(주),이상주,전북특별자치도 군산시 중가도길 8(오식도동),25112,구조용 금속 판제품 및 공작물 제조업,063-464-7284,070-8668-3330,3,그레이팅
군산국가산업단지,하임테크(주),이상주,전북특별자치도 군산시 동장산1길 9(소룡동),25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,063-464-7284,070-8668-3330,5,"그레이팅, 자동차부품 등"
군산국가산업단지,하임테크(주),이상주,전북특별자치도 군산시 자유로 233-115 (소룡동),30399,그 외 자동차용 신품 부품 제조업 외 1 종,063-464-7283,070-8668-3330,7,"스틸그레이팅, 스틸케이스(자동차수출용 받침대), 스틸케이스(자동차수출용 받침대)"
군산2국가산업단지,한국내화(주),"김용민, 김상배",전북특별자치도 군산시 산단남북로 30 (오식도동),23211,정형 내화 요업제품 제조업,041-359-2200,041-359-2299,14,"제철, 제강용 Purging Plug"
군산2국가산업단지,한국도장(주),최지근,전북특별자치도 군산시 자유무역로 73 (오식도동),25923,도장 및 기타 피막처리업,063-468-7701,063-468-7702,9,금속피막도장
군산일반산업단지,한국바스프(주)군산공장,이우석,"전북특별자치도 군산시 외항4길 57 (소룡동, BASF)",21101,의약용 화합물 및 항생물질 제조업,063-469-2486,063-463-0929,56,비타민B2
새만금국가산업단지,한국샤먼텅스텐금속재료 주식회사,FANG QI,전북특별자치도 군산시 새만금산단2로 195 (오식도동),24219,"기타 비철금속 제련, 정련 및 합금 제조업",000-0000-0000,,22,"산화텅스텐, 텅스텐산나트륨, 탄화텅스텐"
군산일반산업단지,한국세큐리트(주),강현준,"전북특별자치도 군산시 외항6길 77-31 (소룡동, 한국세큐리트)",23129,기타 산업용 유리제품 제조업 외 1 종,063-469-2312,063-469-2324,150,자동차용안전유리
군산옥구농공단지,한국세큐리트(주),강현준,전북특별자치도 군산시 옥구읍 광월안길 42,23119,기타 판유리 가공품 제조업,063-469-2310,063-469-2324,0,자동차 안전유리
군산2국가산업단지,한국유지 주식회사,김영훈,전북특별자치도 군산시 산단로 43 (오식도동),20422,"치약, 비누 및 기타 세제 제조업 외 1 종",063-732-7200,063-732-7203,6,"정제유, 정제글리세린"
군산국가산업단지,한국케미라화학(주),박필수,"전북특별자치도 군산시 자유로 233-9 (소룡동, 한국에카화학㈜)",20499,그 외 기타 분류 안된 화학제품 제조업 외 1 종,063-468-6363,063-468-6364,20,제지용약품
군산일반산업단지,한국특수가스(주),"한승문, 김진선",전북특별자치도 군산시 외항1길 32-12(소룡동),20121,산업용 가스 제조업,063-462-2414,063-467-4561,13,가스
군산국가산업단지,한국티비엠(주),이은창,전북특별자치도 군산시 소룡동번지 1594-3번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,063-471-9261,063-471-9265,31,트럭적재함
개별입지,한농영농조합법인,나윤영,전북특별자치도 군산시 임피면 항쟁로 400 (한농비료),20312,복합비료 및 기타 화학비료 제조업 외 1 종,063-453-3351,063-453-3385,8,퇴비비료
개별입지,한림인쇄협동조합,장인혜,전북특별자치도 군산시 조촌4길 30-3 (조촌동),18111,경 인쇄업 외 2 종,063-451-1001,063-445-7687,3,"팜플렛, 리플렛, 책자, 명함, 현수막등"
개별입지,한성산업,양원일,전북특별자치도 군산시 성산면 마동2길 21 (한성산업),20203,혼성 및 재생 플라스틱 소재 물질 제조업,063-453-9152,,3,플라스틱 재생원료
군산옥구농공단지,한성판유리상사,김광복,전북특별자치도 군산시 옥구읍 광월길 28-6,23129,기타 산업용 유리제품 제조업,063-446-6215,063-446-9900,4,복층유리
개별입지,한솔이엔지,박효원,전북특별자치도 군산시 십자다리길 74 (산북동),29241,건설 및 채광용 기계장비 제조업 외 3 종,063-465-1702,063-465-1703,6,금속가공제품
군산2국가산업단지,한솔이엔티,추은미,"전북특별자치도 군산시 산단동서로 88(오식도동, (주)한솔산업)",25991,금속 캔 및 기타 포장용기 제조업,063-468-3718,,1,"제품적치대,  철파렛트"
군산2국가산업단지,한양에프엔티,박현영,"전북특별자치도 군산시 중가도길 116 (오식도동, ㈜태주엔지니어림)",29150,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",063-462-3666,063-462-3688,3,산업용 개질로
군산2국가산업단지,한은산업,김용한,전북특별자치도 군산시 가도로 136 (소룡동),25113,육상 금속 골조 구조재 제조업,000-0000-0000,,10,"거푸집, 철구조물"
군산2국가산업단지,한일철망산업,강희상,전북특별자치도 군산시 산단동서로 227 (오식도동),25944,금속선 가공제품 제조업 외 1 종,063-461-7733,063-471-9914,18,"용접철망, 보행매트, 철선 금속선 직물"
개별입지,한정식품,한상택,"전북특별자치도 군산시 내항2길 312, 401호 (해망동)",10212,수산동물 건조 및 염장품 제조업 외 1 종,070-8889-7491,,0,"전복,해삼"
군산임피농공단지,해냄기업(주),조성철,전북특별자치도 군산시 임피면 항쟁로 43-5,26429,기타 무선 통신장비 제조업 외 10 종,063-465-2846,063-465-6846,13,"무선통신 장비,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
개별입지,해성고속,송하정,전북특별자치도 군산시 소룡동 1019-149,31114,선박 구성 부분품 제조업,063-446-7504,063-446-3489,1,"프로펠러 축 , 엔진가대"
군산2국가산업단지,해성패키징,최진옥,전북특별자치도 군산시 산단남북로 157 (오식도동),16231,목재 깔판류 및 기타 적재판 제조업 외 1 종,063-468-9960,063-468-9961,5,"목재팰릿, 수출박스 등"
군산2국가산업단지,해원마린조선소,전병이,전북특별자치도 군산시 가도로 149-11(오식도동),31112,합성수지선 건조업,000-0000-0000,,5,FRP 선박
군산2국가산업단지,해원엠에스씨(주),"최전호, 정용광",전북특별자치도 군산시 산단남북로 61 (오식도동),23994,암면 및 유사제품 제조업,061-759-2500,061-759-2505,69,
군산2국가산업단지,해전산업(주),김형식,전북특별자치도 군산시 가도로 154 (소룡동),29169,기타 물품 취급장비 제조업 외 15 종,063-466-9441,063-466-9443,31,"농업용 수문, 수문밸브, 권양기, 수처리기"
군산국가산업단지,해풍수산,김귀숙,,10212,수산동물 건조 및 염장품 제조업,000-0000-0000,063-445-5842,10,건새우
군산2국가산업단지,행복한 정밀,이연형,전북특별자치도 군산시 가도로 109 (오식도동),25924,절삭가공 및 유사처리업 외 1 종,063-468-1446,,6,금속 절삭 가공
군산2국가산업단지,향상기업(주),류영진,전북특별자치도 군산시 가도안2길 77 (오식도동),25113,육상 금속 골조 구조재 제조업 외 1 종,063-471-1773,063-471-1775,12,태양광 발전 구조물
군산2국가산업단지,허브앤우드,김영민,전북특별자치도 군산시 중가도길 76 (오식도동),16102,표면 가공 목재 및 특정 목적용 제재목 제조업 외 4 종,063-467-7841,063-467-7842,2,"목재,판재,각재"
군산2국가산업단지,현대에스티(주),신대식,"전북특별자치도 군산시 산단동서로 80-7 (오식도동, 현대스텐레스철강㈜) (총 2 필지) 외 1필지",25924,절삭가공 및 유사처리업,063-462-4469,063-462-4467,18,"특수강, 금속편재 외"
군산임피농공단지,현대종합기계(주),변금용,전북특별자치도 군산시 임피면 동군산로 810-42,29250,음ㆍ식료품 및 담배 가공기계 제조업 외 2 종,063-451-0811,063-451-0816,11,"닭고기 절단기,  유수분리장치, box세척기, 병세척기 등"
개별입지,현도기계시스템,안미선,"전북특별자치도 군산시 옥녀로 6-59, 105호 (내초동)",28909,그 외 기타 전기장비 제조업,063-464-9202,063-464-9203,2,용접기
개별입지,현우산업,차태용,전북특별자치도 군산시 임사안3길 8 (산북동),22223,플라스틱 창호 제조업,000-0000-0000,,3,PVC창호
군산2국가산업단지,현일건설,김용석,전북특별자치도 군산시 오식도동 834-15번지,25113,육상 금속 골조 구조재 제조업 외 1 종,032-461-7175,032-472-8846,7,강구조물
개별입지,협동조선소,박태봉,전북특별자치도 군산시 해망로 398 (해망동),31111,강선 건조업 외 3 종,063-442-3535,063-445-3595,4,강선 및 목선
개별입지,형제목형,정점수,전북특별자치도 군산시 개정면 아동북길 46-12,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,063-453-0134,063-453-9030,2,기계주물목형
군산옥구농공단지,혜성식품,오현세,전북특별자치도 군산시 옥구읍 상평로 295-8,10742,천연 및 혼합조제 조미료 제조업,000-0000-0000,,4,향신료(고춧가루 등)
군산임피농공단지,호남기전,조광식,전북특별자치도 군산시 임피면 항쟁로 43-5,28123,배전반 및 전기 자동제어반 제조업,063-467-9275,063-467-9276,7,"배전반, 전기자동제어반"
군산2국가산업단지,호야홈텍(주),박진철,전북특별자치도 군산시 외항로 937 (오식도동),22229,기타 건축용 플라스틱 조립제품 제조업,063-467-9800,063-467-9801,7,건축용 플라스틱 제품
군산국가산업단지,호야홈텍(주) 2공장,박진철,전북특별자치도 군산시 자유로 233-69 (소룡동),22229,기타 건축용 플라스틱 조립제품 제조업,063-467-9800,063-467-9801,3,건축자재(플라스틱 복합소재 난방 판넬 제조 외)
개별입지,호원전장,고선태,전북특별자치도 군산시 서수면 서수리 373-1,30332,자동차용 신품 전기장치 제조업 외 1 종,070-8822-9578,063-451-9578,15,와이어링 하니스
군산2국가산업단지,호평중공업(주),조강식,전북특별자치도 군산시 자유무역로 140 (오식도동),25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 8 종",063-546-3091,063-546-3093,83,"수문, 제진기, 펌프 등"
군산2국가산업단지,홍산텍 주식회사,홍덕기 ,전북특별자치도 군산시 산단남북로 154-19(오식도동),29241,건설 및 채광용 기계장비 제조업,032-888-1692,032-888-1694,3,중장비 Attachments(Quick coupler외 다수품)
개별입지,홍익,송윤자,전북특별자치도 군산시 개사동 678-2번지,33910,간판 및 광고물 제조업,063-471-2700,063-837-4003,15,"간판, 광고물 등"
