연번,시군,회사명,공장대표주소(도로명),전화번호,주생산품
10096,음성군,사과꽃향기,충청북도 음성군 음성읍 가섭길 140,043-872-2371,"복숭아병조림,사과즙"
10097,음성군,사단법인 대한장애인문화예술협회 작업장,충청북도 음성군 감곡면 감노로 679-25,,화장실 칸막이
10098,음성군,사운드쉴드(주),충청북도 음성군 대소면 대소산단로 81-10,,댐퍼
10099,음성군,산마을영농조합법인,충청북도 음성군 금왕읍 유촌산단1길 76,054-861-7212,채소절임가공
10100,음성군,삼덕금속(주),충청북도 음성군 원남면 원남산단1길 62,043-750-8286,"귀금속, 비철금속, 도금약품"
10101,음성군,삼덕식품,"충청북도 음성군 생극면 송곡길 99-12, (송곡리 400-1)",043-877-2556,볶음땅콩
10102,음성군,삼미스피커(주),충청북도 음성군 원남면 백마령길 51 외 4필지,043-872-9811,스피커
10103,음성군,삼보식품,충청북도 음성군 생극면 차평리 477 외 3필지,,고추가루
10104,음성군,삼보한과,충청북도 음성군 생극면 대금로 1975,043-878-0683,"산자,약과"
10105,음성군,삼산물산,충청북도 음성군 대소면 내산길97번길 32,,"호스(농업용, 에어용)"
10106,음성군,삼서공업(주),"충청북도 음성군 대소면 한삼로153번길 123, (삼정리 722-12) (총 3 필지) 외 2필지",043-877-8272,"상온 아스팔트 콘크리트, 맨홀철재받침용 높이조절재"
10107,음성군,삼성개발,충청북도 음성군 금왕읍 오선리 278,,철골부재
10108,음성군,삼성엠에프씨(주),충청북도 음성군 생극면 송곡리 306번지,043-883-6848,크랙보수 씰
10109,음성군,삼성이엔지,충청북도 음성군 생극면 송곡리 304,043-881-4407,철구조물
10110,음성군,삼성정밀,충청북도 음성군 삼성면 하이텍산단로 28-39 외 1필지,,로라 에어샤프트
10111,음성군,삼성창호,충청북도 음성군 대소면 부윤리 401-40번지,043-881-3515,창호제품
10112,음성군,삼성컨테이너,충청북도 음성군 삼성면 덕정리 28-1 외 3필지,,컨테이너
10113,음성군,삼성콘크리트(주),충청북도 음성군 삼성면 덕호로 543,,콘크리트 옹벽블록
10114,음성군,삼승기계,충청북도 음성군 대소면 삼양로 974,043-882-8111,"송풍기,환풍기"
10115,음성군,삼양냉동,충청북도 음성군 대소면 가신길 18,043-878-4264,"냉장고, 냉동기"
10116,음성군,삼양특수화학(주),충청북도 음성군 맹동면 두성리 784번지,043-877-1842,유류첨가제
10117,음성군,삼우기연(주),"충청북도 음성군 금왕읍 음성로 1342, (정생리244) 외 2필지",043-877-5697,"교량용 신축이음장치, 집수구, 교량배수시설, 교량점검시설, 방음벽, 난간"
10118,음성군,삼우산기(주),충청북도 음성군 맹동면 리노산단길 14,043-878-7091,분말소화약제 및 소화기
10119,음성군,삼우엠텍(주),충청북도 음성군 금왕읍 음성로 1342 외 2필지,02-6472-0944,"교량용 신축이음장치, 집수구, 교량배수시설, 교량점검시설"
10120,음성군,삼우플랜트(주),"충청북도 음성군 원남면 원남산단로 194, (상노리 747)",043-873-3811,철구조물
10121,음성군,삼원금속,충청북도 음성군 삼성면 천평리 463-5 외 2필지,,"배관자재(엘보,티)"
10122,음성군,삼원전선(주),충청북도 음성군 대소면 오류리 892,043-882-8121,절연케이블
10123,음성군,삼원테크,충청북도 음성군 금왕읍 유촌로 266-16 외 2필지,043-878-9900,"프레스가공품(자동차,전자등)"
10124,음성군,삼육지관공업사,충청북도 음성군 맹동면 덕금로 166,043-882-0036,"지관,지기"
10125,음성군,삼일,충청북도 음성군 원남면 0 번지 2B 2L,051-271-1894,"자동차부품, 전자부품, 휴대폰부품"
10126,음성군,삼일변압기(주),충청북도 음성군 삼성면 상곡로 48,043-877-4529,"변압기,개폐기류"
10127,음성군,삼일산업,충청북도 음성군 삼성면 상곡로 131-5,,건축물 철구조물
10128,음성군,삼일테크,충청북도 음성군 금왕읍 내송리 산 30 -9,,산업기계
10129,음성군,삼정개발,충청북도 음성군 감곡면 오향리 산 47-3번지,,건축용석판
10130,음성군,삼정실업(주),충청북도 음성군 대소면 삼정리 402-2,,"육포(돈육, 우육, 오리육)"
10131,음성군,삼정양행,충청북도 음성군 음성읍 신용로21번길 17,043-872-8640,"동력연무기,연막소독기"
10132,음성군,삼정양행(주),충청북도 음성군 음성읍 신용로21번길 17,043-872-8640,"연막소독기, 동력연무기, 초미립자살포기"
10133,음성군,삼진이엔지,충청북도 음성군 음성읍 한불로69번길 7 외 1필지,043-872-2893,"관리표지못, 경고테이프, 매설경고시트"
10134,음성군,삼창씨앤에스(주),충청북도 음성군 생극면 음성로 1917,,컨테이너
10135,음성군,삼창전기,충청북도 음성군 대소면 삼양로 850,043-877-5579,편각동선
10136,음성군,삼포산업(주),충청북도 음성군 금왕읍 무극로65번길 41,043-878-4880,"동파이프,동관"
10137,음성군,삼호석재(주),충청북도 음성군 삼성면 대청로 96,043-881-8818,"석재다이아윤활제,석재용다이아몬드톱"
10138,음성군,삼화정공사(주),충청북도 음성군 금왕읍 금일로 257 외 1필지,043-882-7080,탁상드릴머신
10139,음성군,삼화정공사(주) 6공장,충청북도 음성군 금왕읍 도청리 645-3,,시스템창호 부품
10140,음성군,상녹제약,충청북도 음성군 대소면 삼양로 738-4,,녹용 및 녹각
10141,음성군,상연샤시,충청북도 음성군 금왕읍 용계리 259,,PVC샤시
10142,음성군,상우산업,충청북도 음성군 대소면 대동로428번길 57,,유러폼
10143,음성군,상원상공(주),충청북도 음성군 생극면 신양리 892번지,031-677-2517,"락스, 트래펑, 플라스틱용기"
10144,음성군,상준레이져 산업,충청북도 음성군 대소면 대금로54번길 44,,산업용금속가공기계부품
10145,음성군,상진전선(주),충청북도 음성군 금왕읍 초금로 457-30 (금왕읍) 외 5필지,043-882-2700,합성수지 절연전선
10146,음성군,새론케미칼(주),충청북도 음성군 소이면 중동길52번길 28-10,043-873-1470,합성수지
10147,음성군,새한비엔피 (주),충청북도 음성군 원남면 상당리 702번지,043-873-3051,플라스틱 제품
10148,음성군,생그루팜,충청북도 음성군 삼성면 덕호로 438,070-7722-6801,동결건조분말
10149,음성군,생극목재,충청북도 음성군 생극면 음성로 1498,043-877-0005,목재가공
10150,음성군,서경창호,충청북도 음성군 금왕읍 덕금로 933 외 6필지,043-882-4536,플라스틱 창호
10151,음성군,서보산업(주),충청북도 음성군 대소면 대금로196번길 52 외 1필지,043-535-1922,"유로폼, 철구조물"
10152,음성군,서보산업(주)(제3공장),충청북도 음성군 대소면 대금로196번길 47,043-535-1922,"철구조물, 유로폼"
10153,음성군,서보산업(주)(제4공장),충청북도 음성군 대소면 대금로196번길 42,043-535-1922,유로폼
10154,음성군,서보산업(주)제2공장,충청북도 음성군 대소면 대금로196번길 87,043-535-1922,마스크
10155,음성군,서보산업(주)제6공장,충청북도 음성군 대소면 대금로196번길 53 외 1필지,043-535-1922,"AL유로폼,조립식패널, 철구조물"
10156,음성군,서신식품(주),충청북도 음성군 맹동면 맹동산단로 62,043-882-0617,"포장두부, 가공두부"
10157,음성군,서영,충청북도 음성군 감곡면 행군이길 87-14,043-883-6988,화물 바
10158,음성군,서용건설(주),충청북도 음성군 대소면 대풍리 240-1,02-523-5491,"유로롬, 알루미늄폼, 갱폼"
10159,음성군,서우가설산업,충청북도 음성군 대소면 대동로 675-23 외 1필지,,유로폼
10160,음성군,서울강화,충청북도 음성군 생극면 송곡길 22,043-878-8601,실내놀이터 미끄럼틀
10161,음성군,서울광학산업(주),충청북도 음성군 생극면 이진말길 10-37 (총 2 필지) 외 1필지,043-878-4011,"렌즈,프리즘"
10162,음성군,서울안전유리(주),충청북도 음성군 대소면 대물로 70-21,043-878-6260,"강화유리, 접합유리"
10163,음성군,서울자동차공업사,충청북도 음성군 감곡면 북부로 140 (감곡면),043-882-9993,건설기계정비
10164,음성군,서울전선(주),충청북도 음성군 삼성면 멍심이길 27-20 외 1필지,043-879-7200,"광/전 복합케이블, 기타절연선 및 케이블, 나동선, 알루미늄연선"
10165,음성군,서울통신(주),충청북도 음성군 삼성면 멍심이길 31,043-877-3831,"절연선, 케이블"
10166,음성군,서원크린테크(주),충청북도 음성군 대소면 부윤리 444-2,055-342-5402,일체형 거푸집
10167,음성군,서원테크,충청북도 음성군 대소면 삼호리 512-2,,플라스틱샤시 창호
10168,음성군,서일산업,충청북도 음성군 생극면 임곡길 168-56 (총 3 필지),,플라스틱원료
10169,음성군,서진산업,충청북도 음성군 삼성면 천평리산 27-27 외 1필지,,"선풍기, 히터, 청소기"
10170,음성군,서진하이텍,충청북도 음성군 음성읍 음성로 653,043-873-1136,"LED교통신호등, LED보안등,음향신호기"
10171,음성군,서페이스 스토리,충청북도 음성군 금왕읍 유촌산단1길 37,031-373-5302,EPDM 고무칩
10172,음성군,서해열처리,충청북도 음성군 원남면 원남산단1길 31-31,031-492-2921,자동차 부품 열처리 임가공
10173,음성군,석기산업,충청북도 음성군 맹동면 덕금로323번길 42-4,043-877-7254,플라스틱창문제조
10174,음성군,석원(주),충청북도 음성군 금왕읍 생삼로 581-6,043-878-1508,"납골안치단,납골함(포장용),플라스틱문틀,전기자재(차단기)"
10175,음성군,선경산업,충청북도 음성군 금왕읍 행제길 38-8 (대진산업),043-877-6877,펠트
10176,음성군,선다코리아(주),충청북도 음성군 삼성면 대청로 322 외 3필지,043-883-8301,"태양열집열기,태양광발전장치"
10177,음성군,선도산업(주),충청북도 음성군 금왕읍 대금로 1116 (총 2 필지) 외 1필지,043-877-2256,산업용고압가스
10178,음성군,선도식품,충청북도 음성군 감곡면 사곡길79번길 1,043-877-1850,"우동소스,메밀소스,갈비양념소스"
10179,음성군,선바이오연구소(주),충청북도 음성군 원남면 원남산단1길 55,02-454-8117,사료
10180,음성군,선우,충청북도 음성군 음성읍 충청대로 1620-30,043-873-7335,"물비누, 샴푸, 소독, 살균제"
10181,음성군,선우정밀(주),충청북도 음성군 대소면 내산길 21-13 (선우정밀(주)),043-883-2616,신관부품
10182,음성군,선우정밀(주)제2공장,충청북도 음성군 대소면 내산길 21-17 외 1필지,043-883-2616,방산부품
10183,음성군,선이인터내셔날(주),충청북도 음성군 삼성면 대성로380번길 200 외 2필지,043-883-4775,"금속외장패널,목재흠음패널,목재가구"
10184,음성군,선일케미칼(주),충청북도 음성군 대소면 한삼로91번길 46 외 5필지,043-882-5861,각종용기
10185,음성군,선진금속(주),충청북도 음성군 대소면 부윤리 167,031-432-2910,볼트류
10186,음성군,선하통상(주)음성공장,충청북도 음성군 대소면 대동로428번길 24 외 1필지,043-877-2181,"페이퍼타올,냅킨,변기카바,베게피,의자카바, 비닐카바"
10187,음성군,설성산업,충청북도 음성군 감곡면 상우길 103-26,,톱밥
10188,음성군,설성한과,충청북도 음성군 감곡면 가곡로469번길 56-1,043-882-2359,곡물과자
10189,음성군,성각산업,충청북도 음성군 대소면 성본리 713-4,,PVC창호
10190,음성군,성광우레탄,충청북도 음성군 삼성면 천평길104번길 23-16,,우레탄보드
10191,음성군,성도프라스틱,충청북도 음성군 삼성면 청용로 449-38 외 2필지,043-878-6937,전기배관부속(노말밴드등)
10192,음성군,성림연마(주),충청북도 음성군 삼성면 대청로 256-21,031-996-6206,"연마스텐파이프,연마강관"
10193,음성군,성민산업,충청북도 음성군 금왕읍 행제길 66 (총 3 필지) 외 2필지,043-877-1335,"부직포및 펠트, 매트리스패드"
10194,음성군,성민산업 제2공장,"충청북도 음성군 금왕읍 행제길 38-10, 내 나동 일부 외 1필지",043-878-5342,토목용부직포
10195,음성군,성보스틸(주),충청북도 음성군 금왕읍 멍심이길 261,043-882-9607,철강가공품
10196,음성군,성산강재(주),충청북도 음성군 금왕읍 초금로 704-38,043-881-0365,와이어로프
10197,음성군,성우산업,충청북도 음성군 생극면 관성리 128 외 1필지,02-3453-9474,PVC창틀
10198,음성군,성우산업기계(주),충청북도 음성군 삼성면 새미실길 70 외 3필지,043-883-6067,철구조물
10199,음성군,성우식품,충청북도 음성군 원남면 덕정리 172-1,,선식
10200,음성군,성우오토텍(주),충청북도 음성군 원남면 원남산단로 160,041-523-5851,"Caliper Housing, Master Cylinder Body 등"
10201,음성군,성운디엘에스,충청북도 음성군 삼성면 상곡리 13번지,,식품첨가소독제(퓨스텔75)
10202,음성군,성원,충청북도 음성군 대소면 대금로105번길 81-6 외 3필지,043-535-1901,"탱크,열교환기,포장기등"
10203,음성군,성원고무롤,충청북도 음성군 삼성면 청용리 362-3,043-883-3621,산업용 고무롤
10204,음성군,성원산업,충청북도 음성군 대소면 소석리 292-1 외 6필지,,H-BEAM
10205,음성군,성원테크,충청북도 음성군 대소면 오류리 640-8번지,043-878-1905,포장기계
10206,음성군,성음금속,충청북도 음성군 금왕읍 금일로371번길 33-8 (총 2 필지) 외 1필지,043-881-1811,차단봉
10207,음성군,성일가설산업,충청북도 음성군 대소면 삼호리 산 5,,가설천막
10208,음성군,성일종합개발 (주),충청북도 음성군 감곡면 영산로421번길 6 외 2필지,043-877-9072,프리케스트 콘크리트(PC)
