연번,업체명,업종구분,산업분류코드,소재지,전화번호,팩스번호,고용인원 수,데이터기준일자
1929,원프로텍,골판지 제조업 외 1 종,17211,충청북도 음성군 금왕읍 금일로 612 외 2필지,043-877-4333,043-877-4334,18,2025-08-31
1930,원플라이,"박판, 합판 및 유사 적층판 제조업",16211,충청북도 음성군 원남면 상경로 364-14 외 4필지,,,1,2025-08-31
1931,원형기업,금속선 가공제품 제조업,25944,충청북도 음성군 생극면 오신로445번길 84,,031-886-4090,10,2025-08-31
1932,월드컵콘테이너,기타 구조용 금속제품 제조업,25119,충청북도 음성군 음성읍 용광로 191 외 2필지,043-872-1650,043-872-1651,6,2025-08-31
1933,웰드피아,그 외 기타 전기장비 제조업 외 2 종,28909,충청북도 음성군 금왕읍 각구실길223번길 58,043-877-3113,,2,2025-08-31
1934,웰테크(주) 음성지점,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 대소면 삼양로352번길 89-34,041-564-0423,043-882-9886,2,2025-08-31
1935,웰텍,전자 응용 절삭기계 제조업,29221,충청북도 음성군 감곡면 사곡길 104-9,043-882-9917,043-882-9918,3,2025-08-31
1936,윈테크,그 외 기타 플라스틱 제품 제조업,22299,충청북도 음성군 대소면 대동로 583-21 외 1필지,,,5,2025-08-31
1937,윈테크(제2공장),합성섬유 제조업,20501,충청북도 음성군 대소면 한삼로91번길 41,043-877-1110,070-8282-2991,7,2025-08-31
1938,윈팩,플라스틱 창호 제조업,22223,충청북도 음성군 삼성면 덕호로 252,043-877-1258,043-877-1477,4,2025-08-31
1939,유니소재(주),일반용 도료 및 관련제품 제조업,20411,충청북도 음성군 맹동면 이수로 137,043-878-8341,043-878-8340,10,2025-08-31
1940,유라통상(주),전동기 및 발전기 제조업,28111,충청북도 음성군 맹동면 두레로 174,02-868-9441,02-862-4372,7,2025-08-31
1941,유림,일반철물 제조업,25932,충청북도 음성군 대소면 대금로105번길 77,031-766-6804,031-765-2261,5,2025-08-31
1942,유림알앤에스(주),끈 및 로프 제조업 외 1 종,13921,충청북도 음성군 감곡면 가곡로 417-28,043-881-5651,043-881-5652,7,2025-08-31
1943,유성실업,종이 포대 및 가방 제조업,17221,충청북도 음성군 원남면 원남산단1길 31-10,02-498-4363,02-498-0290,7,2025-08-31
1944,유안산업,금속 캔 및 기타 포장용기 제조업,25991,충청북도 음성군 금왕읍 대금로 1089-31 외 1필지,043-881-0233,043-881-0230,7,2025-08-31
1945,유일중앙영업소,기타 목재가구 제조업,32029,"충청북도 음성군 삼성면 덕호로 546-18, 다동 외 1필지",,02-716-3898,10,2025-08-31
1946,유진섬유,모직물 직조업,13212,충청북도 음성군 삼성면 대덕로 333,043-882-4873,043-882-4873,2,2025-08-31
1947,유진전기제어,배전반 및 전기 자동제어반 제조업,28123,충청북도 음성군 대소면 삼정리 477-1,043-883-2457,,3,2025-08-31
1948,유한농산,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 생극면 생삼로207번길 105,043-881-7260,043-881-9261,5,2025-08-31
1949,유한회사 선재테크,구조용 금속 판제품 및 공작물 제조업,25112,충청북도 음성군 대소면 삼양로 952,031-663-6983,031-664-6983,2,2025-08-31
1950,유한회사 솔라엣지테크놀로지스코리아,운송장비용 이차전지 제조업 외 1 종,28202,충청북도 음성군 맹동면 태정로 66 외 4필지,031-362-0100,031-362-0190,18,2025-08-31
1951,유화산업,암면 및 유사제품 제조업 외 1 종,23994,충청북도 음성군 생극면 일생로 418,,043-878-1452,2,2025-08-31
1952,윤성기계,육상 금속 골조 구조재 제조업 외 3 종,25113,충청북도 음성군 금왕읍 유촌로 168-3 외 2필지,,,5,2025-08-31
1953,으뜸식품,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 감곡면 상우리 352-3번지,043-882-1838,043-882-1837,4,2025-08-31
1954,음성군농협쌀조합공동사업법인,곡물 도정업,10511,충청북도 음성군 소이면 충도로 637 (총 2 필지) 외 1필지,043-873-4861,043-872-1769,9,2025-08-31
1955,음성군농협쌀조합공동사업법인,곡물 도정업,10511,충청북도 음성군 금왕읍 금일로 73 외 2필지,043-873-4861,,11,2025-08-31
1956,음성군농협쌀조합공동사업법인,곡물 도정업 외 2 종,10511,충청북도 음성군 금왕읍 금일로284번길 26,043-878-6569,043-877-4084,10,2025-08-31
1957,음성농협농산물유통센터,기타 과실ㆍ채소 가공 및 저장 처리업,10309,충청북도 음성군 음성읍 반기문로 27,043-872-4156,043-873-7277,11,2025-08-31
1958,음성매실장마을,장류 제조업,10833,충청북도 음성군 금왕읍 음성로1340번길 74,,,3,2025-08-31
1959,음성양조장,탁주 및 약주 제조업,11111,충청북도 음성군 음성읍 용광로114번길 51 외 2필지,043-872-4191,043-872-3343,5,2025-08-31
1960,음성전통장류연구회작목반,장류 제조업,10833,충청북도 음성군 금왕읍 선정로97번길 87 (총 3 필지) 외 2필지,043-877-1212,,2,2025-08-31
1961,음성제재소,일반 제재업 외 1 종,16101,충청북도 음성군 음성읍 음성로 280,043-873-0579,,3,2025-08-31
1962,음성제재소 제2공장,일반 제재업,16101,충청북도 음성군 음성읍 생음대로 384,043-873-0579,043-873-0578,3,2025-08-31
1963,음성청결고추가루가공공장,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 소이면 충도로 645 외 1필지,043-873-4861,043-872-1769,5,2025-08-31
1964,음성청결고춧가루가공공장,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 소이면 충도로 645,043-871-3693,043-871-1912,5,2025-08-31
1965,이가식품(주),떡류 제조업,10601,충청북도 음성군 대소면 대금로511번길 149-3,043-872-6036,043-872-6033,4,2025-08-31
1966,이니스트에스티(주),생물 의약품 제조업 외 1 종,21211,충청북도 음성군 금왕읍 본대리 152-1 외 1필지,043-882-7280,,51,2025-08-31
1967,이레시스템창호(주),플라스틱 창호 제조업,22223,충청북도 음성군 대소면 대금로 742-71 외 1필지,043-750-8878,070-7575-2751,5,2025-08-31
1968,이룸가설렌탈,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 삼성면 금일로700번길 52-43 외 3필지,,031-642-9990,4,2025-08-31
1969,이모네,장류 제조업,10833,충청북도 음성군 소이면 갑산리 612-6,,,2,2025-08-31
1970,이삭식품(주),김치류 제조업 외 1 종,10301,"충청북도 음성군 맹동면 맹동산단1길 47-22, 맹동국민임대산업단지",043-883-2444,043-883-2447,25,2025-08-31
1971,이에스티,포장용 플라스틱 성형용기 제조업,22232,충청북도 음성군 음성읍 한불로69번길 14,043-872-4628,043-872-4620,11,2025-08-31
1972,이에이치인더스트리(주),기타 플라스틱 발포 성형제품 제조업,22259,충청북도 음성군 금왕읍 유촌산단1길 36,043-881-0012,043-881-0017,17,2025-08-31
1973,이음전기,배전반 및 전기 자동제어반 제조업,28123,충청북도 음성군 음성읍 신용로 44-7,,,5,2025-08-31
1974,이지스(주),계면활성제 제조업,20421,충청북도 음성군 맹동면 덕금로87번길 11-19,043-881-3465,043-881-3468,11,2025-08-31
1975,이피캠텍(주),일반용 도료 및 관련제품 제조업 외 3 종,20411,충청북도 음성군 삼성면 용성리 77-7,043-878-6056,043-878-6057,29,2025-08-31
1976,이화섬유,편조원단 제조업,13300,충청북도 음성군 원남면 상당리 716번지,043-724-2801,043-724-2802,30,2025-08-31
1977,인성제약(주),건강보조용 액화식품 제조업 외 3 종,10896,충청북도 음성군 대소면 대동로428번길 57-2,043-877-9595,043-877-9596,45,2025-08-31
1978,인성제약(주)제2공장,그 외 기타 식료품 제조업,10899,충청북도 음성군 대동로428번길 63 (대소면),043-877-9595,043-877-9596,15,2025-08-31
1979,인창기건(주),육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 금왕읍 행제길 7-33 외 1필지,043-882-8040,043-882-8028,34,2025-08-31
1980,인터바스(주),위생용 및 산업용 도자기 제조업,23222,충청북도 음성군 대소면 대동로537번길 102 (총 7 필지),043-878-0171,043-882-7520,13,2025-08-31
1981,인팩이피엠(주),그 외 자동차용 신품 부품 제조업 외 1 종,30399,충청북도 음성군 금왕읍 진성로 1819 외 1필지,043-535-5011,043-535-2678,52,2025-08-31
1982,인팩케이블(주),그 외 자동차용 신품 부품 제조업 외 4 종,30399,충청북도 음성군 대소면 대금로 160,043-535-5011,043-535-2678,70,2025-08-31
1983,일산이엔지,기타 절연선 및 케이블 제조업,28302,충청북도 음성군 대소면 오태로116번길 225-64,,,5,2025-08-31
1984,일산전선 주식회사,기타 절연선 및 케이블 제조업,28302,충청북도 음성군 금왕읍 삼봉리 364,,,27,2025-08-31
1985,일산전선(주) 제2공장,기타 절연선 및 케이블 제조업,28302,충청북도 음성군 대소면 삼정리 758-4 외 1필지,,,47,2025-08-31
1986,일성정공(주),기타 음향기기 제조업 외 5 종,26529,충청북도 음성군 원남면 백마령길 53,043-872-8847,043-872-8849,6,2025-08-31
1987,일순이네매운양념족발보쌈,천연 및 혼합조제 조미료 제조업,10832,"충청북도 음성군 삼성면 대성로 618-4, 2층 (삼성면)",043-877-8839,,1,2025-08-31
1988,일신소재(주),비금속광물 분쇄물 생산업,23993,충청북도 음성군 소이면 소이로 654 (총 3 필지) 외 2필지,031-756-3710,031-756-3711,7,2025-08-31
1989,일양약품(주),기초 의약 물질 제조업 외 1 종,21100,충청북도 음성군 금왕읍 대금로 1291,070-7165-4200,070-7159-2008,58,2025-08-31
1990,일월산업,가정용 전기 난방기기 제조업 외 2 종,28512,충청북도 음성군 대소면 대금로 6-77 외 7필지,043-533-0882,,10,2025-08-31
1991,일진다이아몬드(주),기타 기초 유기화학 물질 제조업 외 2 종,20119,충청북도 음성군 대소면 대금로 157 외 18필지,043-879-4800,043-879-4888,235,2025-08-31
1992,일진디스플레이(주),발광 다이오드 제조업 외 1 종,26121,충청북도 음성군 대소면 대금로 157 외 18필지,043-879-4477,043-879-4877,38,2025-08-31
1993,일화상사,인형 및 장난감 제조업,33401,충청북도 음성군 대소면 삼양로 838-35,043-881-6645,043-881-6686,1,2025-08-31
1994,임대산업,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 금왕읍 봉곡길 93-9 외 3필지,043-882-0193,043-877-0803,5,2025-08-31
1995,자연애벗(주),육류 기타 가공 및 저장처리업 (가금류 제외) 외 3 종,10129,충청북도 음성군 맹동면 맹동산단1길 27-30,070-8858-8309,050-266-9294,20,2025-08-31
1996,자연채영농조합법인,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,10309,충청북도 음성군 삼성면 하이텍산단로 135,043-883-7577,043-883-7576,10,2025-08-31
1997,자연채영농조합법인,과실 및 그 외 채소 절임식품 제조업 외 1 종,10302,충청북도 음성군 삼성면 하이텍산단로 133,043-883-7577,043-883-7576,35,2025-08-31
1998,재현환경기술(주),기체 여과기 제조업,29175,충청북도 음성군 금왕읍 금일로 247-14,,031-988-5962,10,2025-08-31
1999,전진건설로봇(주),건설 및 채광용 기계장비 제조업 외 2 종,29241,충청북도 음성군 금왕읍 대금로 1264 외 9필지,043-879-2650,043-877-5410,160,2025-08-31
2000,전진건설로봇(주) AS센터,건설.광업용 기계 및 장비 수리업,34011,충청북도 음성군 금왕읍 초금로 729 외 1필지,043-873-2652,043-877-5410,5,2025-08-31
2001,정도산업(주),레미콘 제조업,23322,충청북도 음성군 생극면 오생리 51,043-750-7990,043-750-7993,5,2025-08-31
2002,정안글라스텍(주),기타 판유리 가공품 제조업,23119,충청북도 음성군 선정로 161 (삼성면),043-877-5101,043-878-5103,10,2025-08-31
2003,정안글라스텍(주) 제2공장,기타 판유리 가공품 제조업 외 1 종,23119,충청북도 음성군 금왕읍 신내로695번길 25 외 2필지,043-877-5101,043-878-5103,15,2025-08-31
2004,정우제재산업,일반 제재업,16101,충청북도 음성군 생극면 생리 504,,043-877-6448,5,2025-08-31
2005,정우컵,그 외 기타 종이 및 판지 제품 제조업,17909,충청북도 음성군 삼성면 용성리 426-5번지 (용성로115),043-882-0927,043-882-0928,4,2025-08-31
2006,제이문,그 외 기타 플라스틱 제품 제조업,22299,충청북도 음성군 삼성면 대덕로 267-36,043-878-8090,043-878-8095,6,2025-08-31
2007,제이앤더블유,플라스틱 접착처리 제품 제조업,22291,충청북도 음성군 대소면 대금로 6-77 외 7필지,043-533-0882,043-535-0882,3,2025-08-31
2008,제이에스덕일,표면처리 및 적층 직물 제조업,13994,충청북도 음성군 금왕읍 유촌로232번길 48-11 외 3필지,043-883-1055,043-883-1058,15,2025-08-31
2009,제이엠클리닉(주),기타 직물제품 제조업,13229,충청북도 음성군 금왕읍 금일로 257 나동,,,3,2025-08-31
2010,제이와이,그 외 기타 고무제품 제조업,22199,충청북도 음성군 소이면 대장로 57,070-8849-5590,,15,2025-08-31
2011,제이지바이오(주)농업회사법인,인삼식품 제조업,10895,충청북도 음성군 금왕읍 진성로 1923-14 외 4필지,043-881-2328,043-882-2328,11,2025-08-31
2012,제이케이(JK)금속,금속 열처리업,25921,충청북도 음성군 대소면 대물로 75-14,043-883-8458,,3,2025-08-31
2013,제이팩코리아,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 맹동면 봉현리 303-4,,,5,2025-08-31
2014,제이피,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 금왕읍 용담길 69 (총 2 필지),,043-883-9853,7,2025-08-31
2015,제이피,육류 포장육 및 냉동육 가공업 (가금류 제외),10122,충청북도 음성군 삼성면 능산리 172-4,043-883-3578,043-882-5166,0,2025-08-31
2016,제이현(주),기타 무선 통신장비 제조업,26429,충청북도 음성군 삼성면 대청로 322 외 3필지,031-882-3487,,0,2025-08-31
2017,제일산업,그 외 기타 분류 안된 금속 가공 제품 제조업,25999,충청북도 음성군 삼성면 대금로 715-11 외 1필지,043-878-2723,043-878-2724,10,2025-08-31
2018,제일정밀,절삭가공 및 유사처리업,25924,충청북도 음성군 생극면 송곡길 28 외 2필지,043-883-3078,043-882-3077,3,2025-08-31
2019,제일화학공업(주),그 외 기타 플라스틱 제품 제조업,22299,충청북도 음성군 삼성면 천평길 65,043-881-4852,043-877-5808,18,2025-08-31
2020,조광페인트(주),일반용 도료 및 관련제품 제조업,20411,충청북도 음성군 대소면 대풍산단로 58,043-530-1500,043-530-1598,168,2025-08-31
2021,조선문명가,일반 제재업,16101,충청북도 음성군 음성읍 초천리 430-5 외 2필지,043-873-2622,043-873-2621,5,2025-08-31
2022,조선산업개발(주),육상 금속 골조 구조재 제조업,25113,충청북도 음성군 금왕읍 대금로1794번길 94-1 외 4필지,,,15,2025-08-31
2023,조선판넬(주),육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 삼성면 덕호로36번길 147 외 1필지,043-883-1049,043-883-1048,7,2025-08-31
2024,조이쿡시스템,육류 기타 가공 및 저장처리업 (가금류 제외) 외 5 종,10129,충청북도 음성군 대소면 삼양로 872,043-883-2851,043-883-0079,23,2025-08-31
2025,종성식품,식물성 유지 제조업,10412,충청북도 음성군 대소면 오태로99번길 21-6 외 1필지,,,5,2025-08-31
2026,주식회사  앨비,농업 및 임업용 기계 제조업 외 2 종,29210,충청북도 음성군 금왕읍 신내로 482,043-882-3031,043-881-1278,7,2025-08-31
