시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 동남구,주식회사 유창,계획입지,02-2640-4525,모듈러 건축 시스템,구조용 금속 판제품 및 공작물 제조업 외 4 종,
충청남도,천안시 서북구,주식회사 유티이엔지,개별입지,041-555-3847,가스관(강관) +금속제 배수관,강관 제조업,충청남도 천안시 서북구 성환읍 와우2길 148-1
충청남도,천안시 동남구,주식회사 은성산업,개별입지,,레미콘,레미콘 제조업,충청남도 천안시 동남구 병천면 매봉로 249
충청남도,천안시 서북구,주식회사 은혜철강,개별입지,043-732-9981,프레스용금형,주형 및 금형 제조업,충청남도 천안시 서북구 성환읍 왕림리 390-50 외 1필지
충청남도,천안시 서북구,주식회사 이노렉스,개별입지,,반도체 조립장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 4산단7로 160
충청남도,천안시 서북구,주식회사 이데아무역,계획입지,070-4686-8367,금속표면처리약품,기타 기초 무기 화학물질 제조업,충청남도 천안시 서북구 백석공단1로 50(백석동)
충청남도,천안시 동남구,주식회사 이디엘소재,개별입지,041-554-2114,부직포,부직포 및 펠트 제조업,충청남도 천안시 동남구 목천읍 성남로 111-46
충청남도,천안시 서북구,주식회사 이스트오토,개별입지,031-5175-6565,에너지저장장치(ESS),에너지 저장장치 제조업,충청남도 천안시 서북구 직산읍 금곡로 68 외 3필지
충청남도,천안시 서북구,주식회사 이엘코퍼레이션,계획입지,041-574-0776,클린케이블용 체인+커넥터,디스플레이 제조용 기계 제조업,"충청남도 천안시 서북구 백석공단1로 10, 엠 336호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 서북구,주식회사 이음케미칼,개별입지,,방열소재+차폐소재+대전방지소재,합성수지 및 기타 플라스틱 물질 제조업,충청남도 천안시 서북구 업성1길 80 (업성동)
충청남도,천안시 동남구,주식회사 이지스,개별입지,041-566-4696,금속배관,그 외 기타 금속가공업,충청남도 천안시 동남구 성남면 대흥리 551-13
충청남도,천안시 서북구,주식회사 이지에스,계획입지,041-906-5135,산업용로봇(젯프린터),산업용 로봇 제조업,"충청남도 천안시 서북구 백석공단1로 10, MB 101호,102호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 서북구,주식회사 이지테크,계획입지,041-587-5161,배전반 및 전기 자동제어반 제조업 외 4종,배전반 및 전기 자동제어반 제조업 외 4 종,충청남도 천안시 서북구 백석공단3길 36 (백석동)
충청남도,천안시 서북구,주식회사 이티엠,개별입지,041-583-9970,보트+오탁방지막+오일펜스,오락 및 스포츠용 보트 건조업 외 2 종,충청남도 천안시 서북구 성환읍 신방로 318-37
충청남도,천안시 서북구,주식회사 인더스웰,계획입지,041-581-2235,통신게이트웨이+자율주행모듈,기타 무선 통신장비 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 직산로 136, 생산관 2308호"
충청남도,천안시 동남구,주식회사 인덕전기,개별입지,,전기자동제어반(PCL(프로그램 내장 컨트롤러)),배전반 및 전기 자동제어반 제조업,충청남도 천안시 동남구 목천읍 삼성리 235-18
충청남도,천안시 서북구,주식회사 인터쿠아,개별입지,,아크릴욕조,기타 건축용 플라스틱 조립제품 제조업,충청남도 천안시 서북구 성환읍 왕림리 299-36번지
충청남도,천안시 동남구,주식회사 재성테크놀로지,개별입지,,창문,"금속 문, 창, 셔터 및 관련제품 제조업",충청남도 천안시 동남구 성남면 신사운전길 52
충청남도,천안시 서북구,주식회사 정민,계획입지,041-564-5973,낭방기(히터)+제빙기+제습기+낭방기(히터)+제빙기+제습기+낭방기(히터)+제빙기+제습기+낭방기(히터)+제빙기+제습기,가정용 전기 난방기기 제조업 외 3 종,충청남도 천안시 서북구 직산읍 부송1길 43 외 2필지
충청남도,천안시 서북구,주식회사 정선개발,개별입지,,반도체장비 PLC,배전반 및 전기 자동제어반 제조업,충청남도 천안시 서북구 감나무골길 72 외 4필지
충청남도,천안시 서북구,주식회사 정수이앤씨,개별입지,041-546-1700,가이드블록+메인가이드N+레일픽스+블록-R+OHT 레일+UTB/STB+방화셔터+MTL+N2 STB,반도체 제조용 기계 제조업,
충청남도,천안시 동남구,주식회사 정영씨엠,개별입지,041-622-9120,우레탄 칩 . 인조잔디,그 외 기타 고무제품 제조업 외 1 종,충청남도 천안시 동남구 동면 충절로 2056 외 1필지
충청남도,천안시 서북구,주식회사 정일방화문,개별입지,041-568-9808,방화문,"금속 문, 창, 셔터 및 관련제품 제조업",충청남도 천안시 서북구 상고1길 23-1 (신당동)
충청남도,천안시 서북구,주식회사 정진,개별입지,,조립 및 분해용 로봇 (제조업용),산업용 로봇 제조업,충청남도 천안시 서북구 직산읍 신갈리 122-4 외 1필지
충청남도,천안시 서북구,주식회사 제때,개별입지,041-581-2228,콘과자,과자류 및 코코아 제품 제조업,충청남도 천안시 서북구 직산읍 상덕로 370
충청남도,천안시 서북구,주식회사 제원,계획입지,,금속구조물+산업용자동화장비,기타 구조용 금속제품 제조업 외 1 종,충청남도 천안시 서북구 백석동 555-90번지
충청남도,천안시 서북구,주식회사 제이씨에프,계획입지,,소형건설기계,건설 및 채광용 기계장비 제조업,충청남도 천안시 서북구 직산읍 2공단5로 117-4
충청남도,천안시 서북구,주식회사 제이에스메디텍,개별입지,,베베링 원형밴드+베베링 원형밴드+화장품(파운데이션),체외 진단 시약 제조업 외 2 종,충청남도 천안시 서북구 직산읍 성진로 410-7
충청남도,천안시 서북구,주식회사 제이에스비,계획입지,043-753-7870,롤링 타바코 필터+롤링 타바코 머신,"라이터, 연소물 및 흡연용품 제조업 외 1 종",충청남도 천안시 서북구 성거읍 성거산단1로 68
충청남도,천안시 동남구,주식회사 제이케이테크놀로지,개별입지,041-572-9480,주방용품(튀김기),구조용 금속 판제품 및 공작물 제조업 외 2 종,충청남도 천안시 동남구 다가7길 28(다가동)
충청남도,천안시 동남구,주식회사 제이투테크,개별입지,,하양식 피난구(피난 사다리),구조용 금속 판제품 및 공작물 제조업,충청남도 천안시 동남구 목천읍 성남로 111-32
충청남도,천안시 서북구,주식회사 제일,계획입지,041-585-9898,LCD모니터+LCD TV STAND외,자동차용 금속 압형제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 4산단3로 36-12
충청남도,천안시 서북구,주식회사 조일,개별입지,041-581-7272,자동차에어콘 배관,자동차용 신품 동력전달장치 제조업 외 1 종,충청남도 천안시 서북구 직산읍 성진로 166-13 (형제산업)
충청남도,천안시 동남구,주식회사 주안에프씨,개별입지,041-550-5614,광어완제품+연어완제품+사시미간장소스+계란구이,육류 기타 가공 및 저장처리업 (가금류 제외) 외 5 종,충청남도 천안시 동남구 풍세면 태학산로 141-8
충청남도,천안시 서북구,주식회사 주원이앤에스,개별입지,041-582-4997,로봇제어기+FA장비+공정자동화정비,산업처리공정 제어장비 제조업 외 2 종,충청남도 천안시 서북구 직산읍 모시1길 34 외 3필지
충청남도,천안시 서북구,주식회사 준테크윈,개별입지,070-8715-4755,적재+공작물 착탈용 로봇,산업용 로봇 제조업,충청남도 천안시 서북구 성환읍 성환21길 13 외 3필지
충청남도,천안시 동남구,주식회사 중부신재생에너지,개별입지,041-1577-4021,태양광패널,전동기 및 발전기 제조업,충청남도 천안시 동남구 목천읍 천정1길 87
충청남도,천안시 동남구,주식회사 중부에너지공사,개별입지,041-554-9706,보도블럭,그 외 기타 플라스틱 제품 제조업,충청남도 천안시 동남구 동면 충절로 2531 외 3필지
충청남도,천안시 서북구,주식회사 중부테크,개별입지,041-561-7709,PCB 전장,전자부품 실장기판 제조업,충청남도 천안시 서북구 직산읍 느르머리길 62-19 외 1필지
충청남도,천안시 서북구,주식회사 지노스,계획입지,070-7430-1843,화학제품+기계장치,그 외 기타 분류 안된 화학제품 제조업 외 2 종,충청남도 천안시 서북구 성거읍 천흥8길 18-4
충청남도,천안시 서북구,주식회사 지니,개별입지,041-585-8979,반도체장비+난연제,반도체 제조용 기계 제조업 외 2 종,충청남도 천안시 서북구 직산읍 신갈1길 127
충청남도,천안시 동남구,주식회사 지로보틱스,계획입지,041-418-9689,산업용 로봇+금속가공품+고압부품+감속기 등+산업용 로봇+금속가공품+고압부품+감속기 등+산업용 로봇+금속가공품+고압부품+감속기 등,디스플레이 제조용 기계 제조업 외 2 종,충청남도 천안시 동남구 풍세면 풍세산단1로 6
충청남도,천안시 서북구,주식회사 지알에스,계획입지,041-418-5021,산업용로봇,그 외 기타 전기장비 제조업,"충청남도 천안시 서북구 백석공단1로 10, A동706호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 서북구,주식회사 지앤,계획입지,031-949-0970,차량용 램프,광학렌즈 및 광학요소 제조업,충청남도 천안시 서북구 직산읍 금곡로 52-24
충청남도,천안시 서북구,주식회사 지앤,계획입지,041-414-0971,자동차용 렌즈,광학렌즈 및 광학요소 제조업,충청남도 천안시 서북구 직산읍 금곡로 52-21
충청남도,천안시 동남구,주식회사 지앤피우드,계획입지,041-414-9100,케이블용 목재드럼,"목재 포장용 상자, 드럼 및 유사용기 제조업",충청남도 천안시 동남구 목천읍 학수소사길 219-28 (주)진로산업
충청남도,천안시 서북구,주식회사 지에스아이,계획입지,041-566-2517,반도체 제조장비+디스플레이제조장비,반도체 제조용 기계 제조업 외 1 종,충청남도 천안시 서북구 직산읍 4산단1길 19
충청남도,천안시 서북구,주식회사 지에스피이엔지,개별입지,070-4699-0424,엘리베이터부품,승강기 제조업,
충청남도,천안시 서북구,주식회사 지에스피컴퍼니,개별입지,041-584-5824,반도체장비(LCD장비),반도체 제조용 기계 제조업,충청남도 천안시 서북구 연곡길 266 (입장면)
충청남도,천안시 서북구,주식회사 지엔에이테크놀러지,계획입지,041-521-1678,산업용 전기제어반 제조,배전반 및 전기 자동제어반 제조업,"충청남도 천안시 서북구 백석공단5길 6, F304호  (백석동) F304호 외 1필지"
충청남도,천안시 서북구,주식회사 지유테크,개별입지,,PLC(프로그램 내장 컨트롤러)+디스플레이 제조용 인라인 물류설비,배전반 및 전기 자동제어반 제조업 외 1 종,충청남도 천안시 서북구 직산읍 신갈2길 25
충청남도,천안시 동남구,주식회사 지평주조,계획입지,070-4207-6355,쌀막걸리+밀막걸리,탁주 및 약주 제조업,충청남도 천안시 동남구 성남면 5산단1로 81 외 1필지
충청남도,천안시 동남구,주식회사 진원,개별입지,041-555-2284,제어판넬 및 강관가공품,배전반 및 전기 자동제어반 제조업 외 1 종,충청남도 천안시 동남구 성남면 용원3길 53-3
충청남도,천안시 동남구,주식회사 집단장,개별입지,,방등+거실등,일반용 전기 조명장치 제조업,
충청남도,천안시 동남구,주식회사 차연,개별입지,041-622-8766,과실채소가공품,차류 가공업,충청남도 천안시 동남구 수신면 송내길 47
충청남도,천안시 서북구,주식회사 창공에프에이,계획입지,031-298-2292,산업용 로봇+검사용 장비+Linear Stage 등,산업용 로봇 제조업,충청남도 천안시 서북구 직산읍 4산단5길 25-11
충청남도,천안시 서북구,주식회사 창문에안전,개별입지,041-582-1784,방범안전방충망창,금속선 가공제품 제조업 외 1 종,충청남도 천안시 서북구 직산읍 삼사로 1667-1 외 1필지
