연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
483,㈜글로벌테크놀로지,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,plc프로그램개발,벤처기업확인기관
404,엠케이솔루션,혁신성장유형,충청남도 아산시,제조업,그 외 기타 플라스틱 제품 제조업,PI PILM,벤처기업확인기관
625,앤디피에스 주식회사,혁신성장유형,충청남도 공주시,정보처리S/W,응용 소프트웨어 개발 및 공급업,PEMMDP재난예경보용COMA단말기동보장치,벤처기업확인기관
234,㈜삼동산업,혁신성장유형,충청남도 천안시,제조업,플라스틱 필름 제조업,PE FILM PP FILM,벤처기업확인기관
235,㈜명문이엔지,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,OLED용 진공챔버,벤처기업확인기관
773,㈜비원테크,연구개발유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,OLED검사장비,벤처기업확인기관
803,태경이엔지,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,"OLED,반도체 자동화장비",벤처기업확인기관
13,위폼스 주식회사,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,OLED 디스플레이 메탈 마스크,벤처기업확인기관
476,내일시스템㈜,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,OLED CASSETTE,벤처기업확인기관
470,주식회사 영우디에스피,연구개발유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,OLED  LCD 검사장비,벤처기업확인기관
129,주식회사 글로벌소재,연구개발유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,OA기기용 부품,벤처기업확인기관
440,주식회사 세노,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,NOZZLE,벤처기업확인기관
594,노리시스템㈜,혁신성장유형,충청남도 천안시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,mes시스템 운영,벤처기업확인기관
994,(주)한국노텍,혁신성장유형,충청남도 논산시,제조업,합성섬유 제조업,"MB기계,부직포",벤처기업확인기관
106,휴먼이엔티㈜,혁신성장유형,충청남도 천안시,제조업,액체 여과기 제조업,LID제품 외,벤처기업확인기관
176,(주)아이에스엘티,혁신성장유형,충청남도 아산시,제조업,기타 조명장치 제조업,LED조명기기,벤처기업확인기관
914,주식회사 화신코리아,혁신성장유형,충청남도 천안시,제조업,일반용 전기 조명장치 제조업,LED조명기구 및 제어 시스템,벤처기업확인기관
505,주식회사 뷰라이팅인터내셔널,혁신성장유형,충청남도 서산시,제조업,기타 조명장치 제조업,LED조명기구,벤처기업확인기관
339,(주)케이에스비,혁신성장유형,충청남도 천안시,제조업,일반용 전기 조명장치 제조업,"LED조명, 영상디스플레이장치",벤처기업확인기관
796,주식회사 리드원,혁신성장유형,충청남도 천안시,제조업,기타 조명장치 제조업,LED조명,벤처기업확인기관
918,하나네트웍스 주식회사,혁신성장유형,충청남도 천안시,제조업,일반용 전기 조명장치 제조업,LED도로조명,벤처기업확인기관
1284,주식회사 휴앤라이트,혁신성장유형,충청남도 논산시,제조업,일반용 전기 조명장치 제조업,"LED경관조명기구, 경관조명기구, 조명제어장치",벤처기업확인기관
188,㈜ 제이티엔,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,"LED 컨버터,반도체 장비 부품, 포고핀,외주가공품",벤처기업확인기관
174,㈜포씨엠,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,LED 조명기기,벤처기업확인기관
282,주식회사 에스티엘,혁신성장유형,충청남도 천안시,제조업,교통 신호장치 제조업,LED 교통신호등,벤처기업확인기관
1011,베니라이트 주식회사,혁신성장유형,충청남도 천안시,제조업,그 외 기타 의료용 기기 제조업,LED 광치료기,벤처기업확인기관
589,주식회사 티에스에스이엔지,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,LCD장비 제작,벤처기업확인기관
1086,크레아퓨쳐 주식회사,혁신성장유형,충청남도 천안시,제조업,도금업,"LCD용 니켈전주스탬퍼, OLED FMM용 인바전주시트",벤처기업확인기관
315,주식회사 엔코텍,연구개발유형,충청남도 아산시,제조업,그 외 기타 일반 목적용 기계 제조업,LCD생산설비 및 제조업,벤처기업확인기관
18,㈜씽크윈텍,연구개발유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,LCD검사장비외,벤처기업확인기관
762,㈜탑나노시스,연구개발유형,충청남도 천안시,제조업,그 외 기타 분류 안된 화학제품 제조업,LCD 제조설비 정전기방지 코팅,벤처기업확인기관
555,주식회사 와이엔씨,혁신성장유형,충청남도 천안시,제조업,디스플레이 제조용 기계 제조업,LCD 및 반도체장비  자동차부품,벤처기업확인기관
38,TM  TECH,혁신성장유형,충청남도 아산시,제조업,그 외 기타 일반 목적용 기계 제조업,JIG류외 자동화기계제작,벤처기업확인기관
1133,주식회사 인스피리오(Inspirio Inc.),혁신성장유형,충청남도 공주시,정보처리S/W,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,"IT프로젝트 아웃소싱을 관리하는 기업 대상 구독 서비스(B2B SaaS), 플럭스(FLUX)",벤처기업확인기관
410,주식회사 엔터텍,혁신성장유형,충청남도 천안시,제조업,구조용 금속 판제품 및 공작물 제조업,IP인증외함,벤처기업확인기관
1181,주식회사 네이션스,연구개발유형,충청남도 천안시,제조업,액정 표시장치 제조업,IPS LCD용 투명 도전막,벤처기업확인기관
692,주식회사 잉클,벤처투자유형,충청남도 천안시,정보처리S/W,컴퓨터 시스템 통합 자문 및 구축 서비스업,IoT플랫폼 게이트웨이 등,벤처기업확인기관
560,주식회사 쉐어앤쉐어,연구개발유형,충청남도 아산시,정보처리S/W,컴퓨터 프로그래밍 서비스업,IOT기반 스마트 디지털키,벤처기업확인기관
120,㈜엠디알,혁신성장유형,충청남도 천안시,제조업,전자 감지장치 제조업,"IoT, ICT 산업용 통합 스캐너, 마그네틱 RPM 센서",벤처기업확인기관
753,(주) 제이쓰리,연구개발유형,충청남도 천안시,제조업,발광 다이오드 제조업,Ingot & Wafer,벤처기업확인기관
271,㈜더블유지에스,혁신성장유형,충청남도 당진시,제조업,기타 운동 및 경기용구 제조업,ICT 적용 스포츠용품,벤처기업확인기관
576,씨디에스주식회사,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,HPCP Bake Oven 건조로 Laminator Robot물류자동화 Offset세정기등 ,벤처기업확인기관
1182,더에이알피주식회사,혁신성장유형,충청남도 천안시,제조업,반도체 제조용 기계 제조업,"High Vacuum Pumping Station, Vacuum probe system and Components",벤처기업확인기관
239,㈜지엔에스쏠리텍,혁신성장유형,충청남도 아산시,제조업,자동차용 엔진 제조업,HEAT SHIELDMANIFOLDIMPACT BEAM,벤처기업확인기관
724,주식회사 바이오스탠다드,연구개발유형,충청남도 아산시,제조업,의료용품 및 기타 의약 관련제품 제조업,HA필러,벤처기업확인기관
452,(주)베이스,벤처투자유형,충청남도 아산시,제조업,그 외 기타 전자 부품 제조업,Glass frit,벤처기업확인기관
980,주식회사 디에스그린텍,혁신성장유형,충청남도 당진시,제조업,그 외 기타 플라스틱 제품 제조업,FRP DUCT,벤처기업확인기관
302,㈜군장조선,혁신성장유형,충청남도 서천군,제조업,합성수지선 건조업,FRP BOAT,벤처기업확인기관
1265,주식회사 오성제이비와이,혁신성장유형,충청남도 아산시,제조업,기타 플라스틱 발포 성형제품 제조업,EPS(스티로폼)준불연 단열재,벤처기업확인기관
444,주식회사에니켐텍,혁신성장유형,충청남도 공주시,제조업,그 외 기타 분류 안된 화학제품 제조업,"display,반도체 원료,의약품원료",벤처기업확인기관
608,대진디엔에스㈜,혁신성장유형,충청남도 천안시,제조업,날붙이 제조업,Diamond tools,벤처기업확인기관
1197,주식회사 씨티비,혁신성장유형,충청남도 아산시,제조업,그 외 기타 금속 가공업,CT-BAR,벤처기업확인기관
8,더영메디 주식회사,연구개발유형,충청남도 아산시,제조업,그 외 기타 의료용 기기 제조업,ct  부품,벤처기업확인기관
493,신화산업전기 주식회사,혁신성장유형,충청남도 천안시,제조업,전기회로 접속장치 제조업,Conduit Fittings Cable Glands,벤처기업확인기관
1259,이제이테크,혁신성장유형,충청남도 아산시,제조업,반도체 제조용 기계 제조업,"CNC레이저 절단, 절곡, 레이저용접,알곤용접,CO2용접",벤처기업확인기관
540,토닥시스템,혁신성장유형,충청남도 천안시,제조업,그 외 기타 특수 목적용 기계 제조업,Clean 안전 고소작업대,벤처기업확인기관
941,엠에스빌트 주식회사,혁신성장유형,충청남도 예산군,"농,어,임,광업",철 광업,"CIP 강관철근망, STG800, STG800 중공철근",벤처기업확인기관
542,주식회사 제이비에이치,혁신성장유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,CIGS Mo기판Sputter MC,벤처기업확인기관
155,주식회사 파로스시스템,혁신성장유형,충청남도 홍성군,제조업,방송장비 제조업,"CCTV, 소프트웨어개발및시스템통합",벤처기업확인기관
578,대원정보통신 주식회사,혁신성장유형,충청남도 천안시,제조업,방송장비 제조업,"CCTV, 방송장비",벤처기업확인기관
448,센텍,혁신성장유형,충청남도 천안시,제조업,방송장비 제조업,CCTV,벤처기업확인기관
450,(주)에이치에스이노텍,혁신성장유형,충청남도 천안시,건설운수,일반 통신 공사업,CCTV,벤처기업확인기관
588,스마트인포㈜,혁신성장유형,충청남도 아산시,건설운수,내부 통신배선 공사업,CCTV,벤처기업확인기관
641,㈜세종보안시스템,혁신성장유형,충청남도 천안시,제조업,유선 통신장비 제조업,CCTV,벤처기업확인기관
761,㈜눈소프트,연구개발유형,충청남도 당진시,제조업,기타 표시장치 제조업,CCTV,벤처기업확인기관
36,㈜캐시멜로,연구개발유형,충청남도 아산시,정보처리S/W,응용 소프트웨어 개발 및 공급업,Cashmallow app,벤처기업확인기관
31,주식회사 유티아이,벤처투자유형,충청남도 예산군,제조업,그 외 기타 전자 부품 제조업,CAMERA WINDOW,벤처기업확인기관
734,효창산업,혁신성장유형,충청남도 서산시,제조업,그 외 기타 플라스틱 제품 제조업,CALPET,벤처기업확인기관
870,제이케이머티리얼즈㈜,혁신성장유형,충청남도 당진시,제조업,플라스틱 필름 제조업,BOPP NYLON PE 필름,벤처기업확인기관
522,㈜소닉스,연구개발유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,"BLU검사기, OLED검사기",벤처기업확인기관
575,장바이오텍㈜,연구개발유형,충청남도 천안시,제조업,생물학적 제제 제조업,Bio분해촉진제,벤처기업확인기관
