연번,업체명,소재지,업종구분,산업분류코드,전화번호,팩스번호,고용인원수,데이터기준일자
2634,유한회사 제이에스그린테크,광주광역시 광산구 평동산단2번로 39 (용동),음ㆍ식료품 및 담배 가공기계 제조업,29250,,,2,2025-09-04
2635,유한회사 현대지게차종합센타,광주광역시 광산구 도천동 109-1 외 3필지,건설 및 채광용 기계장비 제조업  ,29241,,062-351-1584,7,2025-09-04
2636,유한회사 호남건설기계,광주광역시 광산구 사암로 846(도천동) 외 3필지,건설 및 채광용 기계장비 제조업  ,29241,,,5,2025-09-04
2637,육인분,"광주광역시 광산구 하남산단6번로 57, (오선동) 산업동 1층 110호",육류 포장육 및 냉동육 가공업 (가금류 제외),10122,,,2,2025-09-04
2638,윤오산업,광주광역시 광산구 안청동 3-1,"금속 문, 창, 셔터 및 관련제품 제조업",25111,,,5,2025-09-04
2639,윤퍼니처,광주광역시 광산구 평동산단로 239-33 (옥동),기타 목재가구 제조업,32029,062-941-9269,062-269-9269,6,2025-09-04
2640,율테크,광주광역시 광산구 평동산단로 239-10 (옥동),그 외 기타 플라스틱 제품 제조업,22299,,062-962-5529,2,2025-09-04
2641,은성산기,광주광역시 광산구 송학동 500-17번지 외 1필지,절삭가공 및 유사처리업,25924,,062-942-9605,4,2025-09-04
2642,은성인쇄,광주광역시 광산구 하남산단8번로 149 (안청동),기타 인쇄업,18119,062-955-9956,062-955-9954,3,2025-09-04
2643,은성철강(주),광주광역시 광산구 평동로803번안길 124 (용동),육상 금속 골조 구조재 제조업  ,25113,062-944-8188,062-944-8789,2,2025-09-04
2644,은성태일인쇄,광주광역시 광산구 하남산단천변우로 64 (도천동),기타 인쇄업,18119,062-954-4930,,1,2025-09-04
2645,은성피앤피,"광주광역시 광산구 하남산단6번로 57,(오선동) 산업동 4층 401호",교통 신호장치 제조업  ,28903,,,2,2025-09-04
2646,은평ENG,광주광역시 광산구 도천동 350-14번지 외 1필지,기타 가공 공작기계 제조업,29229,,,5,2025-09-04
2647,을원산업(주),광주광역시 광산구 하남산단10번로 115-5 (안청동),육상 금속 골조 구조재 제조업  ,25113,,,19,2025-09-04
2648,이레산업,광주광역시 광산구 하남산단9번로 186-33 (도천동),기타 인쇄업  ,18119,062-955-5097,062-955-5097,13,2025-09-04
2649,이룸전기,광주광역시 광산구 비아안길 114-9 (비아동),전기회로 접속장치 제조업,28122,062-419-0038,062-419-0048,1,2025-09-04
2650,이룸피앤알(주),광주광역시 광산구 하남산단6번로 22(오선동),금속 캔 및 기타 포장용기 제조업,25991,031-282-8961,070-7601-9010,5,2025-09-04
2651,이목포장산업,광주광역시 광산구 평동산단1번로 42 (옥동),판지 상자 및 용기 제조업,17222,062-946-2044,062-946-2045,4,2025-09-04
2652,이문,광주광역시 광산구 하남산단천변우로 108 (도천동),기타 인쇄업  ,18119,062-225-9913,062-225-9914,3,2025-09-04
2653,이베코그룹코리아 유한회사,광주광역시 광산구 평동로913번길 8 (월전동) 외 1필지,내연기관 화물자동차 및 특수목적용 자동차 제조업  ,30123,062-607-1200,062-607-1220,11,2025-09-04
2654,이솔테크,광주광역시 광산구 월봉반월길 232 (산월동),기타 구조용 금속제품 제조업  ,25119,062-714-3307,062-714-3308,3,2025-09-04
2655,이안테크,광주광역시 광산구 하남산단8번로 75 (안청동),기타 기계.장비 조립용 플라스틱 제품 제조업,22249,062-971-9727,,5,2025-09-04
2656,이에스글로벌(주),광주광역시 광산구 용아로 534-18 (장덕동),연마재 제조업  ,23992,062-959-0678,062-959-0673,3,2025-09-04
2657,이에스글로벌(주),광주광역시 광산구 용아로 637 (오선동),"1차 유리제품, 유리섬유 및 광학용 유리 제조업",23121,062-951-0678,062-951-5322,8,2025-09-04
2658,이에스텍(주),광주광역시 광산구 평동로803번길 158-13 (옥동),운송장비 조립용 플라스틱제품 제조업  ,22241,070-8680-9738,062-841-3120,5,2025-09-04
2659,이에스텍(주)광주2공장,광주광역시 광산구 평동산단로 115(월전동),운송장비 조립용 플라스틱제품 제조업  ,22241,,062-971-3120,2,2025-09-04
2660,이엠코리아(주),광주광역시 광산구 하남산단8번로 128 (오선동),배전반 및 전기 자동제어반 제조업  ,28123,062-953-6444,062-959-6444,4,2025-09-04
2661,이온,광주광역시 광산구 사암로130번길 45 (우산동),소파 및 기타 내장가구 제조업  ,32019,062-942-0336,,2,2025-09-04
2662,이일산업(주),광주광역시 광산구 평동로803번길 163 (옥동),일반철물 제조업,25932,062-515-2121,062-953-8115,12,2025-09-04
2663,이케이주식회사,광주광역시 광산구 삼거동 913,그 외 기타 특수목적용 기계 제조업,29299,061-394-8719,,3,2025-09-04
2664,인성기업,광주광역시 광산구 송도로 246 (송정동),금속탱크 및 저장용기 제조업  ,25122,062-944-8734,,4,2025-09-04
2665,인아정밀(주),광주광역시 광산구 용아로 747 (안청동),기타 가정용 전기기기 제조업,28519,062-954-1050,,58,2025-09-04
2666,인제산업개발 주식회사,광주광역시 광산구 도천동 462-23 외 3필지,플라스틱 창호 제조업,22223,,,5,2025-09-04
2667,인토스㈜,광주광역시 광산구 평동로913번길 32 (월전동),그 외 기타 플라스틱 제품 제조업,22299,062-945-8033,062-945-8043,5,2025-09-04
2668,인향,광주광역시 광산구 산월동 868-14번지,육상 금속 골조 구조재 제조업  ,25113,,062-384-7189,3,2025-09-04
2669,일도정밀,광주광역시 광산구 하남산단9번로 146 (안청동),금속 절삭기계 제조업,29223,062-959-8088,062-951-4253,3,2025-09-04
2670,일류정밀,광주광역시 광산구 평동산단2번로 29 (용동),주형 및 금형 제조업,29293,062-944-9940,062-944-9939,6,2025-09-04
2671,일승이엔지,광주광역시 광산구 산월동 868-2번지,"금속 문, 창, 셔터 및 관련제품 제조업  ",25111,062-524-0524,062-524-0526,4,2025-09-04
2672,일신방직(주),광주광역시 광산구 평동산단1번로 71 (옥동),면 방적업,13101,062-600-5310,062-600-5305,350,2025-09-04
2673,일신철강㈜,광주광역시 광산구 월전동 1256번지,절삭가공 및 유사처리업,25924,062-946-1162,062-956-3508,19,2025-09-04
2674,일원사,광주광역시 광산구 하남산단3번로 126-8 (장덕동),주형 및 금형 제조업,29293,062-954-1016,062-954-1017,10,2025-09-04
2675,일원이엔지,광주광역시 광산구 도천북길 55 (도천동),산업용 냉장 및 냉동 장비 제조업,29171,,062-951-8087,3,2025-09-04
2676,일월정밀(주)2공장,광주광역시 광산구 손재로 436-19 (오선동),"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",27219,054-444-1793,054-444-1794,2,2025-09-04
2677,일진자동화,광주광역시 광산구 금봉로74번길 20 (소촌동),그 외 기타 일반목적용 기계 제조업  ,29199,062-942-3347,062-944-3337,5,2025-09-04
2678,일출목형,광주광역시 광산구 사암로92번길 119-15 (우산동),주형 및 금형 제조업,29293,062-941-9322,,8,2025-09-04
2679,일출목형,광주광역시 광산구 하남산단5번로 93 (장덕동),주형 및 금형 제조업,29293,062-941-9325,062-941-9323,10,2025-09-04
2680,일흥정밀 ,광주광역시 광산구 진곡산단중앙로 217 (진곡동),그 외 자동차용 신품 부품 제조업,30399,062-956-3416,062-956-3417,3,2025-09-04
2681,입중코리아(주),"광주광역시 광산구 진곡산단4번로 45, 1동(진곡동)",그 외 자동차용 신품 부품 제조업,30399,031-484-0095,031-484-0094,2,2025-09-04
2682,잉크피쉬(inkfish),광주광역시 광산구 평동로803번길 117-16 (용동),낚시 및 수렵용구 제조업,33303,,062-945-7934,2,2025-09-04
2683,자강산업(주),광주광역시 광산구 하남산단7번로 133 (오선동) 외 1필지,운송장비 조립용 플라스틱제품 제조업  ,22241,062-956-6141,062-955-5600,40,2025-09-04
2684,자강산업(주),광주광역시 광산구 하남산단7번로 135-11(오선동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-956-6141,062-955-5600,30,2025-09-04
2685,자강산업(주),광주광역시 광산구 손재로 436-30 (오선동),기타 기계.장비 조립용 플라스틱 제품 제조업,22249,062-956-6141,062-955-5600,70,2025-09-04
2686,자연제과,광주광역시 광산구 어등대로647번길 40 (소촌동),빵류 제조업,10602,062-942-0165,062-941-8598,3,2025-09-04
2687,자연창 블라인드  ,광주광역시 광산구 하남산단4번로 169 (장덕동),커튼 및 유사제품 제조업  ,13223,062-955-3693,062-956-3693,4,2025-09-04
2688,장산이엔지,광주광역시 광산구 평동산단1번로 145(장록동),"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,062-945-7940,062-945-7940,3,2025-09-04
2689,장수제과,광주광역시 광산구 북문대로583번길 3(수완동),과자류 및 코코아 제품 제조업,10603,062-652-1018,062-652-1012,3,2025-09-04
2690,장안인테리어,"광주광역시 광산구 하남산단6번로 57, (오선동) 지식동 4층 401호",기타 목재가구 제조업,32029,,,1,2025-09-04
2691,장애인생산품판매지원협회자립작업장,광주광역시 광산구 평동산단2번로 190 (장록동),"플라스틱 포대, 봉투 및 유사제품 제조업  ",22231,062-943-0469,062-943-1134,12,2025-09-04
2692,장호엔지니어링,광주광역시 광산구 하남산단3번로 32 (장덕동),배전반 및 전기 자동제어반 제조업,28123,062-952-3422,062-952-3433,2,2025-09-04
2693,장호엔지니어링 ,광주광역시 광산구 장덕동 977-16번지,배전반 및 전기 자동제어반 제조업,28123,062-952-3422,062-952-3423,5,2025-09-04
2694,장호이엔지(주),광주광역시 광산구 평동로803번길 43-13 (옥동),주형 및 금형 제조업,29293,062-945-8387,062-945-8386,5,2025-09-04
2695,장호이엔지(주) ,광주광역시 광산구 진곡산단2번로 39 (오선동),주형 및 금형 제조업,29293,062-945-8387,,20,2025-09-04
2696,재영 솔루션 ,광주광역시 광산구 진곡산단3번로 59-18 (진곡동),주형 및 금형 제조업,29293,,,1,2025-09-04
2697,전남농기계제작소,광주광역시 광산구 사암로92번길 119-16 (우산동),농업 및 임업용 기계 제조업,29210,062-945-5462,062-945-5262,9,2025-09-04
2698,전남농협포장재가공사업소,광주광역시 광산구 빛동1로 14(삼거동),골판지 제조업  ,17211,062-944-2752,062-944-2754,29,2025-09-04
2699,전남산업기계,광주광역시 광산구 동곡로 845 (운수동),육상 금속 골조 구조재 제조업,25113,,,4,2025-09-04
2700,전방㈜,광주광역시 광산구 평동산단로 191 (월전동),면 방적업,13101,062-716-6707,062-716-6708,166,2025-09-04
2701,전일플라스틱(주),광주광역시 광산구 하남산단10번로 73 (안청동),플라스틱 시트 및 판 제조업  ,22213,062-951-4432,062-952-4288,20,2025-09-04
2702,전일플라스틱(주),광주광역시 광산구 하남산단10번로 73 (안청동),플라스틱 필름 제조업  ,22212,062-951-4432,062-952-4288,25,2025-09-04
2703,전통음식연구원,광주광역시 광산구 도천남길 92 (도천동),과자류 및 코코아 제품 제조업  ,10603,,,5,2025-09-04
2704,정광에스티(주),광주광역시 광산구 손재로 436-9 (오선동),도금업,25922,062-962-9557,062-952-8557,27,2025-09-04
2705,정광에스티(주),광주광역시 광산구 하남산단3번로 14-26(장덕동),도금업,25922,062-962-9557,062-962-8557,3,2025-09-04
2706,정광테크(주),광주광역시 광산구 손재로 436-9 (오선동),도금업,25922,062-962-9557,,27,2025-09-04
2707,정광하이텍(주),광주광역시 광산구 하남산단3번로 14-26 (장덕동),도금업,25922,062-955-6081,062-952-8557,3,2025-09-04
2708,정광하이텍(주),광주광역시 광산구 손재로 436-9 (오선동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-955-6081,,3,2025-09-04
2709,정도바이오(주),광주광역시 광산구 용아로 554 (장덕동),절삭가공 및 유사처리업  ,25924,062-951-3576,062-955-0220,18,2025-09-04
2710,정도이엔지,광주광역시 광산구 산정동 424-1 번지 외 2필지 외 2필지,절삭가공 및 유사처리업,25924,,,4,2025-09-04
2711,정도테크(주),광주광역시 광산구 용아로 552-11 (장덕동),자동차 차체용 신품 부품 제조업  ,30320,062-951-3574,062-955-0220,53,2025-09-04
2712,정명산업,광주광역시 광산구 평동로803번길 146-10 (옥동),도장 및 기타 피막처리업,25923,062-943-3088,062-943-3081,7,2025-09-04
2713,정민레이저,광주광역시 광산구 손재로 177 (하남동),절삭가공 및 유사처리업,25924,062-955-2058,062-955-2059,2,2025-09-04
2714,정밀유압,광주광역시 광산구 하남산단3번로 126-3 (장덕동),건설 및 채광용 기계장비 제조업,29241,062-526-2418,062-527-2418,6,2025-09-04
2715,정복기업,"광주광역시 광산구 하남산단6번로 57,  (오선동) 산업동 3층 303호",그 외 기타 나무제품 제조업,16299,061-371-9096,,1,2025-09-04
2716,정산 ENG,광주광역시 광산구 하남산단3번로 14-42 (장덕동),금속 스프링 제조업,25943,062-953-6653,062-951-9669,2,2025-09-04
2717,정오금형 ,광주광역시 광산구 진곡산단중앙로 190 (진곡동),운송장비 조립용 플라스틱제품 제조업,22241,062-951-8141,,2,2025-09-04
2718,정우산업(주),광주광역시 광산구 사암로118번길 77-8 (우산동),"금속 문, 창, 셔터 및 관련제품 제조업  ",25111,062-942-2570,062-941-4377,12,2025-09-04
2719,정우테크,광주광역시 광산구 평동산단2번로 37-10 (용동),자동차 차체용 신품 부품 제조업  ,30320,062-951-3964,062-951-3965,4,2025-09-04
2720,정원,광주광역시 광산구 사암로130번길 135 (우산동),"천막, 텐트 및 유사 제품 제조업  ",13224,062-941-0676,062-941-0677,8,2025-09-04
2721,정원정밀,광주광역시 광산구 하남산단4번로 95-19(장덕동),그 외 기타 분류 안된 금속 가공 제품 제조업,25999,062-973-7883,062-973-7884,6,2025-09-04
2722,정인에프엠(주),광주광역시 광산구 본량동서로 52 (송치동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,,062-383-9566,3,2025-09-04
2723,정인테크,광주광역시 광산구 용아로 627 (오선동),주형 및 금형 제조업,29293,062-953-9264,062-953-9265,3,2025-09-04
2724,정주산업 유한회사,광주광역시 광산구 도천동 122-89 외 1필지,육상 금속 골조 구조재 제조업,25113,,,5,2025-09-04
2725,정진테크,"광주광역시 광산구 진곡산단중앙로 260, 임차기업 (고룡동)",구조용 금속 판제품 및 공작물 제조업  ,25112,062-941-5663,,6,2025-09-04
2726,정테크,광주광역시 광산구 빛12로 8(덕림동),절삭가공 및 유사처리업,25924,,062-955-8422,3,2025-09-04
2727,정환테크,"광주광역시 광산구 진곡산단중앙로 277, 정환테크 (고룡동)",주형 및 금형 제조업,29293,062-951-6251,,1,2025-09-04
2728,제니스테크놀러지,광주광역시 광산구 하남산단8번로 100-5 (오선동),기체 여과기 제조업,29175,,062-961-0525,2,2025-09-04
2729,제로웰 주식회사,광주광역시 광산구 평동산단10번로 26 (연산동),가정용 및 산업용 공기 조화장치 제조업  ,29172,,070-4012-0901,2,2025-09-04
