회사명,전화번호,팩스번호,공장대표주소,업종명
지엠씨(주),052-264-3182,,울산광역시 울주군 삼남읍 가천공단1길 31,내연기관 제조업
지엠테크 ,052-258-3406,052-257-3410,울산광역시 울주군 웅촌면 정주권로 224,기타 기계.장비 조립용 플라스틱 제품 제조업 외 1 종
지오테크,052-268-7565,052-256-0442,울산광역시 울주군 온산읍 종동길 118,배전반 및 전기 자동제어반 제조업
지티씨(주),055-382-1591,055-382-1593,울산광역시 울주군 삼남읍 반구대로 15,그 외 기타 전자부품 제조업 외 1 종
지한산업(주),055-329-1365,055-323-1173,울산광역시 울주군 두서면 활천산업1길 93,그 외 자동차용 신품 부품 제조업
진경테크,051-516-2358,,울산광역시 울주군 웅촌면 고연리 1863번지,그 외 자동차용 신품 부품 제조업
진보에코 주식회사,052-254-3897,052-254-3898,울산광역시 울주군 삼남읍 연봉상천길 33-1,표면 가공 목재 및 특정 목적용 제재목 제조업 외 1 종
진성산업,052-225-8311,052-225-8337,울산광역시 울주군 웅촌면 고연로 98-9,자동차용 금속 압형제품 제조업 외 1 종
진성우드,052-254-7670,052-254-7671,울산광역시 울주군 웅촌면 반계길 86 외 2필지,목재 깔판류 및 기타 적재판 제조업
진성화이바(주),055-387-4865,055-387-4867,울산광역시 울주군 웅촌면 은현작동로 286,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
진성화이바㈜,055-387-4865,055-387-4867,울산광역시 울주군 상북면 길천산업로 473-9,그 외 자동차용 신품 부품 제조업
진양프라스틱(주),052-254-4061,052-254-4064,울산광역시 울주군 삼동면 삼동로 93-37 외 2필지,그 외 자동차용 신품 부품 제조업 외 3 종
진영엠엔에스(주),052-271-5178,052-271-5135,울산광역시 울주군 청량읍 화창3길 6,운송장비 조립용 플라스틱제품 제조업 외 3 종
진푸드,052-256-3477,052-256-3577,울산광역시 울주군 웅촌면 고연공단2길 120-1,도시락류 제조업 외 1 종
참나무식품,052-264-5244,0504-389-3436,울산광역시 울주군 삼동면 삼동로 343-6,두부 및 유사식품 제조업
창성공업사,052-261-1083,052-261-1084,"울산광역시 울주군 청량읍 화창길 9, 외 1필지",주형 및 금형 제조업
창신인터내셔날(주),052-239-3878,052-237-0358,울산광역시 울주군 온산읍 화산로 155-7,건설 및 채광용 기계장비 제조업 외 3 종
창신인터내셔날(주),052-239-3878,052-237-0358,울산광역시 울주군 온산읍 처용산업3길 32,건설 및 채광용 기계장비 제조업 외 3 종
창조기업,052-277-8533,052-277-8534,울산광역시 울주군 웅촌면 장기터2길 101,선박 구성 부분품 제조업 외 2 종
창준산업사,052-257-6001,052-257-6008,울산광역시 울주군 웅촌면 고연공단2길 31,배전반 및 전기 자동제어반 제조업
처용산업개발 주식회사,052-239-9277,052-256-9278,"울산광역시 울주군 온양읍 연안5길 10, 3층",일반용 전기 조명장치 제조업
천지기계산업,052-026-0348,052-260-0349,"울산광역시 울주군 청량읍 화창길 11, 외 2필지",주형 및 금형 제조업
천지인,052-716-3020,,울산광역시 울주군 웅촌면 곡천음달길 71-1,자동차 차체용 신품 부품 제조업
천지케미칼,052-225-9994,052-225-9920,울산광역시 울주군 웅촌면 대학길 9,그 외 기타 분류 안된 화학제품 제조업 외 1 종
천희산업 제1공장,052-262-2012,,울산광역시 울주군 두서면 전읍복안로 209-5,식품 위생용 종이 상자 및 용기 제조업
천희산업 제2공장,,052-262-2011,울산광역시 울주군 두서면 전읍복안로 209-6 (총 2 필지) 외 1필지,그 외 기타 일반목적용 기계 제조업 외 1 종
철(주),,,울산광역시 울주군 서생면 위양리 344 외 1필지,전시용 모형 제조업
청구이노베이션(주),052-273-1009,052-265-4947,울산광역시 울주군 상북면 우만길 12,그 외 기타 일반목적용 기계 제조업 외 2 종
청송사,052-268-4534,052-268-4514,울산광역시 울주군 웅촌면 고연공단4길 10-18,고무패킹류 제조업 외 1 종
청운푸드,052-254-9003,052-264-4003,울산광역시 울주군 삼남읍 서상평길 51-1,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종
체어팩토리,070-8747-7119,02-6280-7199,울산광역시 울주군 서생면 신암리 에너지융합일반산업단지 12B-8L(C26),그 외 기타 달리 분류되지 않은 운송장비 제조업
케미칼네트웍스(주),052-260-7918,,울산광역시 울주군 온산읍 산남길 56,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업
케이.엘.비(K.L.B),052-249-5543,052-249-5546,"울산광역시 울주군 웅촌면 고연로 152-21, 건축물 2동(제조시설), 4동(부대시설)",일반용 전기 조명장치 제조업
케이디탱크터미널(주),052-238-8180,052-238-8181,울산광역시 울주군 온산읍 산암로 213,윤활유 및 그리스 제조업 외 1 종
케이비기술(주),,052-239-6092,울산광역시 울주군 서생면 에너지산업3로 72,육상 금속 골조 구조재 제조업
케이아이비플러그에너지(주) 2공장,052-278-9000,052-273-9898,울산광역시 울주군 온산읍 대정로 52 외 2필지,"증류기, 열교환기 및 가스발생기 제조업"
케이아이비플러그에너지(주) 3공장,052-278-9000,052-273-9898,울산광역시 울주군 온산읍 산성길 159,"증류기, 열교환기 및 가스발생기 제조업 외 4 종"
케이아이엠(주),052-265-8155,052-265-8156,울산광역시 울주군 웅촌면 고연공단3길 26,운송장비 조립용 플라스틱제품 제조업 외 1 종
케이에스산업,052-268-0601,052-268-0611,울산광역시 울주군 웅촌면 은현작동로 35-3 외 1필지,항공기용 부품 제조업
케이에스산업 주식회사,052-263-8509,,울산광역시 울주군 두서면 활천리 817-18,그 외 자동차용 신품 부품 제조업
케이에스시(주),,,울산광역시 울주군 삼동면 사촌신복로 367-15,육상 금속 골조 구조재 제조업 외 1 종
케이에스케미칼(주),052-239-2271,052-989-6994,울산광역시 울주군 온산읍 화산3길 12,그 외 기타 분류 안된 화학제품 제조업 외 1 종
케이에스테크(주),052-256-0302,052-256-0321,울산광역시 울주군 웅촌면 은현작동로 35-25,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종"
케이에이치리텍(주),,,울산광역시 울주군 웅촌면 고연공단5길 40-19 (총 6 필지) 외 5필지,플라스틱 필름 제조업 외 1 종
케이에이치산업,,,울산광역시 울주군 범서읍 중리 767-15번지 외 4필지,비금속광물 분쇄물 생산업
케이에이치에코텍(주),052-227-9680,,울산광역시 울주군 온산읍 화산1길 13-28,"기타 비철금속 제련, 정련 및 합금 제조업 외 1 종"
케이에이치엠,052-273-1224,052-273-1225,울산광역시 울주군 웅촌면 와지공단1길 18,그 외 자동차용 신품 부품 제조업
케이엘산업(주),052-275-9995,052-275-9967,울산광역시 울주군 언양읍 반천산업로 5,"금속 문, 창, 셔터 및 관련제품 제조업"
케이엠에스(주),052-233-9250,052-288-9251,울산광역시 울주군 온산읍 처용산업2길 76 케이엠에스(주),도장 및 기타 피막처리업
케이오씨(주),052-238-5885,052-238-5886,"울산광역시 울주군 온산읍 이진로 67-34, (총 3 필지)",기타 기초 무기 화학물질 제조업
케이유엠 유한책임회사,052-255-0223,052-264-6624,울산광역시 울주군 상북면 양등농공길 17,그 외 자동차용 신품 부품 제조업
케이유엠(유) 두서2공장,052-255-0223,052-716-2770,울산광역시 울주군 두서면 전읍농공길 53 (두서면),그 외 자동차용 신품 부품 제조업 외 3 종
케이유엠(유) 두서공장,052-255-0223,052-254-5408,울산광역시 울주군 두서면 전읍농공길 20 (두서면),그 외 자동차용 신품 부품 제조업 외 3 종
케이이티(주),052-267-3894,052-257-3894,울산광역시 울주군 언양읍 어음길 21,전동기 및 발전기 제조업 외 2 종
케이잼(주),052-231-6882,052-231-6530,울산광역시 울주군 온산읍 원산리 250-2,"동 압연, 압출 및 연신제품 제조업"
케이지케미칼(주),052-231-1711,052-231-1715,울산광역시 울주군 온산읍 당월로 322,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업 외 3 종"
케이티티플랜트(주),,052-237-7447,울산광역시 울주군 온양읍 광청로 394-46 외 3필지,그 외 기타 1차 철강 제조업 외 2 종
케이티티플랜트(주)2공장,,,울산광역시 울주군 온양읍 광청로 394-60,그 외 기타 1차 철강 제조업 외 2 종
케이피엠 주식회사,052-237-8697,052-237-8698,"울산광역시 울주군 온양읍 옥수곡1길 5, A동",기타 일반 기계 및 장비 수리업
켐코(주),031-737-0998,031-737-0993,울산광역시 울주군 온산읍 원산리 891-15번지 외 1필지,무기안료용 금속 산화물 및 관련 제품 제조업 외 1 종
코리아씰라인(주),,052-239-8310,울산광역시 울주군 웅촌면 대복리 463번지 외 8필지,"탭, 밸브 및 유사장치 제조업"
코스모화학(주),052-231-6700,052-237-2104,울산광역시 울주군 온산읍 원봉로 55 (총 4 필지),무기안료용 금속 산화물 및 관련 제품 제조업 외 3 종
코스트(주),052-269-3511,052-269-3511,"울산광역시 울주군 웅촌면 밭마당길 28, 외11필지",그 외 자동차용 신품 부품 제조업 외 3 종
코잽(주),052-707-8805,052-707-8805,울산광역시 울주군 언양읍 반천산업로 27,그 외 기타 일반목적용 기계 제조업
쿠리타한수(주),052-238-1480,,울산광역시 울주군 온산읍 석당길 57,그 외 기타 분류 안된 화학제품 제조업 외 2 종
큐파이어 주식회사,052-271-7912,052-271-7913,울산광역시 울주군 웅촌면 고연공단3길 19,액체 펌프 제조업
크린테크,052-237-4364,052-238-4364,울산광역시 울주군 서생면 위양로 211-87,구조용 금속 판제품 및 공작물 제조업 외 17 종
키존(주),,,울산광역시 울주군 온양읍 남창로 880 (총 2 필지) 외 1필지,건설 및 채광용 기계장비 제조업 외 3 종
태경산업(주),052-238-1474,052-238-1465,울산광역시 울주군 온산읍 당월로 72-40 (총 4 필지) 외 3필지,그 외 기타 분류 안된 화학제품 제조업 외 1 종
태경산업전기,052-223-5847,052-223-2339,울산광역시 울주군 웅촌면 내기길 13,전기회로 접속장치 제조업
태광물산(주),052-919-8111,052-916-3022,울산광역시 울주군 상북면 길천산업3길 14-8,자동차용 신품 전기장치 제조업 외 1 종
태림포장(주),052-255-9999,052-255-9900,울산광역시 울주군 두서면 활천산업1길 127,골판지 제조업 외 1 종
태명석재 주식회사,,,울산광역시 울주군 웅촌면 은현작동로 262,건설용 석제품 제조업
태봉인더스트리,052-922-5188,,울산광역시 울주군 언양읍 반천산업로 108-106,그 외 자동차용 신품 부품 제조업
태성산업,052-264-3478,052-264-5125,울산광역시 울주군 삼남읍 사촌신복로 410-15 (총 2 필지) 외 1필지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
태양수출포장,052-222-7014,052-222-7015,울산광역시 울주군 웅촌면 당고개1길 42-32,"목재 포장용 상자, 드럼 및 유사용기 제조업"
태양정공(주),052-222-1491,052-222-1495,울산광역시 울주군 웅촌면 광청로 117,그 외 자동차용 신품 부품 제조업 외 3 종
태양정공(주) 온양공장,052-222-1491,052-222-1495,울산광역시 울주군 온양읍 삼광리 718-2번지,그 외 자동차용 신품 부품 제조업 외 3 종
태영유화(주),052-264-2311,052-264-2313,울산광역시 울주군 삼남읍 가천금사길 224-17,윤활유 및 그리스 제조업
태영전자(주),061-394-8410,061-394-8413,울산광역시 울주군 상북면 길천산업2길 10-25,그 외 자동차용 신품 부품 제조업 외 3 종
태영정밀,052-254-4880,052-254-4881,울산광역시 울주군 상북면 길천산업로 383,절삭가공 및 유사처리업
태웅에너지(주),052-254-5559,052-264-0281,울산광역시 울주군 상북면 찬물내기길 13,육상 금속 골조 구조재 제조업 외 1 종
태원ENG,,052-257-2722,울산광역시 울주군 웅촌면 은현작동로 242-3,주형 및 금형 제조업
태원수출포장,052-260-6781,052-260-6782,울산광역시 울주군 웅촌면 고연로 183-39,판지 상자 및 용기 제조업
태원카라반,070-8829-5804,0504-023-8099,울산광역시 울주군 웅촌면 고연로 219-26,트레일러 및 세미트레일러 제조업 외 1 종
태을산업,052-256-7722,052-256-7704,울산광역시 울주군 웅촌면 고연공단2길 132,부직포 및 펠트 제조업
태일정공,,,"울산광역시 울주군 웅촌면 곡천검단로 250, 고연리 461-1번지 외 1필지",육상 금속 골조 구조재 제조업 외 1 종
태정인더스트리(주),052-288-8033,,울산광역시 울주군 언양읍 반천산업로 32-39,그 외 기타 전기장비 제조업
태진M&S,070-8159-9455,052-262-8669,울산광역시 울주군 상북면 양등농공길 41,그 외 자동차용 신품 부품 제조업 외 3 종
태진산업전기,052-267-6868,052-267-6858,울산광역시 울주군 서생면 에너지산업1로 45 에너지융합 일반산업단지 산업시설용지 6B-4,일반용 전기 조명장치 제조업 외 3 종
태창테크,052-237-3238,052-237-3233,울산광역시 울주군 온양읍 광청로 379-37,육상 금속 골조 구조재 제조업 외 3 종
태평양시스템(주),052-258-2771,052-266-8445,"울산광역시 울주군 언양읍 언양로 603, 에이동",배전반 및 전기 자동제어반 제조업
태평양시스템(주),052-258-2771,052-266-8445,울산광역시 울주군 두동면 계명로 44,산업처리공정 제어장비 제조업 외 1 종
태화산업기계,052-238-7203,,울산광역시 울주군 온산읍 덕신리 131번지,주형 및 금형 제조업
