회사명,업종명,생산품,주소,연락처,출처파일,전화번호,대표자명,공장대표주소(지번),공장대표주소(도로명)
덕진카에어콘,자동차 및 트레일러 제조업,자동차용 신품 부품,전북 전주시 덕진구 호반7길 3,063-251-4231,전북특별자치도 전주시_제조업_20260223.csv,,,,
가야테크,자동차 및 트레일러 제조업,"에어컨덕트, 암레스트외",전북특별자치도전주시 덕진구 신흥마을길 119 (고랑동),063-212-1785,전북특별자치도 전주시_제조업_20260223.csv,,,,
씨엠테크,자동차 및 트레일러 제조업,자동차 차체용 신품 부품,전북특별자치도 전주시 덕진구 팔복로 208 (팔복동2가),,전북특별자치도 전주시_제조업_20260223.csv,,,,
전주커먼레일,자동차 및 트레일러 제조업,자동차용 신품 부품,전북특별자치도 전주시 덕진구 원만성로 82,063-211-8550,전북특별자치도 전주시_제조업_20260223.csv,,,,
평화레이져,자동차 및 트레일러 제조업,자동차 차체프레임 부품 외,전북특별자치도 전주시 덕진구 신복로 145 (팔복동1가),063-263-4176,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)평화공업,자동차 및 트레일러 제조업,자동차용 신품 부품,전북특별자치도 전주시 덕진구 추천로 47,063-211-9075,전북특별자치도 전주시_제조업_20260223.csv,,,,
제논전장(주),자동차 및 트레일러 제조업,자동차 발전기용 전압 조절기,전북특별자치도 전주시 덕진구 팔과정로 20 (팔복동3가),063-214-9727,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)동성정공,자동차 및 트레일러 제조업,자동차부품,전북특별자치도 전주시 완산구 한지길 38 (풍남동2가),063-543-1890,전북특별자치도 전주시_제조업_20260223.csv,,,,
평화브레이크,자동차 및 트레일러 제조업,자동차 제동장치,전북특별자치도 전주시 덕진구 서귀로 27 (팔복동3가),063-212-8336,전북특별자치도 전주시_제조업_20260223.csv,,,,
탑중기공업탑중기매매상사,자동차 및 트레일러 제조업,건설기계장비,"전북특별자치도 전주시 덕진구 야전2길 41-1, 1층 (팔복동4가)",063-214-2464,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)상용우진상사,자동차 및 트레일러 제조업,자동차부품 도소매,전북특별자치도 전주시 덕진구 신행로 49-1 (팔복동3가),063-212-1484,전북특별자치도 전주시_제조업_20260223.csv,,,,
건민특장(주),자동차 및 트레일러 제조업,가변축 키트,전북특별자치도 전주시 덕진구 원산정길 17-1 (산정동),063-211-1920,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)하이엔진,자동차 및 트레일러 제조업,자동차용 신품 부품 제조업,전북특별자치도 전주시 덕진구 초포다리로 18 (호성동1가),063-244-5707,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)다원특장,자동차 및 트레일러 제조업,특장차,전북특별자치도 전주시 덕진구 팔복로 233 (여의동),063-214-3357,전북특별자치도 전주시_제조업_20260223.csv,,,,
평화자동차공업사(주),자동차 및 트레일러 제조업,자동차 정비,전북특별자치도 전주시 덕진구 추천로 47-24 (팔복동3가),063-211-2242,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)카이테크,자동차 및 트레일러 제조업,"전압조정기, 전동식 워터펌프제어기 외","전북특별자치도 전주시 덕진구 오공로 123, 202호 (만성동)",063-214-9747,전북특별자치도 전주시_제조업_20260223.csv,,,,
태양기계㈜,자동차 및 트레일러 제조업,자동차부품,전북특별자치도 전주시 덕진구 비석날로 54,063-214-9160,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)지에이티,자동차 및 트레일러 제조업,자동차부품(용량제어밸브 외),"전북특별자치도 전주시 덕진구 팔복로 220, 제2동 (팔복동2가, (주)엘티씨)",063-214-8756,전북특별자치도 전주시_제조업_20260223.csv,,,,
뉴코상사,자동차 및 트레일러 제조업,캠핑카 제작,전북특별자치도 전주시 덕진구 동부대로 1200-3 (송천동2가),063-274-7474,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)조일,자동차 및 트레일러 제조업,자동차용 시트제조,전북특별자치도 전주시 완산구 백제대로 333 (중화산동2가),063-901-1925,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)씨엔티,자동차 및 트레일러 제조업,중기부품 및 기계기구류 제조,전북특별자치도 전주시 덕진구 암실길 52 (반월동),063-212-9520,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)영림테크,자동차 및 트레일러 제조업,자동차용 신품 부품,전북특별자치도 전주시 덕진구 한내로 93-17 (고랑동),,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)제이에프파츠,자동차 및 트레일러 제조업,자동차부품,전북특별자치도 전주시 덕진구 편운로 68-8 (고랑동),063-291-6813,전북특별자치도 전주시_제조업_20260223.csv,,,,
네오캠핑카,자동차 및 트레일러 제조업,캠핑카,전북특별자치도 전주시 덕진구 용덕길 5-13,063-227-2601,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)태경,자동차 및 트레일러 제조업,현대기아부품제조,전북특별자치도 전주시 덕진구 원만성로 83-1 (팔복동2가),063-212-3515,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)덕진,자동차 및 트레일러 제조업,파우치 아연공기전지,"전북특별자치도 전주시 덕진구 반룡로109, B동 108호 110호",054-741-9801,전북특별자치도 전주시_제조업_20260223.csv,,,,
전주상사,자동차 및 트레일러 제조업,자동차관련용품,"전북특별자치도 전주시 덕진구 신복로 113, 6동 2호",063-253-6321,전북특별자치도 전주시_제조업_20260223.csv,,,,
전북지엔특장,자동차 및 트레일러 제조업,"특장차,탑차","전북특별자치도 전주시 덕진구 팔과정로 205, 1동 (팔복동4가)",061-1688-1278,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)리싸이클베이,자동차 및 트레일러 제조업,자동차리프트,전북 전주시 덕진구 기린대로 868-40 (여의동2가),,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)한일컨테이너,자동차 및 트레일러 제조업,컨테이너,전북특별자치도 전주시 덕진구 초포로 17-48,063-214-4242,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)천희이엔지,자동차 및 트레일러 제조업,자동차부품 외,전북특별자치도 전주시 덕진구 반룡로 50 (팔복동2가),063-714-4059,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)누누아이플러스,자동차 및 트레일러 제조업,자동차 경보장치 제조,"전북특별자치도 전주시 덕진구 송천3길 43, 2층 (송천동1가,누누아이플러스)",1670-1136,전북특별자치도 전주시_제조업_20260223.csv,,,,
올턴 가연테크,자동차 및 트레일러 제조업,전방향 주행장치,"전북특별자치도 전주시 덕진구 온고을로 629, 2층 (장동)",070-8823-1114,전북특별자치도 전주시_제조업_20260223.csv,,,,
엠스토리지,자동차 및 트레일러 제조업,"캠핑트레일러,살균신발장",전북특별자치도 전주시 덕진구 원반월길 49,070-7744-9942,전북특별자치도 전주시_제조업_20260223.csv,,,,
원우테크,자동차 및 트레일러 제조업,트레일러 및 세미트레일러 제조,전북특별자치도 전주시 덕진구 신흥안길 39-31,,전북특별자치도 전주시_제조업_20260223.csv,,,,
우주하이텍,자동차 및 트레일러 제조업,어린이 보호차량 내부 시트,전북특별자치도 전주시 덕진구 감수길 30-20 (팔복동4가),063-213-0050,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유한)에이치제이모터스,자동차 및 트레일러 제조업,그 외 자동차용 신품 부품 제조업,"전북특별자치도 전주시 덕진구 가리내로 132, 5층 (덕진동1가)",,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)아주큐,자동차 및 트레일러 제조업,자동차용 신품 부품 제조,전북특별자치도 전주시 덕진구 팔복로 208 (팔복동2가),063-214-4804,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)리텍코리아,자동차 및 트레일러 제조업,이동식 목용장비 및 탑재차량,전북특별자치도 전주시 덕진구 오신2길 23-5 (성덕동),1599-4031,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)에스비텍,자동차 및 트레일러 제조업,에어드라이어 필터,"전북특별자치도 전주시 덕진구 팔과정로 20, 1층 102-1호 (팔복동3가,전주지식산업센터)",,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)스타홀릭,자동차 및 트레일러 제조업,트레일러,전북특별자치도 전주시 완산구 전라감영5길 20 (경원동1가),,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)지오레이저,자동차 및 트레일러 제조업,"특장차 부품, 기계부품",전북특별자치도 전주시 덕진구 반룡로 76 (팔복동2가),063-213-3388,전북특별자치도 전주시_제조업_20260223.csv,,,,
대원하우징,자동차 및 트레일러 제조업,건설자재 건축자재 인테리어자재,"전북특별자치도 전주시 덕진구 송천로 39, 210호(송천동1가, 서호2차 아파트상가)",063-254-3330,전북특별자치도 전주시_제조업_20260223.csv,,,,
현대밋숀(주),자동차 및 트레일러 제조업,"액슬, 트랜스밋션",울산 울주군 온산읍 화산리 1281-2번지,,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)대인세이프티,자동차 및 트레일러 제조업,자동차부품,전북특별자치도 전주시 덕진구 반룡로 50 (팔복동2가),063-714-4060,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)리페어파츠,자동차 및 트레일러 제조업,자동차무드등,"전북특별자치도 전주시 덕진구 기린대로 577, 101호 (덕진동2가)",063-833-9980,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)아이버스,자동차 및 트레일러 제조업,어린이통학버스,전북특별자치도 전주시 덕진구 호남로 2519-23 (성덕동),1544-0547,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)아이버스,자동차 및 트레일러 제조업,어린이통학버스,전북특별자치도 전주시 덕진구 호남로 2519-21 (성덕동),1544-0547,전북특별자치도 전주시_제조업_20260223.csv,,,,
명품버스인테리어,자동차 및 트레일러 제조업,"자동차부품, 자동차시트",전북특별자치도 전주시 덕진구 원동로 264 (장동),,전북특별자치도 전주시_제조업_20260223.csv,,,,
인코테크,자동차 및 트레일러 제조업,자동차 부품,"전북특별자치도 전주시 덕진구 유상로 67, 7동(팔복동2가)",063-213-2991,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유)경신모터스,자동차 및 트레일러 제조업,자동차 부품 수리,전북특별자치도 전주시 덕진구 기린대로 867 (팔복동2가),063-252-5400,전북특별자치도 전주시_제조업_20260223.csv,,,,
(주)한국몰드김제,자동차 및 트레일러 제조업,"상용차 바디, 범퍼, 패널, 자동차 차체 부품 외",전북특별자치도 전주시 덕진구 반룡로 88 (팔복동 2가),063-714-4300,전북특별자치도 전주시_제조업_20260223.csv,,,,
삼일부란자,기타 운송장비 제조업,자동차수리,전북특별자치도 전주시 덕진구 신행로 65(팔복동2가),063-211-4110,전북특별자치도 전주시_제조업_20260223.csv,,,,
동성모터스대형부,기타 제품  제조업,자동차 광고물,전북특별자치도 전주시 덕진구 감수길 28(팔복동4가),063-212-8350,전북특별자치도 전주시_제조업_20260223.csv,,,,
(유)동성물산,그외 기타 자동차 부품 제조업,,전라북도 완주군 봉동읍 완주산단5로 200-10,,전북특별자치도_공장현황_20170421.csv,,,,
(주)에스더블유,그외 기타 자동차 부품 제조업 외 1 종,,전라북도 김제시 금구면 연동길 96-150,,전북특별자치도_공장현황_20170421.csv,,,,
제논전장(주),자동차용 전기장치 제조업 외 1 종,,"전라북도 전주시 덕진구 팔과정로 20, 아파트형공장 201-1호 (팔복동3가)",,전북특별자치도_공장현황_20170421.csv,,,,
(주)해운테크,자동차 차체용 부품 제조업 외 1 종,,"전라북도 군산시 산단동서로 44-26 (오식도동, (주)해운테크)",,전북특별자치도_공장현황_20170421.csv,,,,
가나이엔텍,그외 기타 자동차 부품 제조업,,전라북도 군산시 중가도길 70 (오식도동),,전북특별자치도_공장현황_20170421.csv,,,,
