연번,업체명,도로명주소,지번주소,산업분류코드,업종명,전화번호,팩스번호,종업원수
894,진엔지니어링,경상북도 성주군 선남면 성원리 12-3번지,경상북도 성주군 선남면 성원리 12-3번지,"30399, ",그 외 자동차용 신품 부품 제조업,,,5
895,진엔프라,,경상북도 성주군 선남면 신부리 1-1 외 1필지,"20202, ",합성수지 및 기타 플라스틱 물질 제조업,054-931-1485,054-931-1486,3
896,진영글로벌 주식회사,경상북도 성주군 선남면 성주로 3498-24,경상북도 성주군 선남면 성원리 447번지,"28303, ",절연 코드세트 및 기타 도체 제조업,054-933-8431,054-933-8434,45
897,진영테크,경상북도 성주군 선남면 관용로 316-26,경상북도 성주군 선남면 오도리 산18-10,"22241, ",운송장비 조립용 플라스틱제품 제조업,,054-932-4815,1
898,진영테크,경상북도 성주군 선남면 명관로 233-32,경상북도 성주군 선남면 취곡리 334,"30310, ",자동차 엔진용 신품 부품 제조업,054-933-8786,054-931-8786,10
899,진영텍스 주식회사,경상북도 성주군 선남면 문방공단길 136-10,경상북도 성주군 선남면 문방리 1411 (주)진영,"13211, 13213",면직물 직조업 외 1 종,054-931-2515,054-931-2519,12
900,진우섬유,경상북도 성주군 선남면 나선로 985 (진우섬유) (총 2 필지) 외 1필지,경상북도 성주군 선남면 선원리 666-1번지 외 1필지,"13213, ",화학섬유직물 직조업,,054-931-9592,4
901,진일산업,"경상북도 성주군 성주읍 주천로 271,  815-5",경상북도 성주군 성주읍 금산리 817-5번지,"13992, ",부직포 및 펠트 제조업,054-931-2288,054-931-2459,5
902,진화테크,"경상북도 성주군 선남면 선노로 55-18, (도성리 872-2) 외 1필지",경상북도 성주군 선남면 도성리 872-2번지 (도성리 872-2) 외 1필지,"30399, ",그 외 자동차용 신품 부품 제조업,054-932-7485,054-932-7481,8
903,진흥실사켐버스,경상북도 성주군 선남면 취곡1길 7-8 (진흥직물),경상북도 성주군 선남면 취곡리 174번지,"13224, 13229","천막, 텐트 및 유사 제품 제조업 외 1 종",054-931-0069,054-931-1881,3
904,참별산업,경상북도 성주군 성주읍 용산리 1001-2번지,경상북도 성주군 성주읍 용산리 1001-2번지,"13910, ","카펫, 마루덮개 및 유사제품 제조업",,054-931-9008,2
905,창대산업,경상북도 성주군 월항면 보암리 726-2번지 외 2필지,경상북도 성주군 월항면 보암리 726-2번지 외 2필지,"13992, ",부직포 및 펠트 제조업,,,7
906,창대스틸 주식회사,경상북도 성주군 선남면 도흥길 31-3,경상북도 성주군 선남면 도흥리 790-3,"24199, ",그 외 기타 1차 철강 제조업,,054-933-8501,5
907,창성테크(주),"경상북도 성주군 용암면 본성로 130, -본리리 21 (총 2 필지) 외 1필지",경상북도 성주군 용암면 본리리 21번지 -본리리 21 외 1필지,"25119, ",기타 구조용 금속제품 제조업,054-932-0482,054-932-0487,5
908,청마산업,경상북도 성주군 선남면 용신공단길 19,경상북도 성주군 선남면 용신리 904-1 동신섬유,"13104, ",연사 및 가공사 제조업,054-931-5773,054-931-5774,2
909,청심,경상북도 성주군 선남면 문방길 51-5,경상북도 성주군 선남면 오도리 509,"29163, 25122, 27216, 29150, 29174, 29175, 29176, 29299",컨베이어장치 제조업 외 7 종,053-382-5570,053-382-5571,4
910,청양원,경상북도 성주군 월항면 죽관길 55,경상북도 성주군 월항면 용각리 415-0번지,"10833, ",장류 제조업,,054-933-8292,3
911,청우산업,경상북도 성주군 선남면 오도리 285-1번지,경상북도 성주군 선남면 오도리 285-1번지,"22259, 22229",기타 플라스틱 발포 성형제품 제조업 외 1 종,,054-933-7928,4
912,청운에스엔티,경상북도 성주군 선남면 선노로 55-25 외 1필지,경상북도 성주군 선남면 도성리 873-1 번지 외 1필지,"25113, ",육상 금속 골조 구조재 제조업,,054-931-9376,2
913,청파화섬,"경상북도 성주군 용암면 성암로 1251, (용정리 105-2) 외 1필지",경상북도 성주군 용암면 용정리 105-2번지 (용정리 105-2) 외 1필지,"13104, ",연사 및 가공사 제조업,,054-932-4633,5
914,청해 주식회사,경상북도 성주군 월항면 주산로 246,경상북도 성주군 월항면 대산리 900-3,"22299, ",그 외 기타 플라스틱 제품 제조업,,,2
915,청화산업개발(주),경상북도 성주군 월항면 유월리 산 933-7번지,경상북도 성주군 월항면 유월리 산 933-7번지,"23911, ",건설용 석제품 제조업,054-933-0477,054-933-0873,3
916,초전관광(주),경상북도 성주군 초전면 용봉리 167-5번지,경상북도 성주군 초전면 용봉리 167-5번지,"29241, ",건설 및 채광용 기계장비 제조업,054-931-1344,054-932-4341,20
917,취운향당,경상북도 성주군 선남면 도성3길 106,경상북도 성주군 선남면 도성리 845번지,"20424, ",표면광택제 및 실내가향제 제조업,054-933-6371,054-933-6373,5
918,카미리,경상북도 성주군 선남면 선노로 357-20 외 3필지,경상북도 성주군 선남면 용신리 215-8 외 3필지,"30399, ",그 외 자동차용 신품 부품 제조업,,053-581-2500,5
919,케이엠폴리머,경상북도 성주군 초전면 주천로 353-22 (초전면) (총 2 필지),경상북도 성주군 초전면 칠선리 62-1번지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,,054-931-4862,7
920,케이제이알로이(주),경상북도 성주군 선남면 취곡리 1 외 4필지,경상북도 성주군 선남면 취곡리 1 외 4필지,"25911, ",분말 야금제품 제조업,054-933-7260,054-933-7264,34
921,케이제이알로이(주) 제2공장,경상북도 성주군 선남면 명관로 337-13,경상북도 성주군 선남면 취곡리 1-1번지,"25911, ",분말 야금제품 제조업,,054-933-7264,14
922,케이제이에스,경상북도 성주군 선남면 선원4길 68,경상북도 성주군 선남면 선원리 427-1번지,"29169, ",기타 물품 취급장비 제조업,,054-932-2212,1
923,케이한일메디컬,경상북도 성주군 선남면 명관로 337-121,경상북도 성주군 선남면 취곡리 268-5,"28512, 13221",가정용 전기 난방기기 제조업 외 1 종,,,5
924,큐에스테크,경상북도 성주군 용암면 사곡공단2길 34 외 1필지,경상북도 성주군 용암면 사곡리 848-11 외 1필지,"13991, ",세폭직물 제조업,,,3
925,크레이트산업,경상북도 성주군 월항면 지방리 268번지 외 3필지,경상북도 성주군 월항면 지방리 268번지 외 3필지,"29241, ",건설 및 채광용 기계장비 제조업,054-931-7623,,3
926,크린스타생활산업,경상북도 성주군 용암면 용계리 680번지 외 2필지,경상북도 성주군 용암면 용계리 680번지 외 2필지,"20424, ",표면광택제 및 실내가향제 제조업,,054-933-0074,12
927,크린코리아,경상북도 성주군 월항면 대산2길 22-49,경상북도 성주군 월항면 대산리 23-0번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,054-933-4692,054-933-4693,4
928,태림보일러,경상북도 성주군 선남면 명관로 446-36 외 1필지,경상북도 성주군 선남면 동암리 341-1번지 외 1필지,"25121, ",산업용 난방보일러 및 방열기 제조업,054-933-4475,054-933-4476,2
929,태산BMI,경상북도 성주군 초전면 용대로 348,경상북도 성주군 초전면 칠선리 681,"29120, 29293",유압기기 제조업 외 1 종,,054-932-7834,9
930,태산산업,경상북도 성주군 벽진면 문덕로 58-6,경상북도 성주군 벽진면 가암리 128-1번지,"13992, ",부직포 및 펠트 제조업,054-931-2365,054-931-2360,4
931,태성,경상북도 성주군 선남면 성주로 3781-32,경상북도 성주군 선남면 관화리 1043-0,"29293, ",주형 및 금형 제조업,,054-931-6881,2
932,태성미래텍,"경상북도 성주군 선남면 명관로 337-14, (3동)",경상북도 성주군 선남면 동암리 531-28번지 (3동),"22259, ",기타 플라스틱 발포 성형제품 제조업,,,2
933,태성선재,경상북도 성주군 선남면 명관로 337-10,경상북도 성주군 선남면 동암리 531-24 번지,"25944, ",금속선 가공제품 제조업,,054-933-0657,5
934,태성테크,경상북도 성주군 월항면 보암공단길 12,경상북도 성주군 월항면 보암리 732,"25112, ",구조용 금속 판제품 및 공작물 제조업,,,0
935,태성피엔텍,경상북도 성주군 선남면 선노로 13 외 2필지,경상북도 성주군 선남면 도성리 796-6번지 외 2필지,"22232, ",포장용 플라스틱 성형용기 제조업,,054-933-8841,6
936,태수산업,경상북도 성주군 선남면 유서리길 174-16,경상북도 성주군 선남면 유서리 365-9번지,"30320, ",자동차 차체용 신품 부품 제조업,,054-933-7512,6
937,태양,경상북도 성주군 선남면 동암리 419-29번지 외 1필지,경상북도 성주군 선남면 동암리 419-29번지 외 1필지,"29293, ",주형 및 금형 제조업,,,1
938,태영기계,경상북도 성주군 선남면 취곡리 266-7번지 외 3필지,경상북도 성주군 선남면 취곡리 266-7번지 외 3필지,"29210, 29191, 29250",농업 및 임업용 기계 제조업 외 2 종,,054-931-3036,4
939,태영석물,경상북도 성주군 월항면 유월리 932-4 번지,경상북도 성주군 월항면 유월리 932-4 번지,"23919, ",기타 석제품 제조업,,,2
940,태영섬유,경상북도 성주군 선남면 선노로 74-9 (태영섬유),경상북도 성주군 선남면 소학리 1042번지,"13213, ",화학섬유직물 직조업,,054-931-1786,3
941,태우기계,경상북도 성주군 선남면 신부길 180,경상북도 성주군 선남면 신부리 532번지,"29229, 29176, 29250",기타 가공 공작기계 제조업 외 2 종,,054-932-5583,6
942,태인테크,경상북도 성주군 대가면 참별로 2274,경상북도 성주군 대가면 옥성리 721-5번지,"29210, ",농업 및 임업용 기계 제조업,054-932-8377,054-932-8375,8
943,태인테크,경상북도 성주군 대가면 옥성3길 48,경상북도 성주군 대가면 옥성리 392-1,"29210, ",농업 및 임업용 기계 제조업,054-932-8377,054-932-8375,3
944,태정,경상북도 성주군 성주읍 용산리 158번지 외 2필지,경상북도 성주군 성주읍 용산리 158번지 외 2필지,"25113, ",육상 금속 골조 구조재 제조업,,054-931-1931,10
945,태창공업(주)성주지점,경상북도 성주군 선남면 유서리길 87-12,경상북도 성주군 선남면 유서리 125-1 태창공업(주),"30399, ",그 외 자동차용 신품 부품 제조업,053-580-2771,053-581-3554,16
946,태해영,경상북도 성주군 선남면 명관로 337-87 외 4필지,경상북도 성주군 선남면 취곡리 288-4 외 4필지,"20202, ",합성수지 및 기타 플라스틱 물질 제조업,054-931-5301,054-933-5303,5
947,태화금속,"경상북도 성주군 용암면 운산길 29, 그린맨션 101/806",경상북도 성주군 용암면 운산리 20-1번지,"24321, ",알루미늄주물 주조업,,054-931-1120,1
948,태화보일러,경상북도 성주군 선남면 선노로 691,경상북도 성주군 선남면 용신리 958-4번지,"25121, ",산업용 난방보일러 및 방열기 제조업,,02-2617-5596,3
949,태화산업사,경상북도 성주군 월항면 대산2길 22-114 외 12필지,경상북도 성주군 월항면 대산리 30-1 번지 외 12필지,"22251, ",폴리스티렌 발포 성형제품 제조업,,054-932-3088,36
950,태화산업사 1공장,경상북도 성주군 월항면 주산로 466-7 (월항면),경상북도 성주군 월항면 유월리 1112-6번지,"22251, ",폴리스티렌 발포 성형제품 제조업,,054-932-3088,6
951,태흘테크,경상북도 성주군 월항면 유월2길 40-13,경상북도 성주군 월항면 유월리 395-2,"29133, ","탭, 밸브 및 유사장치 제조업",054-932-9284,054-931-9285,3
952,태흥STEEL,경상북도 성주군 선남면 선노로 55-23 (총 4 필지),경상북도 성주군 선남면 도성리 874-0번지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-933-6659,5
953,태흥실업,,경상북도 성주군 선남면 소학리 1083-15,"29192, ",분사기 및 소화기 제조업,054-931-1926,054-931-1927,5
954,토토바스텍,경상북도 성주군 선남면 도성리 78 번지,경상북도 성주군 선남면 도성리 78 번지,"23119, ",기타 판유리 가공품 제조업,,054-932-1292,2
955,투투텍스타일,경상북도 성주군 선남면 명관로 337-12,경상북도 성주군 선남면 동암리 531-41 번지,"14419, ",기타 편조의복 액세서리 제조업,,054-931-7958,1
956,펫트 하이텍,경상북도 성주군 월항면 유월공단길 36 (월항면),경상북도 성주군 월항면 유월리 178번지,"13992, ",부직포 및 펠트 제조업,054-933-4102,054-933-4103,8
957,평창섬유,경상북도 성주군 선남면 선노로 604-16 (평창섬유),경상북도 성주군 선남면 용신리 806-24번지 평창섬유,"13104, ",연사 및 가공사 제조업,054-931-6240,054-931-6241,4
958,평화농기계,경상북도 성주군 성주읍 성산9길 87,경상북도 성주군 성주읍 성산리 189-1번지,"29210, ",농업 및 임업용 기계 제조업,054-933-6266,,3
959,포스무역(주),경상북도 성주군 선남면 문방공단길 136-14,경상북도 성주군 선남면 문방리 1431-22번지,"13213, ",화학섬유직물 직조업,054-933-8820,054-933-8821,12
960,프로틴컴퍼니,경상북도 성주군 선남면 도성1길 70-3,경상북도 성주군 선남면 도성리 산68-9,"10899, ",그 외 기타 식료품 제조업,,0504-030-9509,1
961,피닉스 파크골프,경상북도 성주군 선남면 소학리 568-2번지 외 1필지,경상북도 성주군 선남면 소학리 568-2번지 외 1필지,"22212, 15129, 25999",플라스틱 필름 제조업 외 2 종,054-933-5690,054-933-3443,21
962,필레,경상북도 성주군 월항면 선월로 352,경상북도 성주군 월항면 대산리 467번지,"22259, 13229",기타 플라스틱 발포 성형제품 제조업 외 1 종,054-932-2002,054-931-0658,3
963,하나,경상북도 성주군 성주읍 성주농공단지길 21,경상북도 성주군 성주읍 성산리 1447-2번지,"13219, ",특수 직물 및 기타 직물 직조업,054-933-3991,054-933-3992,3
964,하나금속,경상북도 성주군 선남면 관용로 467 (하나비전금속),경상북도 성주군 선남면 오도리 1-10번지,"38311, 38312",금속류 해체 및 선별업 외 1 종,,053-213-0698,4
