업체명,업종구분,소재지,전화번호,팩스번호
천지 영농조합 법인,식품제조가공업,"경상북도 경주시 안강읍 곤실길 264-16(A동, B동)",,
총본산경주빵 본점,식품제조가공업,경상북도 경주시 불국신택지7길 5(진현동),,
태양수산,식품제조가공업,경상북도 경주시 강동면 수궁서당길 26-6(1-2층),,
토함산 벌꿀세상,식품제조가공업,경상북도 경주시 양남면 외남로 63-52(나동),,
하하하식품,식품제조가공업,경상북도 경주시 안강읍 곤실길 228,,
해돋은 주상절리 참기름.생들기름,식품제조가공업,경상북도 경주시 양남면 양남로 319,,
해맑은수산,식품제조가공업,경상북도 경주시 대본해안길 36,,
향미사,식품제조가공업,경상북도 경주시 태종로 734(사정동),,
현대농원 농업회사법인 주식회사,식품제조가공업,경상북도 경주시 건천읍 금척상리길 50-43,,
현대농원식품,식품제조가공업,경상북도 경주시 건천읍 내서로 1091,,
현대젓갈,식품제조가공업,경상북도 경주시 양남면 갈골마을길 41-31,,
(주)웰빙,식품제조가공업,경상북도 김천시 대항면 덕전길 176(1층 D동B동호),,
근채효담,식품제조가공업,경상북도 김천시 감문면 감문1로 354-37(바동),,
금오제다,식품제조가공업,경상북도 김천시 구성면 송죽5길 36-156,,
농업회사법인(주)신현일,식품제조가공업,경상북도 김천시 구성면 복호1길 43,,
농업회사법인주식회사테드티,식품제조가공업,경상북도 김천시 대항면 덕전택지길 23-3(1층),,
농업회사법인주식회사투마루,식품제조가공업,경상북도 김천시 혁신5로 42(투마루빌딩 3층 율곡동),,
무설초발효원,식품제조가공업,경상북도 김천시 감문면 감문1로 354-37(1층),,
배금초,식품제조가공업,경상북도 김천시 구성면 부항로 2156(나동),,
수플,식품제조가공업,경상북도 김천시 체육공원길 5(1층 지좌동),,
에프비오에더블오일바이오(주),식품제조가공업,경상북도 김천시 대항면 황학동길 24(1층),,
영농조합법인 천자농부,식품제조가공업,경상북도 김천시 부항면 부항로 1042-45,,
이런날건강원,식품제조가공업,경상북도 김천시 송설로 116(1층 부곡동),,
정담두부집,식품제조가공업,경상북도 김천시 문당길 233(가동 1층 문당동),,
주식회사 오야오얏식품연구소,식품제조가공업,경상북도 김천시 영남대로 1307(1층 다수동),,
참나라식품,식품제조가공업,경상북도 김천시 어모면 산업단지6로 80(A. B동),,
태원고추가루,식품제조가공업,경상북도 김천시 배나무골길 21(양천동),,
평밭농장,식품제조가공업,경상북도 김천시 구성면 평전길 397,,
황금메주,식품제조가공업,경상북도 김천시 하로길 309(양천동),,
(주)정온푸드,식품제조가공업,경상북도 안동시 덕고개길 9-28(진입로에서 오른쪽건물 이천동),,
농업회사법인 주식회사 안동대마,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 5(경북바이오산업연구원 4동 303호),,
달콤공장,식품제조가공업,경상북도 안동시 대안로 98-12(3호 옥야동),,
디어먼트 농업회사법인 주식회사,식품제조가공업,경상북도 안동시 풍천면 검무로 10-16(2층 201호),,
산내들식품,식품제조가공업,경상북도 안동시 북후면 북평로 714-1,,
안동생강연구소 (주)농업회사법인,식품제조가공업,경상북도 안동시 서후면 풍산태사로 2855-3(1층),,
재단법인 한국천연색소산업화센터,식품제조가공업,경상북도 안동시 풍산읍 산업단지2길 31,,
키푼프룻,식품제조가공업,경상북도 안동시 동흥2길 21(청년지식산업센터 203호 동부동),,
태리식품,식품제조가공업,경상북도 안동시 와룡면 퇴계로 789-2,,
한양제과주식회사,식품제조가공업,경상북도 안동시 풍산읍 유통단지길 124-31,,
농업회사법인369삼주식회사,식품제조가공업,경상북도 구미시 장천면 학신로 246-16(사무동 1층 금성하이텍),,
도도한오미자,식품제조가공업,경상북도 구미시 형곡로31길 21(1층 형곡동),,
땅콩아지야,식품제조가공업,경상북도 구미시 장천면 하장3길 117(1동 1층),,
미소네누룽지,식품제조가공업,경상북도 구미시 무을면 상무로 803(부1동 1층),,
미소진된장,식품제조가공업,경상북도 구미시 선상동로 809-54,,
설포라바이오,식품제조가공업,경상북도 구미시 선산읍 선상서로 110(1동 1층),,
솔루나컴퍼니,식품제조가공업,경상북도 구미시 산호대로35길 18-12(주1동 1층 옥계동),,
엄딸어탕칼국수연구소,식품제조가공업,경상북도 구미시 산호대로32길 8(1층 옥계동),,
예후푸드,식품제조가공업,경상북도 구미시 도개면 도안로 127(1층),,
오로정승마을영농조합법인,식품제조가공업,경상북도 구미시 장천면 장천오로3길 78-4,,
윤실네식품,식품제조가공업,경상북도 구미시 선산읍 선산중앙로 88(1층),,
이티당충전소,식품제조가공업,경상북도 구미시 봉곡남로 97(1층 봉곡동),,
제이와이푸드,식품제조가공업,경상북도 구미시 임수로 64(1층 임수동),,
주식회사낭만연구소,식품제조가공업,경상북도 구미시 산업로 193-84(지하1층 원평동),,
주식회사명성무역,식품제조가공업,경상북도 구미시 고아읍 대평길 196-10(1동 1층),,
주식회사성보,식품제조가공업,"경상북도 구미시 봉곡북로1길 16(1,2층 봉곡동)",,
주식회사올곧,식품제조가공업,경상북도 구미시 산동읍 첨단기업로 69-9(1층),,
주식회사지더블유엠푸드,식품제조가공업,경상북도 구미시 왕산로5길 14-14(1층 임은동),,
주식회사코끼리식품,식품제조가공업,경상북도 구미시 칠성로2길 46(1층 신평동),,
주식회사홍익바이오,식품제조가공업,경상북도 구미시 4공단로10길 39-62(2동 1층 금전동),,
커피살롱,식품제조가공업,경상북도 구미시 금오산로22길 6(1층 원평동),,
푸드리푸드,식품제조가공업,"경상북도 구미시 오태1길 76-13(가동 1층, 다동 1,2층 오태동)",,
하늘수경푸드채소잡곡,식품제조가공업,경상북도 구미시 도개면 도안로 132(나동 1층),,
황금찰보리빵,식품제조가공업,경상북도 구미시 봉곡남로 11(1층 봉곡동),,
백년약초농업회사법인주식회사,식품제조가공업,경상북도 영주시 평은면 경북대로 2271-23,,
보정식품,식품제조가공업,경상북도 영주시 풍기읍 소백로 2048-14(1층),,
시골푸드,식품제조가공업,경상북도 영주시 대학로284번길 4-6(1층 가흥동),,
진삼정,식품제조가공업,경상북도 영주시 봉현면 풍기로 9,,
(주)오케이바이오랜드,식품제조가공업,경상북도 영천시 약초시장길 3(영천약초시장 114호 도동),,
(주)장안바이오,식품제조가공업,경상북도 영천시 약초시장길 4(영천약초시장 101호 도동),,
가론,식품제조가공업,경상북도 영천시 청통면 청통로 146,,
감로이슬 농원,식품제조가공업,경상북도 영천시 신녕면 완화길 79,,
갑오식품,식품제조가공업,경상북도 영천시 대창면 강회3길 66-6,,
그랩푸드,식품제조가공업,경상북도 영천시 도남공단3길 21(도남동),,
꼬미다,식품제조가공업,경상북도 영천시 청통면 한티길 213-36,,
나이스케미칼,식품제조가공업,경상북도 영천시 도남공단1길 1(도남동),,
농업회사법인 주식회사 일농,식품제조가공업,경상북도 영천시 고경면 상계로 221,,
농업회사법인 주식회사 제영,식품제조가공업,경상북도 영천시 고경면 사덕로 607,,
농업회사법인 주식회사 케이소금나무,식품제조가공업,경상북도 영천시 고경면 고도길 37-92,,
농업회사법인 주식회사 홀그레인호밀농장,식품제조가공업,경상북도 영천시 화산면 대암길 64,,
농업회사법인(주)삼홍,식품제조가공업,경상북도 영천시 대창면 강회3길 46,,
농업회사법인(주)심박,식품제조가공업,경상북도 영천시 금호읍 대구대길 68(주3동),,
농업회사법인(주)하비랑,식품제조가공업,경상북도 영천시 고경면 상계로 178-7,,
농업회사법인(주)한이약이,식품제조가공업,경상북도 영천시 천문로 598(오미동),,
늘해찬,식품제조가공업,경상북도 영천시 금호읍 대구대길 333(대구대학교 창업보육센터 2호관동 1106호),,
두부식탁,식품제조가공업,경상북도 영천시 모란4길 6(전면 우측호 야사동),,
레트로 오일,식품제조가공업,경상북도 영천시 북안면 북안서당길 110-9,,
별빛아래작은마을,식품제조가공업,경상북도 영천시 화북면 송림길 29,,
상송호두농원,식품제조가공업,경상북도 영천시 화북면 천문로 3025,,
성심식품,식품제조가공업,경상북도 영천시 화남면 귀호1길 88-6,,
셀베이 바이오,식품제조가공업,경상북도 영천시 화산면 유성길 83,,
시원 바이오,식품제조가공업,경상북도 영천시 약초시장길 6(영천약초시장 102호 도동),,
신왕궁식품,식품제조가공업,경상북도 영천시 한방로 23(전면 좌측호 도동),,
쓰리엠맘,식품제조가공업,경상북도 영천시 화산면 장수로 620,,
씨월드,식품제조가공업,경상북도 영천시 금호읍 야수골길 20,,
여은식품,식품제조가공업,경상북도 영천시 화남면 대천2길 2,,
영천곤충영농조합법인,식품제조가공업,경상북도 영천시 조동길 25-7(녹전동),,
자양전통장,식품제조가공업,경상북도 영천시 자양면 별빛로 961-14,,
자연애푸드,식품제조가공업,경상북도 영천시 대전강변길 153(대전동),,
주식회사 메모리인히어,식품제조가공업,경상북도 영천시 금호읍 금호시장길 51-2,,
주식회사 바른식품,식품제조가공업,경상북도 영천시 금호읍 오계공단길 33-9,,
주식회사 에스디푸드,식품제조가공업,경상북도 영천시 금호읍 금호제방길 78-12,,
주식회사 올빛,식품제조가공업,경상북도 영천시 청통면 용내길 72-48,,
주식회사 윤금푸드,식품제조가공업,경상북도 영천시 북안면 운북로 2155-8,,
주식회사 태극인 농업회사법인,식품제조가공업,경상북도 영천시 화산면 장수로 781,,
진성식품,식품제조가공업,경상북도 영천시 창신길 45(망정동),,
참전국생산자협동조합,식품제조가공업,경상북도 영천시 화북면 오공길 551,,
크레이터스 커피(Creators Coffee),식품제조가공업,경상북도 영천시 북안면 운북로 1471-47(1층),,
티앤,식품제조가공업,경상북도 영천시 임고면 운주로 267-36,,
활력 바이오,식품제조가공업,경상북도 영천시 약초시장길 4(영천약초시장 108호 도동),,
가리점친환경영농조합법인,식품제조가공업,경상북도 상주시 은척면 황령마점길 24-14,,
규홍푸드,식품제조가공업,경상북도 상주시 성하1길 26(성하동),,
농업회사법인 삼백팜스 주식회사,식품제조가공업,경상북도 상주시 외남면 흔평3길 183,,
도재이마을영농조합법인,식품제조가공업,경상북도 상주시 외서면 칠봉로 224-4,,
민이네 반찬 도시락,식품제조가공업,경상북도 상주시 삼백로 164(서성동),,
상주는자연 영농조합법인,식품제조가공업,경상북도 상주시 발산로 71(상주시농업기술센터 파동 초산동),,
상주찐빵,식품제조가공업,경상북도 상주시 공성면 평천공단길 7-30,,
온누리식품,식품제조가공업,경상북도 상주시 상서문2길 112(남성동),,
제이케이식품,식품제조가공업,경상북도 상주시 함창읍 함령길 9,,
참맑은장아찌,식품제조가공업,경상북도 상주시 만산8길 54(만산동),,
플리코 커피랩,식품제조가공업,경상북도 상주시 상서문1길 41-4(1층 낙양동),,
한올지기,식품제조가공업,경상북도 상주시 함창읍 함령길 123(1층),,
행복영농조합법인,식품제조가공업,경상북도 상주시 공성면 인창2길 91-14,,
행복예감곶감 영농조합법인,식품제조가공업,경상북도 상주시 부원2길 49-38(부원동),,
행복한산골콩,식품제조가공업,경상북도 상주시 모서면 백화로 2015,,
홍잠원,식품제조가공업,경상북도 상주시 내서면 서원3길 22-7,,
경동건강식품,식품제조가공업,경상북도 문경시 동로면 석항명봉로 454-1,,
구룡표고영농조합법인,식품제조가공업,경상북도 문경시 산북면 강동로 72-3,,
글로리문경,식품제조가공업,경상북도 문경시 동로면 금천로 1941,,
꽃차day,식품제조가공업,경상북도 문경시 마성면 진남3길 6,,
농암청화산영농조합법인,식품제조가공업,경상북도 문경시 농암면 연천3길 72,,
