일련번호,시군구명,회사명,업종명,도로명주소,주요생산품명,대표자명,전화번호,팩스번호,직원수,데이터기준일자
18685,창원시 성산구,태창기계,기타 가공 공작기계 제조업,"경상남도 창원시 성산구 웅남동 48 번지 B동 1호, 2호 외 1필지",기계부품,박웅각,055-299-7141,055-299-7141,10,2024-06-10
18686,창원시 성산구,태창기계,기타 가공 공작기계 제조업 외 4 종,경상남도 창원시 성산구 반월로67번길 30 (신촌동),"방산모듈, 공작기계부품, 항공부품",박웅각,055-267-6058,055-299-7141,12,2024-06-10
18687,창원시 성산구,태하이엔지,기타 엔지니어링 서비스업,"경상남도 창원시 성산구 완암로 50,  넥스동 619호(성산동, SK테크노파크) 넥스동 619호",산업기계 엔지니어링,박준형,055-264-5914,,2,2024-06-10
18688,창원시 성산구,태현산업,배전반 및 전기 자동제어반 제조업,"경상남도 창원시 성산구 완암로 50, 테크동 703호 (성산동, SK테크노파크)",전기판넬,김상훈,,055-284-0548,1,2024-06-10
18689,창원시 성산구,택티코(주),전기용 탄소제품 및 절연제품 제조업,경상남도 창원시 성산구 공단로474번길 21-25 (성산동),전기절연물,한호석,055-264-0533,,27,2024-06-10
18690,창원시 성산구,테라사이언스(주),육상 금속 골조 구조재 제조업 외 2 종,"경상남도 창원시 성산구 창원대로1144번길 78 (성주동, 삼원테크(주))","유압용관이음쇠,소형풍력발전시스템(발저닉,컨트롤러),태양광인버터",지서현,055-213-7019,055-213-7003,42,2024-06-10
18691,창원시 성산구,템스코(주),유압기기 제조업,경상남도 창원시 성산구 남면로 137 (대원동),"유압기기, 가공기계(제관, 용접, 밴딩)",진상열,055-255-6733,055-255-6732,15,2024-06-10
18692,창원시 성산구,트루텍,절삭가공 및 유사처리업 외 1 종,"경상남도 창원시 성산구 완암로 50, 테크동 B1층 112(일부) (성산동, SK테크노파크) 테크동 B1층 112(일부)호 외 1필지","자동차 치공구, jIG, 부품가공",유병석,055-600-6767,055-600-6767,1,2024-06-10
18693,창원시 성산구,티씨에스코리아,항공기용 부품 제조업,경상남도 창원시 성산구 반월로60번길 34-15 (신촌동) 티씨에스코리아,항공기부품,엄인기,055-273-2341,055-273-2342,5,2024-06-10
18694,창원시 성산구,티아이씨(주) 1공장,금속 절삭기계 제조업 외 4 종,"경상남도 창원시 성산구 공단로271번길 11, (웅남동 44-6) (웅남동) 외 3필지","GearSet,D/Case,D/Assy",정봉채,055-213-7300,055-281-1180,203,2024-06-10
18695,창원시 성산구,티아이에스(TIS),절삭가공 및 유사처리업 외 1 종,경상남도 창원시 성산구 완암로 50 (성산동) SK테크노파크 테크동 2층 210호,공작기계 부품,백승학,055-266-7873,,4,2024-06-10
18696,창원시 성산구,티아이엠 주식회사,절삭가공 및 유사처리업,경상남도 창원시 성산구 공단로271번길 11 (웅남동) 티아이씨주식회사,자동차 부품,정홍식,055-267-4144,055-267-4146,27,2024-06-10
18697,창원시 성산구,티에스,그 외 기타 금속가공업,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 101 (성산동, SK테크노파크)",금속가공,남상훈 외1명,,055-713-7776,2,2024-06-10
18698,창원시 성산구,티엠시,"물질 검사, 측정 및 분석기구 제조업","경상남도 창원시 성산구 완암로 3, 6동 1층 7호 (웅남동)",자동시험검사장치 외,이형민,055-283-3010,,7,2024-06-10
18699,창원시 성산구,티엠피테크,그 외 자동차용 신품 부품 제조업,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크) 테크동 10층 1015호","COOLANT NOZZLE, SAFETY EDGE",이영택,,,1,2024-06-10
18700,창원시 성산구,티지원,주형 및 금형 제조업,"경상남도 창원시 성산구 곰절길9번길 26, 대신엔지니어링 (천선동)",금형부품,정태검,055-275-2696,055-275-2697,2,2024-06-10
18701,창원시 성산구,티지테크,금속 절삭기계 제조업,"경상남도 창원시 성산구 완암로 50, 테크동 B1층 102 (성산동, SK테크노파크) 테크동 B1층 102호",공작기계 및 부품,김상완,055-276-4515,055-276-4515,1,2024-06-10
18702,창원시 성산구,티파테크(주),금속 절삭기계 제조업 외 2 종,경상남도 창원시 성산구 월림로39번길 53 (신촌동),특수가공 공작기계,고모리아끼라,055-274-5776,055-274-5774,6,2024-06-10
18703,창원시 성산구,티파테크(주)웅남공장,그 외 자동차용 신품 부품 제조업 외 3 종,"경상남도 창원시 성산구 연덕로27번길 73 (웅남동, 나라D&T)",자동차부품,고모리 아끼라,055-274-5777,055-274-5774,2,2024-06-10
18704,창원시 성산구,팀코리아,그 외 기타 금속가공업,"경상남도 창원시 성산구 완암로 50, 넥스동 2층 204호 (성산동, SK테크노파크)","금형,기계부품",김도형,055-600-6751,055-600-6752,5,2024-06-10
18705,창원시 성산구,파워젠 주식회사,그 외 기타 전자부품 제조업 외 1 종,경상남도 창원시 성산구 공단로21번길 39 (신촌동),파워모듈,김찬,055-259-5245,055-259-5249,44,2024-06-10
18706,창원시 성산구,파워텍,주형 및 금형 제조업,"경상남도 창원시 성산구 연덕로15번길 80, 공장중앙 옆 1층 (웅남동)",금형,서진득,,,2,2024-06-10
18707,창원시 성산구,파인엔지니어링 유한책임회사,자동차 엔진용 신품 부품 제조업,경상남도 창원시 성산구 공단로 308-26 (웅남동),자동차엔진부품(볼트밸브 등),조현석,055-286-8862,055-286-7768,25,2024-06-10
18708,창원시 성산구,파인엔지니어링 유한책임회사,자동차 엔진용 신품 부품 제조업 외 1 종,경상남도 창원시 성산구 연덕로27번길 48 (웅남동),자동차엔진부품(하우징 등),조현석,055-286-8862,055-286-7768,24,2024-06-10
18709,창원시 성산구,팔용공구,톱 및 호환성 공구 제조업,"경상남도 창원시 성산구 공단로 230, 디동 2층 201 (웅남동, (주)성지)",절삭공구,전양호,055-264-0977,055-264-0947,0,2024-06-10
18710,창원시 성산구,퍼스텍(주),무기 및 총포탄 제조업 외 14 종,경상남도 창원시 성산구 남면로 485 (내동),"방산부품, 굴삭기 부품(브라켓휠,유압펌프 등)","손경석, 김용민",055-282-4131,055-284-7141,385,2024-06-10
18711,창원시 성산구,퍼팩트산업,유압기기 제조업,"경상남도 창원시 성산구 웅남로 316, 4동 1층 103, 203, 303, 403 (웅남동)",유압기기 및 유압설비,박한종,055-251-7375,055-251-7376,12,2024-06-10
18712,창원시 성산구,페이브텍 주식회사,산업용 로봇 제조업,"경상남도 창원시 성산구 완암로 50, 넥스동 912호(성산동, SK테크노파크) 넥스동 912호",산업용 로봇,유석준,031-276-5325,031-222-5325,4,2024-06-10
18713,창원시 성산구,평화기술 주식회사,그 외 기타 특수목적용 기계 제조업,"경상남도 창원시 성산구 성산패총로24번길 1(성산동, 주식회사지이엠)",기계장비 및 자동화,김성태,055-286-9385,,10,2024-06-10
18714,창원시 성산구,포스앤테크(주),일반용 전기 조명장치 제조업,"경상남도 창원시 성산구 연덕로15번길 47, A동 302호(웅남동)",LED 전등,김영희,055-716-1031,055-716-1032,3,2024-06-10
18715,창원시 성산구,포스텍,공기 조화장치 제조업 외 2 종,"경상남도 창원시 성산구 남면로 219, 1동 2층 1 (대원동)","고속철도차량 공기조화냉각장치, 공기 조화장치제조",안형준,055-243-0470,050-4076-3824,2,2024-06-10
18716,창원시 성산구,포스텍(POSSTECH),금속 절삭기계 제조업,"경상남도 창원시 성산구 완암로 3, 3동 1층 1호 (웅남동) 3동 1층 1호","전용기(공작기계),공장자동화,JIG&FIXTURE",엄평용,055-266-5242,055-251-5241,4,2024-06-10
18717,창원시 성산구,포인트,"전자기 측정, 시험 및 분석기구 제조업","경상남도 창원시 성산구 완암로 50, 메카동 3층 308호 (성산동, SK테크노파크)",계측기,오재영,055-297-9370,055-297-9372,21,2024-06-10
18718,창원시 성산구,풍원정밀,절삭가공 및 유사처리업,"경상남도 창원시 성산구 남면로 219, 2동 1층 25호 (대원동) 2동 1층 25호","금형, 기계가공",류장옥,055-262-2166,055-262-0193,12,2024-06-10
18719,창원시 성산구,퓨처에너지인프라(주),태양력 발전업,경상남도 창원시 성산구 두산볼보로 22 (귀곡동),태양력발전,허훈,02-513-4335,,1,2024-06-10
18720,창원시 성산구,프라미스전자주식회사,배전반 및 전기 자동제어반 제조업,"경상남도 창원시 성산구 완암로 50, 테크동 7층 713호(성산동, SK테크노파크) 테크동 7층 713호 테크동 7층 713호","시험기, 군용제어기 등 ",김창수,055-259-5860,,3,2024-06-10
18721,창원시 성산구,프로엔지니어링,전구 및 램프 제조업 외 3 종,"경상남도 창원시 성산구 완암로 50,  넥스동 905호(성산동, SK테크노파크) 넥스동 905호",LED조명기구,김민경,,,3,2024-06-10
18722,창원시 성산구,프로이앤씨,일반용 전기 조명장치 제조업 외 1 종,"경상남도 창원시 성산구 완암로 50,  넥스동 905호(성산동, SK테크노파크) 넥스동 905호",일반용 전기조명장치 등,김현근,,,3,2024-06-10
18723,창원시 성산구,프로테크,건설 및 채광용 기계장비 제조업 외 1 종,"경상남도 창원시 성산구 완암로 50, 테크동 8층 818호 (성산동, SK테크노파크) 테크동 8층 818호",중장비 부품,전선동,055-261-6301,055-266-6301,2,2024-06-10
18724,창원시 성산구,프로텍,전자부품 실장기판 제조업,"경상남도 창원시 성산구 완암로 50, 메카동 11층 1107호(성산동, SK테크노파크) 메카동 11층 1107호",전자 기판(항공기 및 방산부품),안학수,055-232-1183,055-232-1184,5,2024-06-10
18725,창원시 성산구,프로텍명판,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,"경상남도 창원시 성산구 완암로 50, 테크동 2층 202호 (성산동, SK테크노파크)",명판,곽치호,055-237-9956,055-237-6963,4,2024-06-10
18726,창원시 성산구,프로페인팅,도장 및 기타 피막처리업,"경상남도 창원시 성산구 공단로 230-2, C동 1, 2층 (웅남동, 창원중공업) 외 1필지",도장,최도수,055-286-8253,055-286-8254,5,2024-06-10
18727,창원시 성산구,플로디에스,유압기기 제조업,경상남도 창원시 성산구 성산패총로 32 (성산동),컴프레셔 부품,김준섭,070-4178-3377,055-251-3378,5,2024-06-10
18728,창원시 성산구,플루이커넥터코리아(주),절삭가공 및 유사처리업 외 1 종,"경상남도 창원시 성산구 연덕로27번길 82 (웅남동, 마누리)",중장비부품,"박호진, Luca Pozzi",055-237-6211,055-237-6215,57,2024-06-10
18729,창원시 성산구,피닉스,절삭가공 및 유사처리업,경상남도 창원시 성산구 반월로 61-39 (신촌동),기계부품 가공,신인수,055-262-7807,055-262-7808,1,2024-06-10
18730,창원시 성산구,피디투아이코리아,비주거용 건물 임대업,"경상남도 창원시 성산구 완암로 50, 테크동 8층 812호, 812-1호 (성산동, SK테크노파크) 테크동 8층 812호, 812-1호","공구 및 금형,부품(임가공)",윤여종,031-508-9310,031-508-9312,1,2024-06-10
18731,창원시 성산구,피엠씨,유압기기 제조업,"경상남도 창원시 성산구 완암로 3, 2동 1층 4 (웅남동)","유압펌프,유압실린더,유압모터,유압밸브",김경성,055-288-5389,30334425389,8,2024-06-10
18732,창원시 성산구,피제이테크,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","경상남도 창원시 성산구 완암로 50, 넥스동 4층 420-1호 (성산동, SK테크노파크)",정밀측정기 부속품,박숙자,055-274-1072,055-274-1073,1,2024-06-10
18733,창원시 성산구,피케이밸브앤엔지니어링(주),"탭, 밸브 및 유사장치 제조업 외 2 종","경상남도 창원시 성산구 공단로 80(신촌동, 피케이밸브(주)) 외 2필지",밸브,전영찬,055-268-3712,055-286-0281,357,2024-06-10
18734,창원시 성산구,하나ENG,그 외 기타 특수목적용 기계 제조업 외 1 종,"경상남도 창원시 성산구 완암로 50, 테크동 920호 (성산동, SK테크노파크)",선박용 터보챠저 시운전 설비,이윤수,070-7655-9777,055-322-6702,3,2024-06-10
18735,창원시 성산구,하나시스템,배전반 및 전기 자동제어반 제조업,"경상남도 창원시 성산구 완암로 50, 메카동 3층 316호 (성산동, SK테크노파크)",공작기계전장,김기훈,055-292-4301,055-292-4302,1,2024-06-10
18736,창원시 성산구,하나시스템,컴퓨터 프린터 제조업 외 1 종,"경상남도 창원시 성산구 완암로 50, 넥스동 813호 (성산동, SK테크노파크)","프린터, 스캐너 및 주변기기",오재경,055-266-0414,055-266-0417,4,2024-06-10
18737,창원시 성산구,하남엔지니어링,배전반 및 전기 자동제어반 제조업,"경상남도 창원시 성산구 완암로 50, 테크동 2층 212호 (성산동, SK테크노파크)",배전용판넬 외,김용진,055-600-6411,055-600-6411,2,2024-06-10
18738,창원시 성산구,하원호,비주거용 건물 임대업,"경상남도 창원시 성산구 완암로 50,  넥스동 913호(성산동, SK테크노파크) 넥스동 913호",기계부품(임)가공,하원호,,,1,2024-06-10
18739,창원시 성산구,하이F.A,배전반 및 전기 자동제어반 제조업,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크) 메카동 8층 806호",전기판넬,하영헌,,,1,2024-06-10
18740,창원시 성산구,하이에스지,유압기기 제조업 외 10 종,경상남도 창원시 성산구 공단로 308-14(웅남동),"유압밸브, 메니돌드, 실린더, 선박부분품 등, PRECHAMBER(프리챔버)",김동범,055-274-2581,055-274-2585,32,2024-06-10
18741,창원시 성산구,하이에스지,유압기기 제조업,"경상남도 창원시 성산구 완암로 3, 1동 1층 4호(웅남동, 창원제4표준공장) 1동 1층 4호",유압부품,김동범,,,4,2024-06-10
18742,창원시 성산구,하이젠알앤엠주식회사,전동기 및 발전기 제조업 외 10 종,"경상남도 창원시 성산구 공단로473번길 57(성산동, 하이젠알앤엠주식회사)",모터,"김재학, 김형국",055-283-0011,055-604-3000,154,2024-06-10
18743,창원시 성산구,하이창원 주식회사 ,산업용 가스 제조업,,액화수소,백정한,055-602-3300,055-602-3301,7,2024-06-10
