회사명,전화번호,읍면동,주소,주력생산품,근로자수
주식회사 김해대리석,055-329-5841,상동면,경상남도 김해시 상동면 묵방로 25,대리석 재단 가공,2
청명산업사,055-331-8844,상동면,경상남도 김해시 상동면 상동로543번안길 20,플라스틱 포장 케이스,2
대신화학,010-****-****,상동면,경상남도 김해시 상동면 상동로543번길 55-42,PVC 파이프,2
주식회사 이코페이퍼,010-****-****,상동면,경상남도 김해시 상동면 상동로685번안길 21,종이 캇팅,2
형우건구사,055-314-8331,상동면,경상남도 김해시 상동면 상동로685번길 177,목재가구(문)창호,2
전원엔지니어링,055-323-1831,상동면,경상남도 김해시 상동면 상동로 669 A동,자동화 기계설비,2
"한국산업사부설,한국자연치유연구소",055-329-4471,상동면,경상남도 김해시 상동면 상동로685번길 169,필터,2
노튼,055-338-3807,상동면,경상남도 김해시 상동면 상동로543번안길 7-1,산업용 오븐 버너 제조,2
유성정공,010-****-****,상동면,경상남도 김해시 상동면 장척로 741-4,유압밸브,2
디엠테크,055-326-8610,상동면,경상남도 김해시 상동면 소락로 143,절삭 가공,2
SnTec(에스엔텍),010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 127 B동,쿨링파이프,2
신라안전산업,055-322-2911,상동면,경상남도 김해시 상동면 상동로685번길 182,건설기자재(가설자재),2
비엠에스시스템 주식회사,055-323-6886,상동면,경상남도 김해시 상동면 상동로 643,철구조물(비계),2
세일스치로폴,010-****-****,상동면,경상남도 김해시 상동면 아랫묵방길 13-3,스티로폴,2
광명테크,010-****-****,상동면,경상남도 김해시 상동면 장척로 699-18,자동차용 금속압형,2
참조은,010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 142-22,위생용품(진공포장용 압축팩),2
대성목재,055-327-9475,상동면,경상남도 김해시 상동면 소락로 130-35,목재파레트 ,2
우성공업사,010-****-****,상동면,경상남도 김해시 상동면 상동로685번길 129,철구조물제작,2
조은소리제작소,055-325-1619,상동면,경상남도 김해시 상동면 아랫묵방길 26,악기 제작,2
MB하이테크,010-****-****,상동면,경상남도 김해시 상동면 상동로685번안길 29-2,자동차부품(동력 전달장치),2
에이스코팅,010-****-****,상동면,경상남도 김해시 상동면 소락로 207-109,도장,2
남양산업,055-331-8687,상동면,경상남도 김해시 상동면 상동로685번안길 26,포장용 플라스틱 성형용기,2
장영케미칼,055-323-5891,상동면,경상남도 김해시 상동면 상동로685번길 142-22,pvc 첨가제,2
한일우레탄,055-338-3304,상동면,경상남도 김해시 상동면 상동로685번안길 7,우레탄,2
부산표지,055-331-8010,상동면,경상남도 김해시 상동면 상동로685번길 108-53,종이판지대,2
선진피앤피,055-337-2453,상동면,경상남도 김해시 상동면 상동로685번안길 25,종이박스,2
문화예술원,055-323-7264,상동면,경상남도 김해시 상동면 소락로 130-45,불교용품 제작,2
디에스DS산업,055-337-3397,상동면,경상남도 김해시 상동면 상동로685번안길 15,주낙(낚시줄),2
상동떡방,055-335-9902,상동면,경상남도 김해시 상동면 상동로566번길 4,각종 떡 제조,2
금양샤인테크,010-****-****,상동면,경상남도 김해시 상동면 상동면 묵방로28 ,자동차안테나부품,2
금영케미칼,055-329-3089,상동면,경상남도 김해시 상동면 상동면 묵방로 28 ,루바(냉각시설),2
한일금속,055-329-5943,상동면,경상남도 김해시 상동면 장척로 699-5,주물 주형,2
에이비씨시스템즈,055-336-1666,상동면,경상남도 김해시 상동면 상동면 상동로685번길 76 ,음향기기제조,2
광진건기,010-****-****,상동면,경상남도 김해시 상동면 상동면 상동로 685번길 76-41 ,건설 기계장비 제조,2
(주)유성기업,055-327-5007,상동면,경상남도 김해시 상동면 상동로 148-10 A동,알루미늄 제련,2
대양기계,055-328-2792,상동면,경상남도 김해시 상동면 묵방로 185-30,폐지압축기계,2
새한테크,055-321-2274,상동면,경상남도 김해시 상동면 상동로 122-14,액체 펌프 기계,2
(주)TAM,055-326-4260,상동면,경상남도 김해시 상동면 상동로 122-8,콘크리트 혼합제품,2
김해삼계마사,055-333-1956,상동면,경상남도 김해시 상동면 묵방로 116,"상토, 마사제조",2
엠에스케이더두레 주식회사,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 80-22,"된장, 간장, 소스류",2
범우,055-321-0361,상동면,경상남도 김해시 상동면 상동로 224-12,주방 가구,2
메탈코리아,055-338-1604,상동면,경상남도 김해시 상동면 상동로 415-33,유압기계,2
창신목재,010-****-****,상동면,경상남도 김해시 상동면 상동로 156-11 A동,목재 깔판류(나무 파레트),2
새론,055-321-2710,상동면,경상남도 김해시 상동면 상동로 222,목재문,2
육일우드,055-329-6185,상동면,경상남도 김해시 상동면 묵방로 193,목재가구(서랍장),2
동양금망,055-325-2346,상동면,경상남도 김해시 상동면 상동로 156-11 B동,금속압형,2
아인산업,055-328-6554,상동면,경상남도 김해시 상동면 상동로375번길 94,토이론 포장지,2
육일목재산업,055-329-6185,상동면,경상남도 김해시 상동면 상동로 346,목재 가구,2
태경기계,055-333-2880,상동면,경상남도 김해시 상동면 상동로 122-20,"조선기자재, 선박 엔진용",2
제일정밀,055-323-7877,상동면,경상남도 김해시 상동면 상동로375번길 66,금형,2
영진기계,055-321-4915,상동면,경상남도 김해시 상동면 묵방로155번길 28,금속 절삭기계 제조,2
대원테크,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 14 A동,산업용 송풍기,2
태은인더스틸,055-329-6055,상동면,경상남도 김해시 상동면 상동로 109,철강선,2
반석텐트산업,055-314-0415,상동면,경상남도 김해시 상동면 상동로 143,천막,2
주식회사 유광,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 83 ,환경 대기 측정 기계,2
천호금속,010-****-****,상동면,경상남도 김해시 상동면 상동로 122-119 ,알루미늄 분쇄기계,2
㈜티에이엠,010-****-****,상동면,경상남도 김해시 상동면 상동로 122-8 ,보온단열재(선박 내장재 부속품),2
청구산업,055-322-4323,상동면,경상남도 김해시 상동면 상동로375번길 160,환경설비 산업기계,2
아이엘산업,055-329-3767,상동면,경상남도 김해시 상동면 상동로 263-59,외장 복합판넬,2
티앤지프라텍,055-323-1813,상동면,경상남도 김해시 상동면 소락로 177,플라스틱 화분 받침대,2
현테크,010-****-****,상동면,경상남도 김해시 상동면 소락로 166-13,"볼트,너트",2
선경ENG,055-325-1910,상동면,경상남도 김해시 상동면 상동로 297,금속압력용기,2
주식회사 다움,055-312-2574,상동면,경상남도 김해시 상동면 상동로375번길 87-50,알류미늄 복합 판넬,2
동강기계,055-323-5130,상동면,경상남도 김해시 상동면 묵방로 89-29,자동차부품 세척기(리커검사기),2
디에스피(주),055-336-3000,상동면,경상남도 김해시 상동면 상동로 265-23 A동,선박 열료탱크 열교환기,2
경창아이엔(IN),010-****-****,상동면,경상남도 김해시 상동면 상동로 224-56,주물외형,2
주식회사 성훈,055-903-1177,상동면,경상남도 김해시 상동면 묵방로 151,"TPR 첨가제,착색제",2
태경금속,055-337-1669,상동면,경상남도 김해시 상동면 소락로 169,자동차동력전달장치 금속가공,2
원탑엔지니어링,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 163-1,"환풍기,송풍기",2
부일강철(주),055-331-8860,상동면,경상남도 김해시 상동면 상동로375번길 146-19,철 골조 구조물 제작,2
PRIME(프라임),055-321-0703,상동면,경상남도 김해시 상동면 상동로375번길 171-15,폐수여과기,2
동남산업,055-323-6608,상동면,경상남도 김해시 상동면 소락로 207-79,씽크대 제작,2
엠케이-Tex,010-****-****,상동면,경상남도 김해시 상동면 상동로375번길 163-5,섬유직조,2
리더스인더스트리,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 260,집진기 부품,1
민테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-16,성형기계믹스,1
해광테크,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-3,표면처리도장,1
대덕테크,055-312-7457,상동면,경상남도 김해시 상동면 동북로473번길 250-23,도장업,1
(주)세연아이앤씨,055-338-4811,상동면,경상남도 김해시 상동면 상동로 772 가동,권총손잡이,1
(주)씨에스티,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 21,선박기자재 인테리어 제품,1
세진산업,055-332-1923,상동면,경상남도 김해시 상동면 동북로473번길 236,철선제조,1
(주)신성,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 407,제강용 첨가제,1
대호플렌트,055-313-9224,상동면,경상남도 김해시 상동면 동북로437번길 165-12,강화플라스틱,1
더스킨(The Skin),055-323-8094,상동면,경상남도 김해시 상동면 동북로473번길 278-45,신발제조,1
태명전기,055-331-8529,상동면,경상남도 김해시 상동면 동북로 475,모터 정밀기기 수리,1
좋은가구,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 37,서랍장가구제조,1
고풍가구,055-338-5452,상동면,경상남도 김해시 상동면 동북로473번길 266-10,장식장가구,1
단디디자인,055-312-7987,상동면,경상남도 김해시 상동면 동북로473번길 266-54,거실장 서랍장,1
양정,010-****-****,상동면,경상남도 김해시 상동면 상동로 752,가구제조,1
하은산업,055-322-8632,상동면,경상남도 김해시 상동면 상동로 862-78,선박의장품 도장,1
서우텍,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 171,자동화기기 주변기기,1
윤성기계,055-323-2056,상동면,경상남도 김해시 상동면 동북로473번길 148,산업기계부품,1
케이엠테크,055-331-5316,상동면,경상남도 김해시 상동면 동북로437번길 138-110,레미콘기계설비,1
전진산업,055-332-6465,상동면,경상남도 김해시 상동면 동북로473번길 287-13,발전소 냉각탑모형,1
일신기계,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-36,산업용기계,1
농업회사법인 코코팜 주식회사 김해공장,055-332-2244,상동면,경상남도 김해시 상동면 상동로 790-43,농업설비기계,1
동현기계,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 40,산업기계제작,1
자코텍,010-****-****,상동면,경상남도 김해시 상동면 동북로473번안길 40,환경산업기계,1
주원산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-14,발전소 환풍기,1
거광산업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-17,일반산업기계제작,1
주식회사진성기업,055-337-1043,상동면,경상남도 김해시 상동면 상동로 767-2,컨베이어 장치 제조업,1
동성상사,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-7,카본 망간,1
영도기업,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-7,주물부자재 카본,1
이레기전,055-329-3855,상동면,경상남도 김해시 상동면 동북로473번길 278-28,컨베이어밸트 비상스위치,1
신도기업사,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 208-12,재활용 산업기계,1
명인 인조대리석,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 266-30,씽크대 인조대리석,1
성창정공,010-****-****,상동면,경상남도 김해시 상동면 동북로473번길 250-20,볼트및 너트류,1
도우금속,055-326-6502,상동면,경상남도 김해시 상동면 동북로473번길 208-33,볼트제작,1
주식회사두성정공,055-331-5900,상동면,경상남도 김해시 상동면 상동로 831-146 A동,관이음쇠,1
랙앤테크,055-337-9783,상동면,경상남도 김해시 상동면 동북로473번안길 4-1,철골제프레임,1
