연번,구분,업체명,업체 주소,생산품,전화번호
2206,소기업,지니비젼,"인천광역시 부평구 부평대로 337, 8층 810호(청천동, 부평 제이타워3차 지식산업센터) 8층 810호",광고대행,032-293-8466
2207,소기업,지바시스템 주식회사 3공장,"인천광역시 부평구 부평대로 293, 부평테크시티 807호 (청천동)",자동화장비 및 제어판넬,032-672-2530
2208,소기업,지비시스템 주식회사,"인천광역시 부평구 부평대로 293, 805호(청천동, 부평테크시티) 805호 외 2필지",자동화장비 및 제어판넬,032-672-2530
2209,소기업,지승시스템,"인천광역시 부평구 부평대로 337, 7층 751호(청천동, 부평 제이타워3차 지식산업센터) 7층 751호",전기판넬,
2210,소기업,지에스엠비즈(주),인천광역시 부평구 부평대로 301 (청천동) 남광센트렉스 B1층 B111호,탱크 레벨 Gauge 유무선 센서,02-490-9499
2211,소기업,지에이,인천광역시 부평구 부평대로329번길 62 (청천동),전선 하네스,
2212,소기업,지에프,인천광역시 부평구 새벌로 29 (청천동) 부평테크노타워 4층 408호,그리스주유기,032-724-8147
2213,소기업,지와이컨넥터,"인천광역시 부평구 부평대로 283, B 206호 (청천동) 외 1필지",CONNECTOR,032-623-5060
2214,소기업,지우전자(주),"인천광역시 부평구 부평대로 301, 3층 313호, 315호(청천동, 남광센트렉스) 3층 313호, 315호","전원공급장치, 양방향인버터, 전기차충전모듈 외",032-556-4177
2215,소기업,지의용,"인천광역시 부평구 부평대로 301, 남광센트렉스 B112-2 7층 702호 (청천동)",부동산임대,
2216,소기업,지이에스텍(주),"인천광역시 부평구 부평대로 301, 8층 809호 (청천동, 남광센트렉스)",설계/생산/해석 자동화프로그램 개발/공급,032-446-7562
2217,소기업,진 에듀 코리아,"인천광역시 부평구 부평대로 337, 4층 437호(청천동, 부평 제이타워3차 지식산업센터) 4층 437호","논슬립(알루미늄, 세라믹), 화장실 안심스크린, 광고대행 등",032-330-4541
2218,소기업,진명옵티칼(주),"인천광역시 부평구 부평대로313번길 18, 1층 (청천동)",안경렌즈,032-524-8826
2219,소기업,진성ENG(2공장),"인천광역시 부평구 부평대로 301, 남광센트렉스 724호 (청천동)",자동제어반및콘트롤박스 제작,032-623-6850
2220,소기업,진성P&T,"인천광역시 부평구 백범로577번길 20, 125호(십정동, 경인센타)",기계부품,032-584-8105
2221,소기업,진성메카,"인천광역시 부평구 부평대로 337 (청천동) 1034,1035호",가전제품 부품,032-549-8818
2222,소기업,진성정공,"인천광역시 부평구 백범로577번길 20 (십정동, 경인센타)",기계부품,032-584-8105
2223,소기업,진성정밀,"인천광역시 부평구 부평대로 283, C동 6층 8호 (청천동, 부평 우림라이온스밸리)",금형.방전부품,032-623-6077
2224,소기업,진양오일씰산업,인천광역시 부평구 부평북로 193 (청천동),"고무링, 오일씰, 패킹, 플라스틱 사출물",032-517-3632
2225,소기업,진양정공,"인천광역시 부평구 부평대로 337, 136호(청천동, 부평 제이타워3차 지식산업센터) 136호 외 2필지","볼트, 너트",
2226,소기업,진양테크,"인천광역시 부평구 부평대로 337, 6층 647호(청천동, 부평 제이타워3차 지식산업센터) 6층 647호 외 1필지",부동산 임대,032-589-5909
2227,소기업,진영프라텍,"인천광역시 부평구 청천마차로 234, 1동 1층일부 (청천동)","플라스틱성형제품(자동차용, 전자제품용)",032-519-2879
2228,소기업,진일씨엔에스,"인천광역시 부평구 새벌로 29, 7층 701 (청천동)",의류 등,
2229,소기업,진장식,인천광역시 부평구 정석로 9 (십정동),"커텐부속,롤브라인드,버티칼,홀링도아,봉",032-423-7216
2230,소기업,진풍정밀,"인천광역시 부평구 부평대로 283, C동 B1층 B107호(청천동, 부평우림라이온스밸리) C동 B1층 B107호 외 1필지",플라스틱 성형 등,
2231,소기업,진화퍼시픽 주식회사,"인천광역시 부평구 평천로199번길 56, 1동 4층(청천동)",,070-7707-2814
2232,소기업,진흥NCT,인천광역시 부평구 부평북로 54 (청천동),금속외함,032-506-6012
2233,소기업,차고지팩토리 ,"인천광역시 부평구 부평대로 337, 7층 731호(청천동, 부평 제이타워3차 지식산업센터) 7층 731호",목재 상판,
2234,소기업,착한화장품연구소,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1269호,화장품 포장,
2235,소기업,참죤의료기산업,인천광역시 부평구 새벌로 45 (청천동),의료기기,032-502-3393
2236,소기업,창성엔지니어링,"인천광역시 부평구 가재울로 129 (십정동, 테크노1공장)",금형,032-765-3316
2237,소기업,창성전자,"인천광역시 부평구 가재울로 129 (십정동, 테크노1공장)",휴대폰부품,032-584-3319
2238,소기업,창성화학공업사,인천광역시 부평구 경원대로1037번길 16 (십정동),프라스틱 필름,032-573-5417
2239,소기업,창영기계,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1208호,기타 엔지니어링 서비스,032-502-2367
2240,소기업,천도기술,"인천광역시 부평구 부평대로 301, 남광센트렉스 9층 916호 (청천동)",전자응용 가공공작기계,032-363-3521
2241,소기업,천미테크,인천광역시 부평구 부평북로236번길 49 (청천동),전자부품,032-513-9648
2242,소기업,천일2,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 3층  330호,부동산임대,
2243,소기업,천일산업,인천광역시 부평구 가좌로84번길 55 (십정동),도장,032-583-9048
2244,소기업,철물달인,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1117호,아크릴 절곡기,
2245,소기업,체어본,"인천광역시 부평구 새벌로 29, 803호(청천동, 부평테크노타워) 803호",사무용 의자 등,
2246,소기업,체크윈,"인천광역시 부평구 부평대로 301, 8층 808-1호 (청천동, 남광센트렉스) 8층 808-1호",계측기,
2247,소기업,카디스이엔지,"인천광역시 부평구 부평대로 337, 11층 1104호(청천동, 부평 제이타워3차 지식산업센터) 11층 1104호",비전검사 시스템,
2248,소기업,카로스,"인천광역시 부평구 새벌로 29, 7층 702호(청천동) 7층 702호","차량용 스티커, 자동차 용품",032-710-8081
2249,소기업,카멜포커스,"인천광역시 부평구 평천로255번길 13, 801호, 1112호 (청천동) 801호, 1112호","라이스미, 누룽지",
2250,소기업,카스오토솔루션,"인천광역시 부평구 부평대로 293, 부평테크시티 817호 (청천동)",시스템계측기,032-772-4005
2251,소기업,카스오토솔루션,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1224호,시스템 측정기,
2252,소기업,캐치테크,인천광역시 부평구 경인로1024번길 22(부개동),자동차 프레스 금형 부품,032-502-4339
2253,소기업,캔들초아,"인천광역시 부평구 부평대로 301, 7층 707 (청천동, 남광센트렉스)","양초,방향제",
2254,소기업,컴텍트레이딩,"인천광역시 부평구 부평대로329번길 3, 303호 (청천동)",온도조절기 및 송수신기 등,032-623-6177
2255,소기업,케이디테크,"인천광역시 부평구 부평대로 283, A동 4층 408호 (청천동, 부평 우림라이온스밸리) 외 1필지",전자부품,032-623-6870
2256,소기업,케이소프트,"인천광역시 부평구 부평대로 293, 부평테크시티 709호 (청천동)",임대업,
2257,소기업,케이시스템,"인천광역시 부평구 부평대로 337, 7층 745호(청천동, 부평 제이타워3차 지식산업센터) 7층 745호",자동제어반,
2258,소기업,케이씨테크,"인천광역시 부평구 부평대로 337, 514호(청천동, 부평 제이타워3차 지식산업센터) 514호",플라스틱 제품,
2259,소기업,케이알,"인천광역시 부평구 평천로255번길 13, 11층 1109호 (청천동) 11층 1109호",냉동설비,032-278-3404
2260,소기업,케이앤씨,"인천광역시 부평구 부평대로 301, 6층 601호 (청천동, 남광센트렉스)",절연선,032-507-9080
2261,소기업,케이앤케이,인천광역시 부평구 평천로115번길 13 (청천동),플레잉카드,032-504-4235
2262,소기업,케이엔엑스이엔지(주),"인천광역시 부평구 부평대로 337, 641호(청천동, 부평 제이타워3차 지식산업센터) 641호",컴퓨터 프로그래밍,032-214-7628
2263,소기업,케이엔엘메카,"인천광역시 부평구 부평대로 283, 씨동 3층 302 (청천동, 부평 우림라이온스밸리)","전동실린더, 전동로터리, 전동핑거",032-623-5737
2264,소기업,케이엔피솔루션(주),"인천광역시 부평구 새벌로 29 (청천동) 부평테크노타워 3층 308호, 309호, 310호","세대 난방, 환기, 공기청정 제어시스템",032-866-7301
2265,소기업,케이엘ENG,"인천광역시 부평구 부평대로 301, 7층 704 (청천동, 남광센트렉스)",자동제어반,
2266,소기업,케이엠상사,"인천광역시 부평구 부평대로 283, C 511호 (청천동)",와이퍼가공,032-589-6765
2267,소기업,케이엠서치엔텍,인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 1029호,생활용품,032-275-8201
2268,소기업,케이엠솔루션(KM),"인천광역시 부평구 새벌로 29, 6층 619호(청천동, 부평테크노타워) 6층 619호","디지털 인쇄, 프린터물 등",032-724-8102
2269,소기업,케이엠씨(KMC),"인천광역시 부평구 부평대로 283, C동 7층 705호(청천동, 부평우림라이온스밸리) C동 7층 705호",캐릭터 인쇄 등,
2270,소기업,케이엠에스테크,"인천광역시 부평구 부평대로 337, 3층 332호(청천동, 부평 제이타워3차 지식산업센터) 3층 332호",식품포장기계,032-681-0139
2271,소기업,케이엠텍,인천광역시 부평구 청천마차로 70(청천동),"가정용, 산업용, 공업용 패킹 및 seal 외",02-2672-2273
2272,소기업,케이엠파워,"인천광역시 부평구 주부토로 236, 제시동 7층 703호(갈산동) 제시동 7층 703호",코드 몰딩 및 전자조립,032-673-3198
2273,소기업,케이원테크,"인천광역시 부평구 부평대로 337, 2층 218호(청천동, 부평 제이타워3차 지식산업센터) 2층 218호",전기 판넬,
2274,소기업,케이원텍 주식회사,인천광역시 부평구 평천로255번길 38 (청천동) 외 1필지,휴대폰 부품,032-564-2793
2275,소기업,케이원텍주식회사,인천광역시 부평구 평천로 243 (청천동),휴대폰부품,032-564-2793
2276,소기업,케이제이,"인천광역시 부평구 세월천로25번길 14, 나동 지층 (청천동)","가방, 의류, 고무류",032-433-2103
2277,소기업,케이제이테크,"인천광역시 부평구 부평대로 293, 부평테크시티 1119호 (청천동)",임대업,
2278,소기업,케이즈이노텍,"인천광역시 부평구 백범로578번길 31, C동,1층 (십정동)",화장품용기,032-575-5183
2279,소기업,케이티케이(주),"인천광역시 부평구 부평대로 337 (청천동) 부평 제이타워3차 지식산업센터 231호,232호",의류 디자인,
2280,소기업,케이팩코리아(주),"인천광역시 부평구 부평대로 283, B동 B1층 121호 (청천동, 부평 우림라이온스밸리) B동 B1층 121호 외 1필지","플리머용해장치, 가압부상조",032-623-5565
2281,소기업,케이피오,"인천광역시 부평구 부평대로 283, 외1필지 103호 (청천동)",브라켓,032-216-0021
2282,소기업,코닉스전자통신(주),"인천광역시 부평구 배곶남로6번길 41,  지층 (십정동)",인터폰,032-427-3716
2283,소기업,코디씨,"인천광역시 부평구 부평대로 283, C동 3층 310C (청천동, 부평 우림라이온스밸리) C동 3층 310C호",화장품 용기,
2284,소기업,코리아비투비(주),"인천광역시 부평구 부평대로 337, 7층 727호(청천동, 부평 제이타워3차 지식산업센터) 7층 727호 외 2필지",배터리팩,02-6334-7999
2285,소기업,코리아키워드 스튜디오,"인천광역시 부평구 부평대로 337, 9층 901호(청천동, 부평 제이타워3차 지식산업센터) 9층 901호 외 3필지",광고영상 제작물,
2286,소기업,코맨테크닉스,"인천광역시 부평구 백범로577번길 20,경인센타 공장 514호 (십정동)","전자제어 장치개발, 제조",032-577-1479
2287,중기업,코스맥스네오(주),인천광역시 부평구 평천로73번길 14 (청천동),"스킨케어, 메이크업 화장품 등",032-540-9700
2288,소기업,코어테크,"인천광역시 부평구 부평대로 293, 부평테크시티 1115호 (청천동)",전기판넬,032-623-7333
2289,소기업,코어테크,"인천광역시 부평구 부평대로 337, 4층 421호(청천동, 부평 제이타워3차 지식산업센터) 4층 421호 외 1필지","전기판넬(제어반), 프로그램",032-650-5988
