순번,회사명,생산품,업종명,공장대표주소(도로명),전화번호,데이터기준일자
3571,주식회사 스튜디오다시물결,제품 사출용 생분해 컴파운드,합성수지 및 기타 플라스틱 물질 제조업,"인천광역시 서구 중봉대로 490, 1059호  (청라동) 1059호",,2025-04-02
3572,주식회사 신보기연,분말성형 프레스,디지털 적층 성형기계 제조업 외 1 종,인천광역시 서구 백범로 950 (가좌동),032-583-8885,2025-04-02
3573,주식회사 썬플라워즈,"네트워크 장비,CCTV,NVR",유선 통신장비 제조업 외 14 종,"인천광역시 서구 가석로 30, 3층 301 (가좌동)",070-7528-0972,2025-04-02
3574,주식회사 쏠트,"만능재료시험기, 재료물성시험기","물질 검사, 측정 및 분석기구 제조업",인천광역시 서구 백범로934번길 30 (가좌동),,2025-04-02
3575,주식회사 쓰리알테크,"산업용 냉장·냉동기, 엘리베이터 에어컨",산업용 냉장 및 냉동 장비 제조업 외 1 종,"인천광역시 서구 건지로153번길 9, 2층 (석남동)",032-225-1327,2025-04-02
3576,주식회사 씨앤케이무역,"우부산물,갈비탕 등, 즉석조리식품(묵은지돼지고기김치찜)",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,인천광역시 서구 소담1로 36(금곡동),032-710-2065,2025-04-02
3577,주식회사 씨엔모터스,특장자동차,차체 및 특장차 제조업,인천광역시 서구 중봉대로 212(가좌동),032-575-3966,2025-04-02
3578,주식회사 씨엔모터스,특장자동차,차체 및 특장차 제조업,인천광역시 서구 보도진로18번길 7 (가좌동),032-575-3966,2025-04-02
3579,주식회사 씨엔씨건영,"cctv및 음향기기, 배전반용 전기 제어반 제조",방송장비 제조업 외 1 종,"인천광역시 서구 가남로 61, A동 2층 218호 (가좌동, 토지산업2차 지식산업센터) A동 2층 218호 외 2필지",032-863-1164,2025-04-02
3580,주식회사 씨티오투,공기조화장치,공기 조화장치 제조업,인천광역시 서구 검단로326번길 81-44 (왕길동),032-719-4747,2025-04-02
3581,주식회사 씨티콘,"공기정화 퍼걸러(스마트 쉘터), 버스 승강장, 차량정보안내장치, 기상전광판",기체 여과기 제조업 외 13 종,"인천광역시 서구 정서진로 410, D동201호(오류동, 창업·벤처 녹색융합클러스터)",032-565-6369,2025-04-02
3582,주식회사 아름다온,"남녀 의류, 침구류, 잡화 등",침구 및 관련제품 제조업 외 20 종,"인천광역시 서구 염곡로 361-1, 지하층 (신현동)",,2025-04-02
3583,주식회사 아이다코리아,"전자담배, 전자담배용 액상",기타 가정용 전기기기 제조업 외 1 종,"인천광역시 서구 파랑로 495, 2동 901호(청라동) 2동 901호 외 1필지",070-4243-2400,2025-04-02
3584,주식회사 아이바텍,"키오스크, 금속구조물, 전시용 집기류 등",그 외 금속 압형제품 제조업,인천광역시 서구 봉수대로170번길 17(가좌동),032-573-3370,2025-04-02
3585,주식회사 아이비에스코리아,CCTV용 카메라,방송장비 제조업,인천광역시 서구 사월로 73 (왕길동),032-562-9500,2025-04-02
3586,주식회사 아이엔아이,"배전반, 자동제어반",배전반 및 전기 자동제어반 제조업,"인천광역시 서구 건지로109번길 8, 2층 (석남동)",031-423-4400,2025-04-02
3587,주식회사 알앤에이시스템,패쇄회로 카메라 제조,방송장비 제조업,"인천광역시 서구 파랑로 495, 1동 416호 (청라동) 1동 416호",032-220-0830,2025-04-02
3588,주식회사 알에프,"LED전광판, 디지털 사이니지",전시 및 광고용 조명장치 제조업,"인천광역시 서구 파랑로 495, 2동 206호  (청라동) 2동 206호",,2025-04-02
3589,주식회사 에스씨,선박ICT 3D어라운드뷰,그 외 기타 전자부품 제조업,"인천광역시 서구 파랑로 495, 1동 318호(청라동) 1동 318호",,2025-04-02
3590,주식회사 에스씨테크놀러지,표면처리기계 장비,그 외 기타 금속가공업,"인천광역시 서구 가람로 14, (오류동, 인천표면처리센터 요진코아텍) 1동 5층 529호",032-585-6193,2025-04-02
3591,주식회사 에스엔에스테크,철도용 전기식 안전기기 및 교통관제용 기기,교통 신호장치 제조업,"인천광역시 서구 중봉대로 490, 952호 (청라동) 952호",,2025-04-02
3592,주식회사 에스엠엘메디트리,칫솔 살균기(가정용),기타 가정용 전기기기 제조업,"인천광역시 서구 파랑로 495, 2동 609호(청라동) 2동 609호",,2025-04-02
3593,주식회사 에스엠켐텍,경성 인쇄회로기판,경성 인쇄회로기판 제조업 외 1 종,인천광역시 서구 가재울로 9(가좌동),032-875-1238,2025-04-02
3594,주식회사 에스엠하엘,RPS.3,화장품 제조업,"인천광역시 서구 백범로 611,  (가좌동) 1동 8층 809호",,2025-04-02
3595,주식회사 에이엠코어,"산업용 PC 및 모니터, 산업용 키오스크 등",컴퓨터 제조업,인천광역시 서구 건지로95번길 23 (석남동),032-710-3417,2025-04-02
3596,주식회사 에이치엘디,미끄럼방지포장재,일반용 도료 및 관련제품 제조업,"인천광역시 서구 보도진로 21-1, 나동 103호(가좌동)",032-562-2687,2025-04-02
3597,주식회사 에제르,"정자,파고라,수목보호벤치 등",기타 건축용 나무제품 제조업,인천광역시 서구 검단로188번길 18-16 (오류동),032-566-0202,2025-04-02
3598,주식회사 에코데이인터내셔널,도로표지판,금속 표시판 제조업 외 5 종,인천광역시 서구 장고개로126번길 13 (가좌동),032-574-1770,2025-04-02
3599,주식회사 에코데이인터내셔널,"도로표지명, 경관조명, 볼라드, 바닥형보행신호등, 도로명판, 갈매기표지판, 교통안전표지, 안내판걸이구",일반용 전기 조명장치 제조업 외 4 종,"인천광역시 서구 거북로 17, 나동 510호(석남동, 인천테크피아) 나동 510호",032-574-1770,2025-04-02
3600,주식회사 에코리더스,냉.난방 히트펌프,공기 조화장치 제조업 외 4 종,인천광역시 서구 장고개로126번길 17-9(가좌동),032-572-9233,2025-04-02
3601,주식회사 에코엔테크,초저온액체질소냉동고,금속탱크 및 저장용기 제조업,"인천광역시 서구 파랑로 495, 1동 631호(청라동) 1동 631호 외 6필지",032-325-6166,2025-04-02
3602,주식회사 에코프랜,"철구조물,난간,방음벽,기타도로시설물",구조용 금속 판제품 및 공작물 제조업 외 4 종,인천광역시 서구 검단로250번길 6-6 (오류동),032-467-5032,2025-04-02
3603,주식회사 엘티기전,배전반,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 가재울로 109,  (가좌동) 1동 5층 504호",032-571-2528,2025-04-02
3604,주식회사 연,수도용 여과장치,액체 여과기 제조업,"인천광역시 서구 정서진로 410, 파일럿테스트 D동 08호(오류동, 환경산업연구단지)",032-719-8828,2025-04-02
3605,주식회사 예안전력,배전반,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 건지로284번길 111, 나동106호 (가좌동)",032-721-6226,2025-04-02
3606,주식회사 오투브리스,"압축공기실린더, 공기마스크",그 외 기타 의료용 기기 제조업,"인천광역시 서구 가정로47번길 4,  (가좌동) b동 1층 102-2호",032-710-8745,2025-04-02
3607,주식회사 오티티,"냉각탑,송풍기,공조기기",산업용 냉장 및 냉동 장비 제조업 외 2 종,인천광역시 서구 사월로37번안길 35-8 (왕길동),032-562-9174,2025-04-02
3608,주식회사 올인닷컴,텔레비전 수상기,텔레비전 제조업,"인천광역시 서구 건지로153번길 26-10, 2층 (석남동)",070-4355-6374,2025-04-02
3609,주식회사 와이앤비푸드,복합조미식품,천연 및 혼합조제 조미료 제조업,인천광역시 서구 소담로 17 (금곡동),041-745-7841,2025-04-02
3610,주식회사 와이티아이컴퍼니,애플파이,빵류 제조업,인천광역시 서구 소담2로 51(금곡동),070-4353-3650,2025-04-02
3611,주식회사 우덱스,목재창,목재문 및 관련제품 제조업,"인천광역시 서구 북항로45번길 5(석남동, (주)우덱스 인천북항창)",032-575-5289,2025-04-02
3612,주식회사 우영 경인지점,가공 포장육(우육),육류 포장육 및 냉동육 가공업 (가금류 제외),인천광역시 서구 소담로 64(금곡동),032-710-3662,2025-04-02
3613,주식회사 워너비씨엔제이,"냉동냉장육 포장, 육류가공",육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,"인천광역시 서구 소담2로 36, 2동 201호(금곡동)",070-8627-6376,2025-04-02
3614,주식회사 원창이엔지,특수소재 미끄럼방지 도포재,합성수지 및 기타 플라스틱 물질 제조업,"인천광역시 서구 두밀로71번길 11, 1동 (대곡동)",032-569-6091,2025-04-02
3615,주식회사 원케이,"플라스틱 사출품(자동차부품, 의료장비 등)",운송장비 조립용 플라스틱제품 제조업 외 1 종,인천광역시 서구 건지로97번길 61 (석남동),032-287-5922,2025-04-02
3616,주식회사 위드라이브,스마트 디지털키(기타 무선 통신장비),기타 무선 통신장비 제조업,"인천광역시 서구 로봇랜드로 155-11, 904호(청라동, 로봇랜드 로봇지원센터)",070-4149-0165,2025-04-02
3617,주식회사 위영,"창호 샷시, 플라스틱 창호","금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",인천광역시 서구 금호로 29 (오류동),032-565-3454,2025-04-02
3618,주식회사 윈크린,"세차용품,생활용품(극세사 타월)",그 외 기타 분류 안된 섬유제품 제조업,인천광역시 서구 검단로326번길 35-47 (왕길동),032-505-2118,2025-04-02
3619,주식회사 유림전기통신,자동제어장치,배전반 및 전기 자동제어반 제조업,"인천광역시 서구 건지로 72-15, 1층 일부, 2층 일부 (가좌동)",032-577-5291,2025-04-02
3620,주식회사 유신상사 더리브지점,산업용 프린터,컴퓨터 프린터 제조업,"인천광역시 서구 중봉대로 490, 424호 (청라동) 424호",,2025-04-02
3621,주식회사 유에이치피,"디스플레이, 장비부품 제조, 고무 패킹류 제조",디스플레이 제조용 기계 제조업 외 1 종,"인천광역시 서구 보듬로 112, B동 (오류동)",070-4821-5198,2025-04-02
3622,주식회사 유일특장,"특장차제조, 쓰레기압축기",차체 및 특장차 제조업 외 2 종,인천광역시 서구 원당대로265번길 20-55 (오류동),032-564-2005,2025-04-02
3623,주식회사 유정피싱,낚싯대,낚시 및 수렵용구 제조업,인천광역시 서구 염곡로 18 (가좌동),032-574-7452,2025-04-02
3624,주식회사 유티스,"주차차단기,차번인식,무인계산기 기타 주차관제시스템,통신장비, CCTV",컨베이어장치 제조업 외 3 종,"인천광역시 서구 보도진로 102, 2층 (가좌동)",032-764-0907,2025-04-02
3625,주식회사 이룸텍,"경성 인쇄회로기판(양면기판, 다층기판)",경성 인쇄회로기판 제조업,"인천광역시 서구 보도진로18번길 15, 2층 (가좌동)",032-571-8577,2025-04-02
3626,주식회사 이삭푸드,고춧가루,천연 및 혼합조제 조미료 제조업,"인천광역시 서구 파랑로 495, B층 B109호(청라동) B층 B109호",032-811-2110,2025-04-02
3627,주식회사 이상,"자동차 내장제품(프렁크 물방지 커버, ECU 모듈 등)",그 외 자동차용 신품 부품 제조업,"인천광역시 서구 염곡로15번길 19, 2층 (가좌동)",032-272-8770,2025-04-02
3628,주식회사 이안산업,"일반도료코팅보드,방염코팅보드",기타 건축용 나무제품 제조업 외 1 종,인천광역시 서구 건지로 194 (가좌동),032-571-2999,2025-04-02
3629,주식회사 인수리,"원목상판, 원목도어",기타 목재가구 제조업,"인천광역시 서구 백범로910번길 4-14, 1동 (가좌동)",032-874-0768,2025-04-02
3630,주식회사 인스텔라,소스류,천연 및 혼합조제 조미료 제조업,"인천광역시 서구 백범로 619,  (가좌동) 1동 4층 409호 외 1필지",,2025-04-02
3631,주식회사 인천특장차,차량탑,차체 및 특장차 제조업 외 1 종,인천광역시 서구 사월로 31-14 (왕길동),032-567-8301,2025-04-02
3632,주식회사 인투스카이,드론,무인 항공기 및 무인 비행장치 제조업 외 1 종,"인천광역시 서구 로봇랜드로 155-11, 601호, 602호, 603호, 604호, 605호(청라동, 로봇랜드 로봇지원센터)",032-715-7936,2025-04-02
3633,주식회사 자르뎅,"원목가구, 원목가공품",기타 목재가구 제조업 외 1 종,인천광역시 서구 북항로207번길 59(원창동),070-4634-0978,2025-04-02
3634,주식회사 장우,족발,육류 포장육 및 냉동육 가공업 (가금류 제외),인천광역시 서구 봉수대로 176 (가좌동),032-441-0995,2025-04-02
3635,주식회사 재원엔지니어링,발전설비,그 외 기타 일반목적용 기계 제조업,"인천광역시 서구 파랑로 495, 2동 614호(청라동) 2동 614호",070-8882-4716,2025-04-02
3636,주식회사 정서진,레미콘,레미콘 제조업,인천광역시 서구 검단천로 149-1(오류동) 외 3필지,032-566-3377,2025-04-02
3637,주식회사 정인,샴푸 외,화장품 제조업,인천광역시 서구 중봉대로198번길 25 (가좌동),070-4242-9213,2025-04-02
3638,주식회사 제스텍,"전기판넬, PCB, 관련 소프트웨어 등",배전반 및 전기 자동제어반 제조업,"인천광역시 서구 파랑로 495, 1동 622호(청라동) 1동 622호 외 6필지",032-505-8055,2025-04-02
3639,주식회사 제이시스템가구,"가구(주방용,연구실용,사무용)",주방용 및 음식점용 목재가구 제조업 외 1 종,인천광역시 서구 대곡로 263 (대곡동),032-563-8266,2025-04-02
3640,주식회사 제이치글로벌,"광촉매,특수페인트 등",그 외 기타 분류 안된 화학제품 제조업 외 1 종,"인천광역시 서구 정서진로 410, 연구실험동(B)동  3층 B312호(오류동, 환경산업연구단지)",032-459-2242,2025-04-02
3641,주식회사 제이푸드월드,과채가공품,기타 과실ㆍ채소 가공 및 저장 처리업,인천광역시 서구 소담1로 72 (금곡동) 외 1필지,032-713-8214,2025-04-02
3642,주식회사 제일씨엔에프(C&F),"해초9찬들, 어선방다시팩, 밀키트(간편조리식품)",수산동물 건조 및 염장품 제조업 외 1 종,"인천광역시 서구 소담로 52, 2층(금곡동)",032-662-5227,2025-04-02
3643,주식회사 지에버,"이산화질소가스 측정기, 센서감응부","물질 검사, 측정 및 분석기구 제조업 외 1 종","인천광역시 서구 백범로 611,  (가좌동) 1동 8층 813호",032-873-6010,2025-04-02
